ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000021776.6,ENSG00000021776,AQR,protein_coding,ENSG00000021776.6 (AQR)
ENSG00000028528.10,ENSG00000028528,SNX1,protein_coding,ENSG00000028528.10 (SNX1)
ENSG00000033800.9,ENSG00000033800,PIAS1,protein_coding,ENSG00000033800.9 (PIAS1)
ENSG00000035664.7,ENSG00000035664,DAPK2,protein_coding,ENSG00000035664.7 (DAPK2)
ENSG00000041357.11,ENSG00000041357,PSMA4,protein_coding,ENSG00000041357.11 (PSMA4)
ENSG00000047346.8,ENSG00000047346,FAM214A,protein_coding,ENSG00000047346.8 (FAM214A)
ENSG00000051180.11,ENSG00000051180,RAD51,protein_coding,ENSG00000051180.11 (RAD51)
ENSG00000058335.10,ENSG00000058335,RASGRF1,protein_coding,ENSG00000058335.10 (RASGRF1)
ENSG00000062524.10,ENSG00000062524,LTK,protein_coding,ENSG00000062524.10 (LTK)
ENSG00000064726.5,ENSG00000064726,BTBD1,protein_coding,ENSG00000064726.5 (BTBD1)
ENSG00000066933.10,ENSG00000066933,MYO9A,protein_coding,ENSG00000066933.10 (MYO9A)
ENSG00000067141.11,ENSG00000067141,NEO1,protein_coding,ENSG00000067141.11 (NEO1)
ENSG00000067221.9,ENSG00000067221,STOML1,protein_coding,ENSG00000067221.9 (STOML1)
ENSG00000067225.11,ENSG00000067225,PKM,protein_coding,ENSG00000067225.11 (PKM)
ENSG00000067369.8,ENSG00000067369,TP53BP1,protein_coding,ENSG00000067369.8 (TP53BP1)
ENSG00000068305.12,ENSG00000068305,MEF2A,protein_coding,ENSG00000068305.12 (MEF2A)
ENSG00000068793.11,ENSG00000068793,NA,NA,ENSG00000068793.11
ENSG00000069667.11,ENSG00000069667,RORA,protein_coding,ENSG00000069667.11 (RORA)
ENSG00000069869.11,ENSG00000069869,NEDD4,protein_coding,ENSG00000069869.11 (NEDD4)
ENSG00000069943.5,ENSG00000069943,PIGB,protein_coding,ENSG00000069943.5 (PIGB)
ENSG00000069956.7,ENSG00000069956,MAPK6,protein_coding,ENSG00000069956.7 (MAPK6)
ENSG00000069966.14,ENSG00000069966,GNB5,protein_coding,ENSG00000069966.14 (GNB5)
ENSG00000069974.10,ENSG00000069974,RAB27A,protein_coding,ENSG00000069974.10 (RAB27A)
ENSG00000073417.10,ENSG00000073417,PDE8A,protein_coding,ENSG00000073417.10 (PDE8A)
ENSG00000074410.9,ENSG00000074410,CA12,protein_coding,ENSG00000074410.9 (CA12)
ENSG00000074603.14,ENSG00000074603,DPP8,protein_coding,ENSG00000074603.14 (DPP8)
ENSG00000074621.8,ENSG00000074621,SLC24A1,protein_coding,ENSG00000074621.8 (SLC24A1)
ENSG00000074696.7,ENSG00000074696,PTPLAD1,protein_coding,ENSG00000074696.7 (PTPLAD1)
