ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000001617.7,ENSG00000001617,SEMA3F,protein_coding,ENSG00000001617.7 (SEMA3F)
ENSG00000003756.11,ENSG00000003756,RBM5,protein_coding,ENSG00000003756.11 (RBM5)
ENSG00000004399.8,ENSG00000004399,PLXND1,protein_coding,ENSG00000004399.8 (PLXND1)
ENSG00000004534.9,ENSG00000004534,RBM6,protein_coding,ENSG00000004534.9 (RBM6)
ENSG00000004838.9,ENSG00000004838,ZMYND10,protein_coding,ENSG00000004838.9 (ZMYND10)
ENSG00000007402.7,ENSG00000007402,CACNA2D2,protein_coding,ENSG00000007402.7 (CACNA2D2)
ENSG00000008226.15,ENSG00000008226,DLEC1,protein_coding,ENSG00000008226.15 (DLEC1)
ENSG00000008300.10,ENSG00000008300,CELSR3,protein_coding,ENSG00000008300.10 (CELSR3)
ENSG00000008324.6,ENSG00000008324,SS18L2,protein_coding,ENSG00000008324.6 (SS18L2)
ENSG00000008952.10,ENSG00000008952,SEC62,protein_coding,ENSG00000008952.10 (SEC62)
ENSG00000010256.6,ENSG00000010256,UQCRC1,protein_coding,ENSG00000010256.6 (UQCRC1)
ENSG00000010318.13,ENSG00000010318,PHF7,protein_coding,ENSG00000010318.13 (PHF7)
ENSG00000010322.10,ENSG00000010322,NISCH,protein_coding,ENSG00000010322.10 (NISCH)
ENSG00000010327.6,ENSG00000010327,STAB1,protein_coding,ENSG00000010327.6 (STAB1)
ENSG00000011198.3,ENSG00000011198,ABHD5,protein_coding,ENSG00000011198.3 (ABHD5)
ENSG00000011376.5,ENSG00000011376,LARS2,protein_coding,ENSG00000011376.5 (LARS2)
ENSG00000012171.13,ENSG00000012171,SEMA3B,protein_coding,ENSG00000012171.13 (SEMA3B)
ENSG00000012223.6,ENSG00000012223,LTF,protein_coding,ENSG00000012223.6 (LTF)
ENSG00000013297.5,ENSG00000013297,CLDN11,protein_coding,ENSG00000013297.5 (CLDN11)
ENSG00000014257.11,ENSG00000014257,ACPP,protein_coding,ENSG00000014257.11 (ACPP)
ENSG00000016391.5,ENSG00000016391,CHDH,protein_coding,ENSG00000016391.5 (CHDH)
ENSG00000016864.11,ENSG00000016864,GLT8D1,protein_coding,ENSG00000016864.11 (GLT8D1)
ENSG00000017260.13,ENSG00000017260,ATP2C1,protein_coding,ENSG00000017260.13 (ATP2C1)
ENSG00000018408.10,ENSG00000018408,WWTR1,protein_coding,ENSG00000018408.10 (WWTR1)
ENSG00000023330.9,ENSG00000023330,ALAS1,protein_coding,ENSG00000023330.9 (ALAS1)
ENSG00000031081.5,ENSG00000031081,ARHGAP31,protein_coding,ENSG00000031081.5 (ARHGAP31)
ENSG00000033867.12,ENSG00000033867,SLC4A7,protein_coding,ENSG00000033867.12 (SLC4A7)
ENSG00000034533.6,ENSG00000034533,ASTE1,protein_coding,ENSG00000034533.6 (ASTE1)
ENSG00000036054.8,ENSG00000036054,TBC1D23,protein_coding,ENSG00000036054.8 (TBC1D23)
ENSG00000036828.9,ENSG00000036828,CASR,protein_coding,ENSG00000036828.9 (CASR)
ENSG00000041802.6,ENSG00000041802,LSG1,protein_coding,ENSG00000041802.6 (LSG1)
ENSG00000041880.10,ENSG00000041880,PARP3,protein_coding,ENSG00000041880.10 (PARP3)
ENSG00000043093.8,ENSG00000043093,DCUN1D1,protein_coding,ENSG00000043093.8 (DCUN1D1)
ENSG00000047457.9,ENSG00000047457,CP,protein_coding,ENSG00000047457.9 (CP)
ENSG00000047849.17,ENSG00000047849,MAP4,protein_coding,ENSG00000047849.17 (MAP4)
ENSG00000051341.8,ENSG00000051341,POLQ,protein_coding,ENSG00000051341.8 (POLQ)
ENSG00000051382.4,ENSG00000051382,PIK3CB,protein_coding,ENSG00000051382.4 (PIK3CB)
