ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000008735.10,ENSG00000008735,MAPK8IP2,protein_coding,ENSG00000008735.10 (MAPK8IP2)
ENSG00000015475.14,ENSG00000015475,BID,protein_coding,ENSG00000015475.14 (BID)
ENSG00000025708.8,ENSG00000025708,TYMP,protein_coding,ENSG00000025708.8 (TYMP)
ENSG00000025770.13,ENSG00000025770,NCAPH2,protein_coding,ENSG00000025770.13 (NCAPH2)
ENSG00000040608.9,ENSG00000040608,RTN4R,protein_coding,ENSG00000040608.9 (RTN4R)
ENSG00000054611.9,ENSG00000054611,TBC1D22A,protein_coding,ENSG00000054611.9 (TBC1D22A)
ENSG00000056487.11,ENSG00000056487,PHF21B,protein_coding,ENSG00000056487.11 (PHF21B)
ENSG00000069998.8,ENSG00000069998,CECR5,protein_coding,ENSG00000069998.8 (CECR5)
ENSG00000070010.12,ENSG00000070010,UFD1L,protein_coding,ENSG00000070010.12 (UFD1L)
ENSG00000070371.11,ENSG00000070371,CLTCL1,protein_coding,ENSG00000070371.11 (CLTCL1)
ENSG00000070413.12,ENSG00000070413,DGCR2,protein_coding,ENSG00000070413.12 (DGCR2)
ENSG00000073150.8,ENSG00000073150,PANX2,protein_coding,ENSG00000073150.8 (PANX2)
ENSG00000073169.9,ENSG00000073169,SELO,protein_coding,ENSG00000073169.9 (SELO)
ENSG00000075218.13,ENSG00000075218,GTSE1,protein_coding,ENSG00000075218.13 (GTSE1)
ENSG00000075234.12,ENSG00000075234,TTC38,protein_coding,ENSG00000075234.12 (TTC38)
ENSG00000075240.12,ENSG00000075240,GRAMD4,protein_coding,ENSG00000075240.12 (GRAMD4)
ENSG00000075275.12,ENSG00000075275,CELSR1,protein_coding,ENSG00000075275.12 (CELSR1)
ENSG00000077935.12,ENSG00000077935,SMC1B,protein_coding,ENSG00000077935.12 (SMC1B)
ENSG00000079974.13,ENSG00000079974,RABL2B,protein_coding,ENSG00000079974.13 (RABL2B)
ENSG00000093000.13,ENSG00000093000,NUP50,protein_coding,ENSG00000093000.13 (NUP50)
ENSG00000093009.5,ENSG00000093009,CDC45,protein_coding,ENSG00000093009.5 (CDC45)
ENSG00000093010.7,ENSG00000093010,COMT,protein_coding,ENSG00000093010.7 (COMT)
ENSG00000093072.10,ENSG00000093072,CECR1,protein_coding,ENSG00000093072.10 (CECR1)
ENSG00000093100.12,ENSG00000093100,XXbac-B461K10.4,processed_transcript,ENSG00000093100.12 (XXbac-B461K10.4)
ENSG00000099889.9,ENSG00000099889,ARVCF,protein_coding,ENSG00000099889.9 (ARVCF)
ENSG00000099899.9,ENSG00000099899,TRMT2A,protein_coding,ENSG00000099899.9 (TRMT2A)
ENSG00000099901.11,ENSG00000099901,RANBP1,protein_coding,ENSG00000099901.11 (RANBP1)
ENSG00000099904.11,ENSG00000099904,ZDHHC8,protein_coding,ENSG00000099904.11 (ZDHHC8)
ENSG00000099910.12,ENSG00000099910,KLHL22,protein_coding,ENSG00000099910.12 (KLHL22)
ENSG00000099917.12,ENSG00000099917,MED15,protein_coding,ENSG00000099917.12 (MED15)
ENSG00000099937.6,ENSG00000099937,SERPIND1,protein_coding,ENSG00000099937.6 (SERPIND1)
ENSG00000099940.6,ENSG00000099940,SNAP29,protein_coding,ENSG00000099940.6 (SNAP29)
ENSG00000099942.8,ENSG00000099942,CRKL,protein_coding,ENSG00000099942.8 (CRKL)
ENSG00000099949.13,ENSG00000099949,LZTR1,protein_coding,ENSG00000099949.13 (LZTR1)
ENSG00000099953.5,ENSG00000099953,MMP11,protein_coding,ENSG00000099953.5 (MMP11)
ENSG00000099954.13,ENSG00000099954,CECR2,protein_coding,ENSG00000099954.13 (CECR2)
ENSG00000099956.12,ENSG00000099956,SMARCB1,protein_coding,ENSG00000099956.12 (SMARCB1)
ENSG00000099957.11,ENSG00000099957,P2RX6,protein_coding,ENSG00000099957.11 (P2RX6)
ENSG00000099958.10,ENSG00000099958,DERL3,protein_coding,ENSG00000099958.10 (DERL3)
ENSG00000099968.13,ENSG00000099968,BCL2L13,protein_coding,ENSG00000099968.13 (BCL2L13)
ENSG00000099974.7,ENSG00000099974,DDTL,protein_coding,ENSG00000099974.7 (DDTL)
ENSG00000099977.9,ENSG00000099977,DDT,protein_coding,ENSG00000099977.9 (DDT)
ENSG00000099984.6,ENSG00000099984,GSTT2,polymorphic_pseudogene,ENSG00000099984.6 (GSTT2)
ENSG00000099985.3,ENSG00000099985,OSM,protein_coding,ENSG00000099985.3 (OSM)
ENSG00000099991.11,ENSG00000099991,CABIN1,protein_coding,ENSG00000099991.11 (CABIN1)
ENSG00000099992.11,ENSG00000099992,TBC1D10A,protein_coding,ENSG00000099992.11 (TBC1D10A)
ENSG00000099994.10,ENSG00000099994,SUSD2,protein_coding,ENSG00000099994.10 (SUSD2)
ENSG00000099995.12,ENSG00000099995,SF3A1,protein_coding,ENSG00000099995.12 (SF3A1)
ENSG00000099998.12,ENSG00000099998,GGT5,protein_coding,ENSG00000099998.12 (GGT5)
ENSG00000099999.9,ENSG00000099999,RNF215,protein_coding,ENSG00000099999.9 (RNF215)
ENSG00000100003.12,ENSG00000100003,SEC14L2,protein_coding,ENSG00000100003.12 (SEC14L2)
ENSG00000100014.13,ENSG00000100014,SPECC1L,protein_coding,ENSG00000100014.13 (SPECC1L)
ENSG00000100023.12,ENSG00000100023,PPIL2,protein_coding,ENSG00000100023.12 (PPIL2)
ENSG00000100024.9,ENSG00000100024,UPB1,protein_coding,ENSG00000100024.9 (UPB1)
ENSG00000100027.10,ENSG00000100027,YPEL1,protein_coding,ENSG00000100027.10 (YPEL1)
ENSG00000100028.7,ENSG00000100028,SNRPD3,protein_coding,ENSG00000100028.7 (SNRPD3)
ENSG00000100029.12,ENSG00000100029,PES1,protein_coding,ENSG00000100029.12 (PES1)
ENSG00000100030.9,ENSG00000100030,MAPK1,protein_coding,ENSG00000100030.9 (MAPK1)
ENSG00000100031.14,ENSG00000100031,GGT1,protein_coding,ENSG00000100031.14 (GGT1)
ENSG00000100033.11,ENSG00000100033,PRODH,protein_coding,ENSG00000100033.11 (PRODH)
ENSG00000100034.8,ENSG00000100034,PPM1F,protein_coding,ENSG00000100034.8 (PPM1F)
ENSG00000100036.11,ENSG00000100036,SLC35E4,protein_coding,ENSG00000100036.11 (SLC35E4)
ENSG00000100038.14,ENSG00000100038,TOP3B,protein_coding,ENSG00000100038.14 (TOP3B)
ENSG00000100055.14,ENSG00000100055,CYTH4,protein_coding,ENSG00000100055.14 (CYTH4)
ENSG00000100056.7,ENSG00000100056,DGCR14,protein_coding,ENSG00000100056.7 (DGCR14)
ENSG00000100058.7,ENSG00000100058,CRYBB2P1,transcribed_unprocessed_pseudogene,ENSG00000100058.7 (CRYBB2P1)
ENSG00000100060.12,ENSG00000100060,MFNG,protein_coding,ENSG00000100060.12 (MFNG)
ENSG00000100068.7,ENSG00000100068,LRP5L,protein_coding,ENSG00000100068.7 (LRP5L)
ENSG00000100075.5,ENSG00000100075,SLC25A1,protein_coding,ENSG00000100075.5 (SLC25A1)
ENSG00000100077.7,ENSG00000100077,ADRBK2,protein_coding,ENSG00000100077.7 (ADRBK2)
ENSG00000100083.14,ENSG00000100083,GGA1,protein_coding,ENSG00000100083.14 (GGA1)
ENSG00000100084.9,ENSG00000100084,HIRA,protein_coding,ENSG00000100084.9 (HIRA)
ENSG00000100092.14,ENSG00000100092,SH3BP1,protein_coding,ENSG00000100092.14 (SH3BP1)
ENSG00000100097.7,ENSG00000100097,LGALS1,protein_coding,ENSG00000100097.7 (LGALS1)
ENSG00000100099.14,ENSG00000100099,HPS4,protein_coding,ENSG00000100099.14 (HPS4)
