ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000017797.6,ENSG00000017797,RALBP1,protein_coding,ENSG00000017797.6 (RALBP1)
ENSG00000046604.7,ENSG00000046604,DSG2,protein_coding,ENSG00000046604.7 (DSG2)
ENSG00000049759.11,ENSG00000049759,NEDD4L,protein_coding,ENSG00000049759.11 (NEDD4L)
ENSG00000053747.9,ENSG00000053747,LAMA3,protein_coding,ENSG00000053747.9 (LAMA3)
ENSG00000060069.11,ENSG00000060069,CTDP1,protein_coding,ENSG00000060069.11 (CTDP1)
ENSG00000066926.5,ENSG00000066926,FECH,protein_coding,ENSG00000066926.5 (FECH)
ENSG00000067900.4,ENSG00000067900,ROCK1,protein_coding,ENSG00000067900.4 (ROCK1)
ENSG00000074657.8,ENSG00000074657,ZNF532,protein_coding,ENSG00000074657.8 (ZNF532)
ENSG00000074695.4,ENSG00000074695,LMAN1,protein_coding,ENSG00000074695.4 (LMAN1)
ENSG00000075336.6,ENSG00000075336,TIMM21,protein_coding,ENSG00000075336.6 (TIMM21)
ENSG00000075643.3,ENSG00000075643,MOCOS,protein_coding,ENSG00000075643.3 (MOCOS)
ENSG00000078043.9,ENSG00000078043,PIAS2,protein_coding,ENSG00000078043.9 (PIAS2)
ENSG00000078142.4,ENSG00000078142,PIK3C3,protein_coding,ENSG00000078142.4 (PIK3C3)
ENSG00000079101.10,ENSG00000079101,CLUL1,protein_coding,ENSG00000079101.10 (CLUL1)
ENSG00000079134.6,ENSG00000079134,THOC1,protein_coding,ENSG00000079134.6 (THOC1)
ENSG00000080986.6,ENSG00000080986,NDC80,protein_coding,ENSG00000080986.6 (NDC80)
ENSG00000081913.8,ENSG00000081913,PHLPP1,protein_coding,ENSG00000081913.8 (PHLPP1)
ENSG00000081923.5,ENSG00000081923,ATP8B1,protein_coding,ENSG00000081923.5 (ATP8B1)
ENSG00000082212.6,ENSG00000082212,ME2,protein_coding,ENSG00000082212.6 (ME2)
ENSG00000082397.10,ENSG00000082397,EPB41L3,protein_coding,ENSG00000082397.10 (EPB41L3)
ENSG00000085415.10,ENSG00000085415,SEH1L,protein_coding,ENSG00000085415.10 (SEH1L)
ENSG00000091157.7,ENSG00000091157,WDR7,protein_coding,ENSG00000091157.7 (WDR7)
ENSG00000091164.7,ENSG00000091164,TXNL1,protein_coding,ENSG00000091164.7 (TXNL1)
ENSG00000101489.10,ENSG00000101489,CELF4,protein_coding,ENSG00000101489.10 (CELF4)
ENSG00000101493.6,ENSG00000101493,ZNF516,protein_coding,ENSG00000101493.6 (ZNF516)
ENSG00000101544.4,ENSG00000101544,ADNP2,protein_coding,ENSG00000101544.4 (ADNP2)
ENSG00000101546.7,ENSG00000101546,RBFA,protein_coding,ENSG00000101546.7 (RBFA)
ENSG00000101557.8,ENSG00000101557,USP14,protein_coding,ENSG00000101557.8 (USP14)
ENSG00000101558.8,ENSG00000101558,VAPA,protein_coding,ENSG00000101558.8 (VAPA)
ENSG00000101574.9,ENSG00000101574,METTL4,protein_coding,ENSG00000101574.9 (METTL4)
ENSG00000101577.4,ENSG00000101577,LPIN2,protein_coding,ENSG00000101577.4 (LPIN2)
ENSG00000101596.8,ENSG00000101596,SMCHD1,protein_coding,ENSG00000101596.8 (SMCHD1)
ENSG00000101605.7,ENSG00000101605,MYOM1,protein_coding,ENSG00000101605.7 (MYOM1)
ENSG00000101608.5,ENSG00000101608,MYL12A,protein_coding,ENSG00000101608.5 (MYL12A)
ENSG00000101624.5,ENSG00000101624,CEP76,protein_coding,ENSG00000101624.5 (CEP76)
ENSG00000101638.7,ENSG00000101638,ST8SIA5,protein_coding,ENSG00000101638.7 (ST8SIA5)
ENSG00000101639.11,ENSG00000101639,CEP192,protein_coding,ENSG00000101639.11 (CEP192)
ENSG00000101654.11,ENSG00000101654,RNMT,protein_coding,ENSG00000101654.11 (RNMT)
ENSG00000101665.3,ENSG00000101665,SMAD7,protein_coding,ENSG00000101665.3 (SMAD7)
ENSG00000101670.5,ENSG00000101670,LIPG,protein_coding,ENSG00000101670.5 (LIPG)
ENSG00000101680.8,ENSG00000101680,LAMA1,protein_coding,ENSG00000101680.8 (LAMA1)
ENSG00000101695.3,ENSG00000101695,RNF125,protein_coding,ENSG00000101695.3 (RNF125)
ENSG00000101745.9,ENSG00000101745,ANKRD12,protein_coding,ENSG00000101745.9 (ANKRD12)
ENSG00000101746.9,ENSG00000101746,NOL4,protein_coding,ENSG00000101746.9 (NOL4)
ENSG00000101751.5,ENSG00000101751,POLI,protein_coding,ENSG00000101751.5 (POLI)
ENSG00000101752.6,ENSG00000101752,MIB1,protein_coding,ENSG00000101752.6 (MIB1)
ENSG00000101773.11,ENSG00000101773,RBBP8,protein_coding,ENSG00000101773.11 (RBBP8)
ENSG00000101782.9,ENSG00000101782,RIOK3,protein_coding,ENSG00000101782.9 (RIOK3)
ENSG00000118276.6,ENSG00000118276,B4GALT6,protein_coding,ENSG00000118276.6 (B4GALT6)
ENSG00000118680.7,ENSG00000118680,MYL12B,protein_coding,ENSG00000118680.7 (MYL12B)
ENSG00000119537.9,ENSG00000119537,KDSR,protein_coding,ENSG00000119537.9 (KDSR)
ENSG00000119541.4,ENSG00000119541,VPS4B,protein_coding,ENSG00000119541.4 (VPS4B)
ENSG00000119547.3,ENSG00000119547,ONECUT2,protein_coding,ENSG00000119547.3 (ONECUT2)
ENSG00000122490.12,ENSG00000122490,PQLC1,protein_coding,ENSG00000122490.12 (PQLC1)
ENSG00000128789.13,ENSG00000128789,PSMG2,protein_coding,ENSG00000128789.13 (PSMG2)
ENSG00000128791.6,ENSG00000128791,TWSG1,protein_coding,ENSG00000128791.6 (TWSG1)
ENSG00000130856.10,ENSG00000130856,ZNF236,protein_coding,ENSG00000130856.10 (ZNF236)
ENSG00000131196.11,ENSG00000131196,NFATC1,protein_coding,ENSG00000131196.11 (NFATC1)
ENSG00000132199.11,ENSG00000132199,ENOSF1,protein_coding,ENSG00000132199.11 (ENOSF1)
ENSG00000132205.5,ENSG00000132205,EMILIN2,protein_coding,ENSG00000132205.5 (EMILIN2)
ENSG00000132874.6,ENSG00000132874,SLC14A2,protein_coding,ENSG00000132874.6 (SLC14A2)
ENSG00000133313.9,ENSG00000133313,CNDP2,protein_coding,ENSG00000133313.9 (CNDP2)
ENSG00000134030.7,ENSG00000134030,CTIF,protein_coding,ENSG00000134030.7 (CTIF)
ENSG00000134046.6,ENSG00000134046,MBD2,protein_coding,ENSG00000134046.6 (MBD2)
ENSG00000134049.3,ENSG00000134049,IER3IP1,protein_coding,ENSG00000134049.3 (IER3IP1)
