ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000003249.8,ENSG00000003249,DBNDD1,protein_coding,ENSG00000003249.8 (DBNDD1)
ENSG00000004779.5,ENSG00000004779,NDUFAB1,protein_coding,ENSG00000004779.5 (NDUFAB1)
ENSG00000005187.7,ENSG00000005187,ACSM3,protein_coding,ENSG00000005187.7 (ACSM3)
ENSG00000005189.14,ENSG00000005189,AC004381.6,protein_coding,ENSG00000005189.14 (AC004381.6)
ENSG00000005194.10,ENSG00000005194,CIAPIN1,protein_coding,ENSG00000005194.10 (CIAPIN1)
ENSG00000005339.7,ENSG00000005339,CREBBP,protein_coding,ENSG00000005339.7 (CREBBP)
ENSG00000005513.9,ENSG00000005513,SOX8,protein_coding,ENSG00000005513.9 (SOX8)
ENSG00000005844.12,ENSG00000005844,ITGAL,protein_coding,ENSG00000005844.12 (ITGAL)
ENSG00000006007.7,ENSG00000006007,GDE1,protein_coding,ENSG00000006007.7 (GDE1)
ENSG00000006116.3,ENSG00000006116,CACNG3,protein_coding,ENSG00000006116.3 (CACNG3)
ENSG00000006194.6,ENSG00000006194,ZNF263,protein_coding,ENSG00000006194.6 (ZNF263)
ENSG00000006210.6,ENSG00000006210,CX3CL1,protein_coding,ENSG00000006210.6 (CX3CL1)
ENSG00000006327.9,ENSG00000006327,TNFRSF12A,protein_coding,ENSG00000006327.9 (TNFRSF12A)
ENSG00000007038.6,ENSG00000007038,PRSS21,protein_coding,ENSG00000007038.6 (PRSS21)
ENSG00000007376.3,ENSG00000007376,RPUSD1,protein_coding,ENSG00000007376.3 (RPUSD1)
ENSG00000007384.9,ENSG00000007384,RHBDF1,protein_coding,ENSG00000007384.9 (RHBDF1)
ENSG00000007392.12,ENSG00000007392,LUC7L,protein_coding,ENSG00000007392.12 (LUC7L)
ENSG00000007516.8,ENSG00000007516,BAIAP3,protein_coding,ENSG00000007516.8 (BAIAP3)
ENSG00000007520.3,ENSG00000007520,TSR3,protein_coding,ENSG00000007520.3 (TSR3)
ENSG00000007541.10,ENSG00000007541,PIGQ,protein_coding,ENSG00000007541.10 (PIGQ)
ENSG00000007545.10,ENSG00000007545,CRAMP1L,protein_coding,ENSG00000007545.10 (CRAMP1L)
ENSG00000008516.11,ENSG00000008516,MMP25,protein_coding,ENSG00000008516.11 (MMP25)
ENSG00000008517.12,ENSG00000008517,IL32,protein_coding,ENSG00000008517.12 (IL32)
ENSG00000008710.11,ENSG00000008710,PKD1,protein_coding,ENSG00000008710.11 (PKD1)
ENSG00000010539.7,ENSG00000010539,ZNF200,protein_coding,ENSG00000010539.7 (ZNF200)
ENSG00000011638.6,ENSG00000011638,TMEM159,protein_coding,ENSG00000011638.6 (TMEM159)
ENSG00000013364.14,ENSG00000013364,MVP,protein_coding,ENSG00000013364.14 (MVP)
ENSG00000033011.6,ENSG00000033011,ALG1,protein_coding,ENSG00000033011.6 (ALG1)
ENSG00000034713.3,ENSG00000034713,GABARAPL2,protein_coding,ENSG00000034713.3 (GABARAPL2)
ENSG00000038358.10,ENSG00000038358,EDC4,protein_coding,ENSG00000038358.10 (EDC4)
ENSG00000038532.9,ENSG00000038532,CLEC16A,protein_coding,ENSG00000038532.9 (CLEC16A)
ENSG00000039068.12,ENSG00000039068,CDH1,protein_coding,ENSG00000039068.12 (CDH1)
ENSG00000039523.11,ENSG00000039523,FAM65A,protein_coding,ENSG00000039523.11 (FAM65A)
ENSG00000040199.13,ENSG00000040199,PHLPP2,protein_coding,ENSG00000040199.13 (PHLPP2)
ENSG00000047578.7,ENSG00000047578,KIAA0556,protein_coding,ENSG00000047578.7 (KIAA0556)
ENSG00000048462.5,ENSG00000048462,TNFRSF17,protein_coding,ENSG00000048462.5 (TNFRSF17)
ENSG00000048471.8,ENSG00000048471,SNX29,protein_coding,ENSG00000048471.8 (SNX29)
ENSG00000050820.12,ENSG00000050820,BCAR1,protein_coding,ENSG00000050820.12 (BCAR1)
ENSG00000051108.10,ENSG00000051108,HERPUD1,protein_coding,ENSG00000051108.10 (HERPUD1)
ENSG00000051523.6,ENSG00000051523,CYBA,protein_coding,ENSG00000051523.6 (CYBA)
ENSG00000058600.11,ENSG00000058600,POLR3E,protein_coding,ENSG00000058600.11 (POLR3E)
ENSG00000059122.12,ENSG00000059122,FLYWCH1,protein_coding,ENSG00000059122.12 (FLYWCH1)
ENSG00000059145.13,ENSG00000059145,UNKL,protein_coding,ENSG00000059145.13 (UNKL)
ENSG00000062038.8,ENSG00000062038,CDH3,protein_coding,ENSG00000062038.8 (CDH3)
ENSG00000063854.7,ENSG00000063854,HAGH,protein_coding,ENSG00000063854.7 (HAGH)
ENSG00000064270.7,ENSG00000064270,ATP2C2,protein_coding,ENSG00000064270.7 (ATP2C2)
ENSG00000065054.8,ENSG00000065054,SLC9A3R2,protein_coding,ENSG00000065054.8 (SLC9A3R2)
ENSG00000065057.2,ENSG00000065057,NTHL1,protein_coding,ENSG00000065057.2 (NTHL1)
ENSG00000065427.10,ENSG00000065427,KARS,protein_coding,ENSG00000065427.10 (KARS)
ENSG00000065457.5,ENSG00000065457,ADAT1,protein_coding,ENSG00000065457.5 (ADAT1)
ENSG00000066654.8,ENSG00000066654,THUMPD1,protein_coding,ENSG00000066654.8 (THUMPD1)
ENSG00000067365.10,ENSG00000067365,METTL22,protein_coding,ENSG00000067365.10 (METTL22)
ENSG00000067836.7,ENSG00000067836,ROGDI,protein_coding,ENSG00000067836.7 (ROGDI)
ENSG00000067955.8,ENSG00000067955,CBFB,protein_coding,ENSG00000067955.8 (CBFB)
ENSG00000069329.10,ENSG00000069329,VPS35,protein_coding,ENSG00000069329.10 (VPS35)
ENSG00000069345.7,ENSG00000069345,DNAJA2,protein_coding,ENSG00000069345.7 (DNAJA2)
ENSG00000070761.3,ENSG00000070761,CFAP20,protein_coding,ENSG00000070761.3 (CFAP20)
ENSG00000070770.3,ENSG00000070770,CSNK2A2,protein_coding,ENSG00000070770.3 (CSNK2A2)
ENSG00000070915.5,ENSG00000070915,SLC12A3,protein_coding,ENSG00000070915.5 (SLC12A3)
ENSG00000072736.13,ENSG00000072736,NFATC3,protein_coding,ENSG00000072736.13 (NFATC3)
ENSG00000072864.8,ENSG00000072864,NDE1,protein_coding,ENSG00000072864.8 (NDE1)
ENSG00000074071.8,ENSG00000074071,MRPS34,protein_coding,ENSG00000074071.8 (MRPS34)
ENSG00000075399.7,ENSG00000075399,VPS9D1,protein_coding,ENSG00000075399.7 (VPS9D1)
ENSG00000076344.11,ENSG00000076344,RGS11,protein_coding,ENSG00000076344.11 (RGS11)
ENSG00000077235.12,ENSG00000077235,GTF3C1,protein_coding,ENSG00000077235.12 (GTF3C1)
ENSG00000077238.8,ENSG00000077238,IL4R,protein_coding,ENSG00000077238.8 (IL4R)
ENSG00000079616.8,ENSG00000079616,KIF22,protein_coding,ENSG00000079616.8 (KIF22)
ENSG00000080603.12,ENSG00000080603,SRCAP,protein_coding,ENSG00000080603.12 (SRCAP)
ENSG00000083093.5,ENSG00000083093,PALB2,protein_coding,ENSG00000083093.5 (PALB2)
ENSG00000083799.12,ENSG00000083799,CYLD,protein_coding,ENSG00000083799.12 (CYLD)
ENSG00000085644.9,ENSG00000085644,ZNF213,protein_coding,ENSG00000085644.9 (ZNF213)
ENSG00000085721.8,ENSG00000085721,RRN3,protein_coding,ENSG00000085721.8 (RRN3)
ENSG00000086504.10,ENSG00000086504,MRPL28,protein_coding,ENSG00000086504.10 (MRPL28)
ENSG00000087237.6,ENSG00000087237,CETP,protein_coding,ENSG00000087237.6 (CETP)
ENSG00000087250.4,ENSG00000087250,MT3,protein_coding,ENSG00000087250.4 (MT3)
ENSG00000087258.9,ENSG00000087258,GNAO1,protein_coding,ENSG00000087258.9 (GNAO1)
ENSG00000087263.11,ENSG00000087263,OGFOD1,protein_coding,ENSG00000087263.11 (OGFOD1)
ENSG00000088682.9,ENSG00000088682,COQ9,protein_coding,ENSG00000088682.9 (COQ9)
ENSG00000089280.13,ENSG00000089280,FUS,protein_coding,ENSG00000089280.13 (FUS)
ENSG00000089486.10,ENSG00000089486,CDIP1,protein_coding,ENSG00000089486.10 (CDIP1)
ENSG00000089505.12,ENSG00000089505,CMTM1,protein_coding,ENSG00000089505.12 (CMTM1)
ENSG00000090238.7,ENSG00000090238,YPEL3,protein_coding,ENSG00000090238.7 (YPEL3)
ENSG00000090447.7,ENSG00000090447,TFAP4,protein_coding,ENSG00000090447.7 (TFAP4)
ENSG00000090565.10,ENSG00000090565,RAB11FIP3,protein_coding,ENSG00000090565.10 (RAB11FIP3)
ENSG00000090581.5,ENSG00000090581,GNPTG,protein_coding,ENSG00000090581.5 (GNPTG)
ENSG00000090857.8,ENSG00000090857,PDPR,protein_coding,ENSG00000090857.8 (PDPR)
ENSG00000090861.9,ENSG00000090861,AARS,protein_coding,ENSG00000090861.9 (AARS)
ENSG00000090863.7,ENSG00000090863,GLG1,protein_coding,ENSG00000090863.7 (GLG1)
ENSG00000090905.13,ENSG00000090905,TNRC6A,protein_coding,ENSG00000090905.13 (TNRC6A)
ENSG00000091262.9,ENSG00000091262,ABCC6,protein_coding,ENSG00000091262.9 (ABCC6)
ENSG00000091651.4,ENSG00000091651,ORC6,protein_coding,ENSG00000091651.4 (ORC6)
ENSG00000095906.11,ENSG00000095906,NUBP2,protein_coding,ENSG00000095906.11 (NUBP2)
ENSG00000099364.12,ENSG00000099364,FBXL19,protein_coding,ENSG00000099364.12 (FBXL19)
ENSG00000099365.5,ENSG00000099365,STX1B,protein_coding,ENSG00000099365.5 (STX1B)
ENSG00000099377.9,ENSG00000099377,HSD3B7,protein_coding,ENSG00000099377.9 (HSD3B7)
ENSG00000099381.12,ENSG00000099381,SETD1A,protein_coding,ENSG00000099381.12 (SETD1A)
ENSG00000099385.7,ENSG00000099385,BCL7C,protein_coding,ENSG00000099385.7 (BCL7C)
ENSG00000099769.5,ENSG00000099769,IGFALS,protein_coding,ENSG00000099769.5 (IGFALS)
ENSG00000100726.9,ENSG00000100726,TELO2,protein_coding,ENSG00000100726.9 (TELO2)
ENSG00000102858.7,ENSG00000102858,MGRN1,protein_coding,ENSG00000102858.7 (MGRN1)
ENSG00000102870.4,ENSG00000102870,ZNF629,protein_coding,ENSG00000102870.4 (ZNF629)
ENSG00000102871.11,ENSG00000102871,TRADD,protein_coding,ENSG00000102871.11 (TRADD)
ENSG00000102878.9,ENSG00000102878,HSF4,protein_coding,ENSG00000102878.9 (HSF4)
ENSG00000102879.11,ENSG00000102879,CORO1A,protein_coding,ENSG00000102879.11 (CORO1A)
ENSG00000102882.7,ENSG00000102882,MAPK3,protein_coding,ENSG00000102882.7 (MAPK3)
ENSG00000102886.10,ENSG00000102886,GDPD3,protein_coding,ENSG00000102886.10 (GDPD3)
ENSG00000102890.10,ENSG00000102890,ELMO3,protein_coding,ENSG00000102890.10 (ELMO3)
ENSG00000102893.11,ENSG00000102893,PHKB,protein_coding,ENSG00000102893.11 (PHKB)
ENSG00000102897.5,ENSG00000102897,LYRM1,protein_coding,ENSG00000102897.5 (LYRM1)
ENSG00000102898.5,ENSG00000102898,NUTF2,protein_coding,ENSG00000102898.5 (NUTF2)
ENSG00000102900.7,ENSG00000102900,NUP93,protein_coding,ENSG00000102900.7 (NUP93)
ENSG00000102901.8,ENSG00000102901,CENPT,protein_coding,ENSG00000102901.8 (CENPT)
ENSG00000102904.10,ENSG00000102904,TSNAXIP1,protein_coding,ENSG00000102904.10 (TSNAXIP1)
ENSG00000102908.15,ENSG00000102908,NFAT5,protein_coding,ENSG00000102908.15 (NFAT5)
ENSG00000102910.7,ENSG00000102910,LONP2,protein_coding,ENSG00000102910.7 (LONP2)
ENSG00000102921.3,ENSG00000102921,N4BP1,protein_coding,ENSG00000102921.3 (N4BP1)
ENSG00000102931.3,ENSG00000102931,ARL2BP,protein_coding,ENSG00000102931.3 (ARL2BP)
ENSG00000102934.5,ENSG00000102934,PLLP,protein_coding,ENSG00000102934.5 (PLLP)
ENSG00000102935.7,ENSG00000102935,ZNF423,protein_coding,ENSG00000102935.7 (ZNF423)
ENSG00000102962.4,ENSG00000102962,CCL22,protein_coding,ENSG00000102962.4 (CCL22)
ENSG00000102967.6,ENSG00000102967,DHODH,protein_coding,ENSG00000102967.6 (DHODH)
ENSG00000102970.6,ENSG00000102970,CCL17,protein_coding,ENSG00000102970.6 (CCL17)
ENSG00000102974.10,ENSG00000102974,CTCF,protein_coding,ENSG00000102974.10 (CTCF)
ENSG00000102977.8,ENSG00000102977,ACD,protein_coding,ENSG00000102977.8 (ACD)
ENSG00000102978.8,ENSG00000102978,POLR2C,protein_coding,ENSG00000102978.8 (POLR2C)
ENSG00000102981.4,ENSG00000102981,PARD6A,protein_coding,ENSG00000102981.4 (PARD6A)
ENSG00000102984.9,ENSG00000102984,ZNF821,protein_coding,ENSG00000102984.9 (ZNF821)
ENSG00000102996.4,ENSG00000102996,MMP15,protein_coding,ENSG00000102996.4 (MMP15)
ENSG00000103005.5,ENSG00000103005,USB1,protein_coding,ENSG00000103005.5 (USB1)
ENSG00000103018.11,ENSG00000103018,CYB5B,protein_coding,ENSG00000103018.11 (CYB5B)
ENSG00000103021.5,ENSG00000103021,CCDC113,protein_coding,ENSG00000103021.5 (CCDC113)
ENSG00000103023.7,ENSG00000103023,PRSS54,protein_coding,ENSG00000103023.7 (PRSS54)
ENSG00000103024.3,ENSG00000103024,NME3,protein_coding,ENSG00000103024.3 (NME3)
ENSG00000103034.10,ENSG00000103034,NDRG4,protein_coding,ENSG00000103034.10 (NDRG4)
ENSG00000103035.5,ENSG00000103035,PSMD7,protein_coding,ENSG00000103035.5 (PSMD7)
ENSG00000103037.6,ENSG00000103037,SETD6,protein_coding,ENSG00000103037.6 (SETD6)
ENSG00000103042.4,ENSG00000103042,SLC38A7,protein_coding,ENSG00000103042.4 (SLC38A7)
ENSG00000103043.10,ENSG00000103043,VAC14,protein_coding,ENSG00000103043.10 (VAC14)
ENSG00000103044.6,ENSG00000103044,HAS3,protein_coding,ENSG00000103044.6 (HAS3)
ENSG00000103047.2,ENSG00000103047,TANGO6,protein_coding,ENSG00000103047.2 (TANGO6)
ENSG00000103051.13,ENSG00000103051,COG4,protein_coding,ENSG00000103051.13 (COG4)
