ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000003987.9,ENSG00000003987,MTMR7,protein_coding,ENSG00000003987.9 (MTMR7)
ENSG00000003989.12,ENSG00000003989,SLC7A2,protein_coding,ENSG00000003989.12 (SLC7A2)
ENSG00000008513.10,ENSG00000008513,ST3GAL1,protein_coding,ENSG00000008513.10 (ST3GAL1)
ENSG00000008853.12,ENSG00000008853,RHOBTB2,protein_coding,ENSG00000008853.12 (RHOBTB2)
ENSG00000008988.5,ENSG00000008988,RPS20,protein_coding,ENSG00000008988.5 (RPS20)
ENSG00000012232.4,ENSG00000012232,EXTL3,protein_coding,ENSG00000012232.4 (EXTL3)
ENSG00000014164.5,ENSG00000014164,ZC3H3,protein_coding,ENSG00000014164.5 (ZC3H3)
ENSG00000015592.12,ENSG00000015592,STMN4,protein_coding,ENSG00000015592.12 (STMN4)
ENSG00000020181.11,ENSG00000020181,GPR124,protein_coding,ENSG00000020181.11 (GPR124)
ENSG00000022567.5,ENSG00000022567,SLC45A4,protein_coding,ENSG00000022567.5 (SLC45A4)
ENSG00000023287.8,ENSG00000023287,RB1CC1,protein_coding,ENSG00000023287.8 (RB1CC1)
ENSG00000029534.14,ENSG00000029534,ANK1,protein_coding,ENSG00000029534.14 (ANK1)
ENSG00000034677.7,ENSG00000034677,RNF19A,protein_coding,ENSG00000034677.7 (RNF19A)
ENSG00000035681.3,ENSG00000035681,NSMAF,protein_coding,ENSG00000035681.3 (NSMAF)
ENSG00000036448.5,ENSG00000036448,MYOM2,protein_coding,ENSG00000036448.5 (MYOM2)
ENSG00000040341.13,ENSG00000040341,STAU2,protein_coding,ENSG00000040341.13 (STAU2)
ENSG00000042832.6,ENSG00000042832,TG,protein_coding,ENSG00000042832.6 (TG)
ENSG00000042980.8,ENSG00000042980,ADAM28,protein_coding,ENSG00000042980.8 (ADAM28)
ENSG00000047249.11,ENSG00000047249,ATP6V1H,protein_coding,ENSG00000047249.11 (ATP6V1H)
ENSG00000048392.6,ENSG00000048392,RRM2B,protein_coding,ENSG00000048392.6 (RRM2B)
ENSG00000061337.10,ENSG00000061337,LZTS1,protein_coding,ENSG00000061337.10 (LZTS1)
ENSG00000064313.7,ENSG00000064313,TAF2,protein_coding,ENSG00000064313.7 (TAF2)
ENSG00000066777.3,ENSG00000066777,ARFGEF1,protein_coding,ENSG00000066777.3 (ARFGEF1)
ENSG00000066827.10,ENSG00000066827,ZFAT,protein_coding,ENSG00000066827.10 (ZFAT)
ENSG00000066855.10,ENSG00000066855,MTFR1,protein_coding,ENSG00000066855.10 (MTFR1)
ENSG00000067167.3,ENSG00000067167,TRAM1,protein_coding,ENSG00000067167.3 (TRAM1)
ENSG00000070501.6,ENSG00000070501,POLB,protein_coding,ENSG00000070501.6 (POLB)
ENSG00000070718.7,ENSG00000070718,AP3M2,protein_coding,ENSG00000070718.7 (AP3M2)
ENSG00000070756.8,ENSG00000070756,PABPC1,protein_coding,ENSG00000070756.8 (PABPC1)
ENSG00000071894.9,ENSG00000071894,CPSF1,protein_coding,ENSG00000071894.9 (CPSF1)
ENSG00000076554.9,ENSG00000076554,TPD52,protein_coding,ENSG00000076554.9 (TPD52)
ENSG00000076641.3,ENSG00000076641,PAG1,protein_coding,ENSG00000076641.3 (PAG1)
ENSG00000077782.14,ENSG00000077782,FGFR1,protein_coding,ENSG00000077782.14 (FGFR1)
ENSG00000078668.8,ENSG00000078668,VDAC3,protein_coding,ENSG00000078668.8 (VDAC3)
ENSG00000078674.11,ENSG00000078674,PCM1,protein_coding,ENSG00000078674.11 (PCM1)
ENSG00000079112.5,ENSG00000079112,CDH17,protein_coding,ENSG00000079112.5 (CDH17)
ENSG00000079459.7,ENSG00000079459,FDFT1,protein_coding,ENSG00000079459.7 (FDFT1)
ENSG00000083168.5,ENSG00000083168,KAT6A,protein_coding,ENSG00000083168.5 (KAT6A)
ENSG00000085719.7,ENSG00000085719,CPNE3,protein_coding,ENSG00000085719.7 (CPNE3)
ENSG00000085788.8,ENSG00000085788,DDHD2,protein_coding,ENSG00000085788.8 (DDHD2)
ENSG00000091656.10,ENSG00000091656,ZFHX4,protein_coding,ENSG00000091656.10 (ZFHX4)
ENSG00000091879.9,ENSG00000091879,ANGPT2,protein_coding,ENSG00000091879.9 (ANGPT2)
ENSG00000092964.10,ENSG00000092964,DPYSL2,protein_coding,ENSG00000092964.10 (DPYSL2)
ENSG00000104205.7,ENSG00000104205,SGK3,protein_coding,ENSG00000104205.7 (SGK3)
ENSG00000104213.7,ENSG00000104213,PDGFRL,protein_coding,ENSG00000104213.7 (PDGFRL)
ENSG00000104218.8,ENSG00000104218,CSPP1,protein_coding,ENSG00000104218.8 (CSPP1)
ENSG00000104219.8,ENSG00000104219,ZDHHC2,protein_coding,ENSG00000104219.8 (ZDHHC2)
ENSG00000104221.7,ENSG00000104221,BRF2,protein_coding,ENSG00000104221.7 (BRF2)
