ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000006432.10,ENSG00000006432,MAP3K9,protein_coding,ENSG00000006432.10 (MAP3K9)
ENSG00000009830.6,ENSG00000009830,POMT2,protein_coding,ENSG00000009830.6 (POMT2)
ENSG00000011114.10,ENSG00000011114,BTBD7,protein_coding,ENSG00000011114.10 (BTBD7)
ENSG00000012963.8,ENSG00000012963,UBR7,protein_coding,ENSG00000012963.8 (UBR7)
ENSG00000012983.6,ENSG00000012983,MAP4K5,protein_coding,ENSG00000012983.6 (MAP4K5)
ENSG00000013523.5,ENSG00000013523,ANGEL1,protein_coding,ENSG00000013523.5 (ANGEL1)
ENSG00000015133.13,ENSG00000015133,CCDC88C,protein_coding,ENSG00000015133.13 (CCDC88C)
ENSG00000020426.6,ENSG00000020426,MNAT1,protein_coding,ENSG00000020426.6 (MNAT1)
ENSG00000020577.9,ENSG00000020577,SAMD4A,protein_coding,ENSG00000020577.9 (SAMD4A)
ENSG00000021645.12,ENSG00000021645,NRXN3,protein_coding,ENSG00000021645.12 (NRXN3)
ENSG00000022976.10,ENSG00000022976,ZNF839,protein_coding,ENSG00000022976.10 (ZNF839)
ENSG00000023608.4,ENSG00000023608,SNAPC1,protein_coding,ENSG00000023608.4 (SNAPC1)
ENSG00000027075.9,ENSG00000027075,PRKCH,protein_coding,ENSG00000027075.9 (PRKCH)
ENSG00000029364.7,ENSG00000029364,SLC39A9,protein_coding,ENSG00000029364.7 (SLC39A9)
ENSG00000032219.14,ENSG00000032219,ARID4A,protein_coding,ENSG00000032219.14 (ARID4A)
ENSG00000033170.12,ENSG00000033170,FUT8,protein_coding,ENSG00000033170.12 (FUT8)
ENSG00000042088.9,ENSG00000042088,TDP1,protein_coding,ENSG00000042088.9 (TDP1)
ENSG00000042317.12,ENSG00000042317,SPATA7,protein_coding,ENSG00000042317.12 (SPATA7)
ENSG00000050130.12,ENSG00000050130,JKAMP,protein_coding,ENSG00000050130.12 (JKAMP)
ENSG00000053254.11,ENSG00000053254,FOXN3,protein_coding,ENSG00000053254.11 (FOXN3)
ENSG00000053770.7,ENSG00000053770,AP5M1,protein_coding,ENSG00000053770.7 (AP5M1)
ENSG00000054654.10,ENSG00000054654,SYNE2,protein_coding,ENSG00000054654.10 (SYNE2)
ENSG00000054690.9,ENSG00000054690,PLEKHH1,protein_coding,ENSG00000054690.9 (PLEKHH1)
ENSG00000054983.11,ENSG00000054983,GALC,protein_coding,ENSG00000054983.11 (GALC)
ENSG00000063761.11,ENSG00000063761,ADCK1,protein_coding,ENSG00000063761.11 (ADCK1)
ENSG00000066427.15,ENSG00000066427,ATXN3,protein_coding,ENSG00000066427.15 (ATXN3)
ENSG00000066455.7,ENSG00000066455,GOLGA5,protein_coding,ENSG00000066455.7 (GOLGA5)
ENSG00000066629.11,ENSG00000066629,EML1,protein_coding,ENSG00000066629.11 (EML1)
ENSG00000066739.7,ENSG00000066739,ATG2B,protein_coding,ENSG00000066739.7 (ATG2B)
ENSG00000070182.12,ENSG00000070182,SPTB,protein_coding,ENSG00000070182.12 (SPTB)
ENSG00000070269.9,ENSG00000070269,TMEM260,protein_coding,ENSG00000070269.9 (TMEM260)
ENSG00000070367.11,ENSG00000070367,EXOC5,protein_coding,ENSG00000070367.11 (EXOC5)
ENSG00000070778.8,ENSG00000070778,PTPN21,protein_coding,ENSG00000070778.8 (PTPN21)
ENSG00000071246.5,ENSG00000071246,VASH1,protein_coding,ENSG00000071246.5 (VASH1)
ENSG00000071537.8,ENSG00000071537,SEL1L,protein_coding,ENSG00000071537.8 (SEL1L)
ENSG00000072042.8,ENSG00000072042,RDH11,protein_coding,ENSG00000072042.8 (RDH11)
ENSG00000072110.9,ENSG00000072110,ACTN1,protein_coding,ENSG00000072110.9 (ACTN1)
ENSG00000072121.10,ENSG00000072121,ZFYVE26,protein_coding,ENSG00000072121.10 (ZFYVE26)
