ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000005810.12,ENSG00000005810,MYCBP2,protein_coding,ENSG00000005810.12 (MYCBP2)
ENSG00000005812.6,ENSG00000005812,FBXL3,protein_coding,ENSG00000005812.6 (FBXL3)
ENSG00000023516.7,ENSG00000023516,AKAP11,protein_coding,ENSG00000023516.7 (AKAP11)
ENSG00000027001.7,ENSG00000027001,MIPEP,protein_coding,ENSG00000027001.7 (MIPEP)
ENSG00000032742.12,ENSG00000032742,IFT88,protein_coding,ENSG00000032742.12 (IFT88)
ENSG00000041515.9,ENSG00000041515,MYO16,protein_coding,ENSG00000041515.9 (MYO16)
ENSG00000065150.12,ENSG00000065150,IPO5,protein_coding,ENSG00000065150.12 (IPO5)
ENSG00000068650.12,ENSG00000068650,ATP11A,protein_coding,ENSG00000068650.12 (ATP11A)
ENSG00000073910.13,ENSG00000073910,FRY,protein_coding,ENSG00000073910.13 (FRY)
ENSG00000080618.8,ENSG00000080618,CPB2,protein_coding,ENSG00000080618.8 (CPB2)
ENSG00000083520.10,ENSG00000083520,DIS3,protein_coding,ENSG00000083520.10 (DIS3)
ENSG00000083535.10,ENSG00000083535,PIBF1,protein_coding,ENSG00000083535.10 (PIBF1)
ENSG00000083544.8,ENSG00000083544,TDRD3,protein_coding,ENSG00000083544.8 (TDRD3)
ENSG00000083635.7,ENSG00000083635,NUFIP1,protein_coding,ENSG00000083635.7 (NUFIP1)
ENSG00000083642.13,ENSG00000083642,PDS5B,protein_coding,ENSG00000083642.13 (PDS5B)
ENSG00000088387.12,ENSG00000088387,DOCK9,protein_coding,ENSG00000088387.12 (DOCK9)
ENSG00000088448.9,ENSG00000088448,ANKRD10,protein_coding,ENSG00000088448.9 (ANKRD10)
ENSG00000088451.6,ENSG00000088451,TGDS,protein_coding,ENSG00000088451.6 (TGDS)
ENSG00000102445.13,ENSG00000102445,KIAA0226L,protein_coding,ENSG00000102445.13 (KIAA0226L)
ENSG00000102471.9,ENSG00000102471,NDFIP2,protein_coding,ENSG00000102471.9 (NDFIP2)
ENSG00000102524.6,ENSG00000102524,TNFSF13B,protein_coding,ENSG00000102524.6 (TNFSF13B)
ENSG00000102531.10,ENSG00000102531,FNDC3A,protein_coding,ENSG00000102531.10 (FNDC3A)
ENSG00000102543.10,ENSG00000102543,CDADC1,protein_coding,ENSG00000102543.10 (CDADC1)
ENSG00000102547.13,ENSG00000102547,CAB39L,protein_coding,ENSG00000102547.13 (CAB39L)
ENSG00000102554.7,ENSG00000102554,KLF5,protein_coding,ENSG00000102554.7 (KLF5)
ENSG00000102572.9,ENSG00000102572,STK24,protein_coding,ENSG00000102572.9 (STK24)
ENSG00000102580.9,ENSG00000102580,DNAJC3,protein_coding,ENSG00000102580.9 (DNAJC3)
ENSG00000102595.12,ENSG00000102595,UGGT2,protein_coding,ENSG00000102595.12 (UGGT2)
ENSG00000102606.11,ENSG00000102606,ARHGEF7,protein_coding,ENSG00000102606.11 (ARHGEF7)
ENSG00000102678.6,ENSG00000102678,FGF9,protein_coding,ENSG00000102678.6 (FGF9)
ENSG00000102699.5,ENSG00000102699,PARP4,protein_coding,ENSG00000102699.5 (PARP4)
ENSG00000102710.13,ENSG00000102710,SUPT20H,protein_coding,ENSG00000102710.13 (SUPT20H)
ENSG00000102738.6,ENSG00000102738,MRPS31,protein_coding,ENSG00000102738.6 (MRPS31)
ENSG00000102743.8,ENSG00000102743,SLC25A15,protein_coding,ENSG00000102743.8 (SLC25A15)
ENSG00000102753.5,ENSG00000102753,KPNA3,protein_coding,ENSG00000102753.5 (KPNA3)
ENSG00000102755.5,ENSG00000102755,FLT1,protein_coding,ENSG00000102755.5 (FLT1)
ENSG00000102760.12,ENSG00000102760,RGCC,protein_coding,ENSG00000102760.12 (RGCC)
ENSG00000102763.9,ENSG00000102763,VWA8,protein_coding,ENSG00000102763.9 (VWA8)
ENSG00000102780.11,ENSG00000102780,DGKH,protein_coding,ENSG00000102780.11 (DGKH)
ENSG00000102781.9,ENSG00000102781,KATNAL1,protein_coding,ENSG00000102781.9 (KATNAL1)
ENSG00000102786.9,ENSG00000102786,INTS6,protein_coding,ENSG00000102786.9 (INTS6)
ENSG00000102796.6,ENSG00000102796,DHRS12,protein_coding,ENSG00000102796.6 (DHRS12)
ENSG00000102804.9,ENSG00000102804,TSC22D1,protein_coding,ENSG00000102804.9 (TSC22D1)
ENSG00000102805.8,ENSG00000102805,CLN5,protein_coding,ENSG00000102805.8 (CLN5)
ENSG00000118903.5,ENSG00000118903,BTF3P11,processed_pseudogene,ENSG00000118903.5 (BTF3P11)
ENSG00000118922.11,ENSG00000118922,KLF12,protein_coding,ENSG00000118922.11 (KLF12)
ENSG00000118939.10,ENSG00000118939,UCHL3,protein_coding,ENSG00000118939.10 (UCHL3)
ENSG00000120658.8,ENSG00000120658,ENOX1,protein_coding,ENSG00000120658.8 (ENOX1)
ENSG00000120659.10,ENSG00000120659,TNFSF11,protein_coding,ENSG00000120659.10 (TNFSF11)
ENSG00000120662.10,ENSG00000120662,MTRF1,protein_coding,ENSG00000120662.10 (MTRF1)
ENSG00000120675.4,ENSG00000120675,DNAJC15,protein_coding,ENSG00000120675.4 (DNAJC15)
ENSG00000120685.13,ENSG00000120685,PROSER1,protein_coding,ENSG00000120685.13 (PROSER1)
ENSG00000120686.7,ENSG00000120686,UFM1,protein_coding,ENSG00000120686.7 (UFM1)
ENSG00000120688.7,ENSG00000120688,WBP4,protein_coding,ENSG00000120688.7 (WBP4)
ENSG00000120690.8,ENSG00000120690,ELF1,protein_coding,ENSG00000120690.8 (ELF1)
ENSG00000120693.9,ENSG00000120693,SMAD9,protein_coding,ENSG00000120693.9 (SMAD9)
ENSG00000120694.13,ENSG00000120694,HSPH1,protein_coding,ENSG00000120694.13 (HSPH1)
ENSG00000120696.7,ENSG00000120696,KBTBD7,protein_coding,ENSG00000120696.7 (KBTBD7)
ENSG00000120697.4,ENSG00000120697,ALG5,protein_coding,ENSG00000120697.4 (ALG5)
ENSG00000120699.6,ENSG00000120699,EXOSC8,protein_coding,ENSG00000120699.6 (EXOSC8)
ENSG00000121390.12,ENSG00000121390,PSPC1,protein_coding,ENSG00000121390.12 (PSPC1)
ENSG00000121741.10,ENSG00000121741,ZMYM2,protein_coding,ENSG00000121741.10 (ZMYM2)
ENSG00000121742.11,ENSG00000121742,GJB6,protein_coding,ENSG00000121742.11 (GJB6)
ENSG00000121743.3,ENSG00000121743,GJA3,protein_coding,ENSG00000121743.3 (GJA3)
ENSG00000122025.10,ENSG00000122025,FLT3,protein_coding,ENSG00000122025.10 (FLT3)
ENSG00000122026.6,ENSG00000122026,RPL21,protein_coding,ENSG00000122026.6 (RPL21)
ENSG00000122033.9,ENSG00000122033,MTIF3,protein_coding,ENSG00000122033.9 (MTIF3)
ENSG00000122034.8,ENSG00000122034,GTF3A,protein_coding,ENSG00000122034.8 (GTF3A)
ENSG00000122035.6,ENSG00000122035,RASL11A,protein_coding,ENSG00000122035.6 (RASL11A)
ENSG00000122042.9,ENSG00000122042,UBL3,protein_coding,ENSG00000122042.9 (UBL3)
ENSG00000123178.9,ENSG00000123178,SPRYD7,protein_coding,ENSG00000123178.9 (SPRYD7)
ENSG00000123179.8,ENSG00000123179,EBPL,protein_coding,ENSG00000123179.8 (EBPL)
ENSG00000123191.9,ENSG00000123191,ATP7B,protein_coding,ENSG00000123191.9 (ATP7B)
ENSG00000123200.11,ENSG00000123200,ZC3H13,protein_coding,ENSG00000123200.11 (ZC3H13)
ENSG00000125245.8,ENSG00000125245,GPR18,protein_coding,ENSG00000125245.8 (GPR18)
ENSG00000125246.10,ENSG00000125246,CLYBL,protein_coding,ENSG00000125246.10 (CLYBL)
ENSG00000125247.11,ENSG00000125247,TMTC4,protein_coding,ENSG00000125247.11 (TMTC4)
ENSG00000125249.5,ENSG00000125249,RAP2A,protein_coding,ENSG00000125249.5 (RAP2A)
ENSG00000125255.5,ENSG00000125255,SLC10A2,protein_coding,ENSG00000125255.5 (SLC10A2)
ENSG00000125257.9,ENSG00000125257,ABCC4,protein_coding,ENSG00000125257.9 (ABCC4)
ENSG00000125266.5,ENSG00000125266,EFNB2,protein_coding,ENSG00000125266.5 (EFNB2)
ENSG00000125304.6,ENSG00000125304,TM9SF2,protein_coding,ENSG00000125304.6 (TM9SF2)
ENSG00000126216.8,ENSG00000126216,TUBGCP3,protein_coding,ENSG00000126216.8 (TUBGCP3)
ENSG00000126217.15,ENSG00000126217,MCF2L,protein_coding,ENSG00000126217.15 (MCF2L)
ENSG00000126226.14,ENSG00000126226,PCID2,protein_coding,ENSG00000126226.14 (PCID2)
ENSG00000126231.8,ENSG00000126231,PROZ,protein_coding,ENSG00000126231.8 (PROZ)
ENSG00000127863.11,ENSG00000127863,TNFRSF19,protein_coding,ENSG00000127863.11 (TNFRSF19)
ENSG00000127870.12,ENSG00000127870,RNF6,protein_coding,ENSG00000127870.12 (RNF6)
ENSG00000130177.10,ENSG00000130177,CDC16,protein_coding,ENSG00000130177.10 (CDC16)
ENSG00000132932.10,ENSG00000132932,ATP8A2,protein_coding,ENSG00000132932.10 (ATP8A2)
ENSG00000132938.13,ENSG00000132938,MTUS2,protein_coding,ENSG00000132938.13 (MTUS2)
ENSG00000132950.14,ENSG00000132950,ZMYM5,protein_coding,ENSG00000132950.14 (ZMYM5)
ENSG00000132952.7,ENSG00000132952,USPL1,protein_coding,ENSG00000132952.7 (USPL1)
ENSG00000132953.11,ENSG00000132953,XPO4,protein_coding,ENSG00000132953.11 (XPO4)
ENSG00000132958.12,ENSG00000132958,TPTE2,protein_coding,ENSG00000132958.12 (TPTE2)
ENSG00000132963.7,ENSG00000132963,POMP,protein_coding,ENSG00000132963.7 (POMP)
ENSG00000132964.6,ENSG00000132964,CDK8,protein_coding,ENSG00000132964.6 (CDK8)
ENSG00000132965.5,ENSG00000132965,ALOX5AP,protein_coding,ENSG00000132965.5 (ALOX5AP)
ENSG00000132970.8,ENSG00000132970,WASF3,protein_coding,ENSG00000132970.8 (WASF3)
ENSG00000133101.4,ENSG00000133101,CCNA1,protein_coding,ENSG00000133101.4 (CCNA1)
ENSG00000133103.10,ENSG00000133103,COG6,protein_coding,ENSG00000133103.10 (COG6)
ENSG00000133104.7,ENSG00000133104,SPG20,protein_coding,ENSG00000133104.7 (SPG20)
ENSG00000133106.10,ENSG00000133106,EPSTI1,protein_coding,ENSG00000133106.10 (EPSTI1)
ENSG00000133111.3,ENSG00000133111,RFXAP,protein_coding,ENSG00000133111.3 (RFXAP)
ENSG00000133112.12,ENSG00000133112,TPT1,protein_coding,ENSG00000133112.12 (TPT1)
ENSG00000133114.12,ENSG00000133114,GPALPP1,protein_coding,ENSG00000133114.12 (GPALPP1)
ENSG00000133116.6,ENSG00000133116,KL,protein_coding,ENSG00000133116.6 (KL)
ENSG00000133119.8,ENSG00000133119,RFC3,protein_coding,ENSG00000133119.8 (RFC3)
