ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000003393.10,ENSG00000003393,ALS2,protein_coding,ENSG00000003393.10 (ALS2)
ENSG00000003400.10,ENSG00000003400,CASP10,protein_coding,ENSG00000003400.10 (CASP10)
ENSG00000003402.12,ENSG00000003402,CFLAR,protein_coding,ENSG00000003402.12 (CFLAR)
ENSG00000003436.10,ENSG00000003436,TFPI,protein_coding,ENSG00000003436.10 (TFPI)
ENSG00000003509.11,ENSG00000003509,NDUFAF7,protein_coding,ENSG00000003509.11 (NDUFAF7)
ENSG00000005436.9,ENSG00000005436,GCFC2,protein_coding,ENSG00000005436.9 (GCFC2)
ENSG00000005448.12,ENSG00000005448,WDR54,protein_coding,ENSG00000005448.12 (WDR54)
ENSG00000006607.8,ENSG00000006607,FARP2,protein_coding,ENSG00000006607.8 (FARP2)
ENSG00000008869.6,ENSG00000008869,HEATR5B,protein_coding,ENSG00000008869.6 (HEATR5B)
ENSG00000011523.8,ENSG00000011523,CEP68,protein_coding,ENSG00000011523.8 (CEP68)
ENSG00000011566.8,ENSG00000011566,MAP4K3,protein_coding,ENSG00000011566.8 (MAP4K3)
ENSG00000013016.10,ENSG00000013016,EHD3,protein_coding,ENSG00000013016.10 (EHD3)
ENSG00000013441.10,ENSG00000013441,CLK1,protein_coding,ENSG00000013441.10 (CLK1)
ENSG00000014641.13,ENSG00000014641,MDH1,protein_coding,ENSG00000014641.13 (MDH1)
ENSG00000015568.7,ENSG00000015568,RGPD5,protein_coding,ENSG00000015568.7 (RGPD5)
ENSG00000018280.12,ENSG00000018280,SLC11A1,protein_coding,ENSG00000018280.12 (SLC11A1)
ENSG00000018510.7,ENSG00000018510,AGPS,protein_coding,ENSG00000018510.7 (AGPS)
ENSG00000018607.5,ENSG00000018607,ZNF806,unprocessed_pseudogene,ENSG00000018607.5 (ZNF806)
ENSG00000018699.7,ENSG00000018699,TTC27,protein_coding,ENSG00000018699.7 (TTC27)
