ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000000419.7,ENSG00000000419,DPM1,protein_coding,ENSG00000000419.7 (DPM1)
ENSG00000020256.14,ENSG00000020256,ZFP64,protein_coding,ENSG00000020256.14 (ZFP64)
ENSG00000022277.8,ENSG00000022277,RTFDC1,protein_coding,ENSG00000022277.8 (RTFDC1)
ENSG00000025293.11,ENSG00000025293,PHF20,protein_coding,ENSG00000025293.11 (PHF20)
ENSG00000025772.7,ENSG00000025772,TOMM34,protein_coding,ENSG00000025772.7 (TOMM34)
ENSG00000026036.16,ENSG00000026036,RTEL1-TNFRSF6B,protein_coding,ENSG00000026036.16 (RTEL1-TNFRSF6B)
ENSG00000026559.8,ENSG00000026559,KCNG1,protein_coding,ENSG00000026559.8 (KCNG1)
ENSG00000042062.7,ENSG00000042062,FAM65C,protein_coding,ENSG00000042062.7 (FAM65C)
ENSG00000053438.7,ENSG00000053438,NNAT,protein_coding,ENSG00000053438.7 (NNAT)
ENSG00000054793.9,ENSG00000054793,ATP9A,protein_coding,ENSG00000054793.9 (ATP9A)
ENSG00000060491.10,ENSG00000060491,OGFR,protein_coding,ENSG00000060491.10 (OGFR)
ENSG00000061656.5,ENSG00000061656,SPAG4,protein_coding,ENSG00000061656.5 (SPAG4)
ENSG00000062598.12,ENSG00000062598,ELMO2,protein_coding,ENSG00000062598.12 (ELMO2)
ENSG00000064601.11,ENSG00000064601,CTSA,protein_coding,ENSG00000064601.11 (CTSA)
ENSG00000064655.13,ENSG00000064655,EYA2,protein_coding,ENSG00000064655.13 (EYA2)
ENSG00000064787.7,ENSG00000064787,BCAS1,protein_coding,ENSG00000064787.7 (BCAS1)
ENSG00000075043.12,ENSG00000075043,KCNQ2,protein_coding,ENSG00000075043.12 (KCNQ2)
ENSG00000077984.4,ENSG00000077984,CST7,protein_coding,ENSG00000077984.4 (CST7)
ENSG00000078699.15,ENSG00000078699,CBFA2T2,protein_coding,ENSG00000078699.15 (CBFA2T2)
ENSG00000078747.7,ENSG00000078747,ITCH,protein_coding,ENSG00000078747.7 (ITCH)
ENSG00000078804.8,ENSG00000078804,TP53INP2,protein_coding,ENSG00000078804.8 (TP53INP2)
ENSG00000078814.11,ENSG00000078814,MYH7B,protein_coding,ENSG00000078814.11 (MYH7B)
ENSG00000080189.9,ENSG00000080189,SLC35C2,protein_coding,ENSG00000080189.9 (SLC35C2)
ENSG00000080839.7,ENSG00000080839,RBL1,protein_coding,ENSG00000080839.7 (RBL1)
ENSG00000080845.12,ENSG00000080845,DLGAP4,protein_coding,ENSG00000080845.12 (DLGAP4)
ENSG00000087460.15,ENSG00000087460,GNAS,protein_coding,ENSG00000087460.15 (GNAS)
ENSG00000087495.12,ENSG00000087495,PHACTR3,protein_coding,ENSG00000087495.12 (PHACTR3)
ENSG00000087586.13,ENSG00000087586,AURKA,protein_coding,ENSG00000087586.13 (AURKA)
ENSG00000087589.12,ENSG00000087589,CASS4,protein_coding,ENSG00000087589.12 (CASS4)
ENSG00000088298.7,ENSG00000088298,EDEM2,protein_coding,ENSG00000088298.7 (EDEM2)
ENSG00000088305.12,ENSG00000088305,DNMT3B,protein_coding,ENSG00000088305.12 (DNMT3B)
ENSG00000088325.11,ENSG00000088325,TPX2,protein_coding,ENSG00000088325.11 (TPX2)
ENSG00000088340.10,ENSG00000088340,FER1L4,unitary_pseudogene,ENSG00000088340.10 (FER1L4)
ENSG00000088356.4,ENSG00000088356,PDRG1,protein_coding,ENSG00000088356.4 (PDRG1)
ENSG00000088367.14,ENSG00000088367,EPB41L1,protein_coding,ENSG00000088367.14 (EPB41L1)
ENSG00000088766.6,ENSG00000088766,CRLS1,protein_coding,ENSG00000088766.6 (CRLS1)
ENSG00000088812.12,ENSG00000088812,ATRN,protein_coding,ENSG00000088812.12 (ATRN)
ENSG00000088826.12,ENSG00000088826,SMOX,protein_coding,ENSG00000088826.12 (SMOX)
ENSG00000088832.10,ENSG00000088832,FKBP1A,protein_coding,ENSG00000088832.10 (FKBP1A)
