ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000002834.11,ENSG00000002834,LASP1,protein_coding,ENSG00000002834.11 (LASP1)
ENSG00000002919.9,ENSG00000002919,SNX11,protein_coding,ENSG00000002919.9 (SNX11)
ENSG00000004139.8,ENSG00000004139,SARM1,protein_coding,ENSG00000004139.8 (SARM1)
ENSG00000004142.6,ENSG00000004142,POLDIP2,protein_coding,ENSG00000004142.6 (POLDIP2)
ENSG00000004660.10,ENSG00000004660,CAMKK1,protein_coding,ENSG00000004660.10 (CAMKK1)
ENSG00000004897.6,ENSG00000004897,CDC27,protein_coding,ENSG00000004897.6 (CDC27)
ENSG00000004975.7,ENSG00000004975,DVL2,protein_coding,ENSG00000004975.7 (DVL2)
ENSG00000005100.8,ENSG00000005100,DHX33,protein_coding,ENSG00000005100.8 (DHX33)
ENSG00000005102.8,ENSG00000005102,MEOX1,protein_coding,ENSG00000005102.8 (MEOX1)
ENSG00000005156.5,ENSG00000005156,LIG3,protein_coding,ENSG00000005156.5 (LIG3)
ENSG00000005243.4,ENSG00000005243,COPZ2,protein_coding,ENSG00000005243.4 (COPZ2)
ENSG00000005379.10,ENSG00000005379,BZRAP1,protein_coding,ENSG00000005379.10 (BZRAP1)
ENSG00000005381.5,ENSG00000005381,MPO,protein_coding,ENSG00000005381.5 (MPO)
ENSG00000005882.6,ENSG00000005882,PDK2,protein_coding,ENSG00000005882.6 (PDK2)
ENSG00000005884.12,ENSG00000005884,ITGA3,protein_coding,ENSG00000005884.12 (ITGA3)
ENSG00000005955.7,ENSG00000005955,NA,NA,ENSG00000005955.7
ENSG00000005961.12,ENSG00000005961,ITGA2B,protein_coding,ENSG00000005961.12 (ITGA2B)
ENSG00000006025.6,ENSG00000006025,OSBPL7,protein_coding,ENSG00000006025.6 (OSBPL7)
ENSG00000006042.5,ENSG00000006042,TMEM98,protein_coding,ENSG00000006042.5 (TMEM98)
ENSG00000006062.8,ENSG00000006062,MAP3K14,protein_coding,ENSG00000006062.8 (MAP3K14)
ENSG00000006075.10,ENSG00000006075,NA,NA,ENSG00000006075.10
ENSG00000006114.10,ENSG00000006114,NA,NA,ENSG00000006114.10
ENSG00000006125.11,ENSG00000006125,AP2B1,protein_coding,ENSG00000006125.11 (AP2B1)
ENSG00000006282.13,ENSG00000006282,SPATA20,protein_coding,ENSG00000006282.13 (SPATA20)
ENSG00000006283.13,ENSG00000006283,CACNA1G,protein_coding,ENSG00000006283.13 (CACNA1G)
ENSG00000006695.5,ENSG00000006695,COX10,protein_coding,ENSG00000006695.5 (COX10)
ENSG00000006740.10,ENSG00000006740,ARHGAP44,protein_coding,ENSG00000006740.10 (ARHGAP44)
ENSG00000006744.10,ENSG00000006744,ELAC2,protein_coding,ENSG00000006744.10 (ELAC2)
ENSG00000007168.6,ENSG00000007168,PAFAH1B1,protein_coding,ENSG00000007168.6 (PAFAH1B1)
ENSG00000007171.11,ENSG00000007171,NOS2,protein_coding,ENSG00000007171.11 (NOS2)
ENSG00000007202.7,ENSG00000007202,KIAA0100,protein_coding,ENSG00000007202.7 (KIAA0100)
ENSG00000007237.10,ENSG00000007237,GAS7,protein_coding,ENSG00000007237.10 (GAS7)
ENSG00000007312.7,ENSG00000007312,CD79B,protein_coding,ENSG00000007312.7 (CD79B)
ENSG00000007314.6,ENSG00000007314,SCN4A,protein_coding,ENSG00000007314.6 (SCN4A)
ENSG00000008283.10,ENSG00000008283,CYB561,protein_coding,ENSG00000008283.10 (CYB561)
ENSG00000008294.14,ENSG00000008294,SPAG9,protein_coding,ENSG00000008294.14 (SPAG9)
ENSG00000008838.11,ENSG00000008838,MED24,protein_coding,ENSG00000008838.11 (MED24)
ENSG00000010244.10,ENSG00000010244,ZNF207,protein_coding,ENSG00000010244.10 (ZNF207)
ENSG00000011028.8,ENSG00000011028,MRC2,protein_coding,ENSG00000011028.8 (MRC2)
ENSG00000011052.16,ENSG00000011052,NME2,protein_coding,ENSG00000011052.16 (NME2)
ENSG00000011143.11,ENSG00000011143,MKS1,protein_coding,ENSG00000011143.11 (MKS1)
ENSG00000011258.10,ENSG00000011258,MBTD1,protein_coding,ENSG00000011258.10 (MBTD1)
ENSG00000011260.7,ENSG00000011260,UTP18,protein_coding,ENSG00000011260.7 (UTP18)
ENSG00000011295.7,ENSG00000011295,TTC19,protein_coding,ENSG00000011295.7 (TTC19)
ENSG00000012048.13,ENSG00000012048,BRCA1,protein_coding,ENSG00000012048.13 (BRCA1)
ENSG00000013306.10,ENSG00000013306,SLC25A39,protein_coding,ENSG00000013306.10 (SLC25A39)
ENSG00000015532.5,ENSG00000015532,XYLT2,protein_coding,ENSG00000015532.5 (XYLT2)
ENSG00000017373.10,ENSG00000017373,NA,NA,ENSG00000017373.10
ENSG00000029725.11,ENSG00000029725,RABEP1,protein_coding,ENSG00000029725.11 (RABEP1)
ENSG00000030582.10,ENSG00000030582,GRN,protein_coding,ENSG00000030582.10 (GRN)
ENSG00000033627.9,ENSG00000033627,ATP6V0A1,protein_coding,ENSG00000033627.9 (ATP6V0A1)
ENSG00000034152.13,ENSG00000034152,MAP2K3,protein_coding,ENSG00000034152.13 (MAP2K3)
ENSG00000035862.7,ENSG00000035862,TIMP2,protein_coding,ENSG00000035862.7 (TIMP2)
ENSG00000037042.7,ENSG00000037042,TUBG2,protein_coding,ENSG00000037042.7 (TUBG2)
ENSG00000040531.10,ENSG00000040531,CTNS,protein_coding,ENSG00000040531.10 (CTNS)
ENSG00000040633.7,ENSG00000040633,PHF23,protein_coding,ENSG00000040633.7 (PHF23)
ENSG00000055483.10,ENSG00000055483,USP36,protein_coding,ENSG00000055483.10 (USP36)
ENSG00000056661.8,ENSG00000056661,NA,NA,ENSG00000056661.8
ENSG00000062716.4,ENSG00000062716,VMP1,protein_coding,ENSG00000062716.4 (VMP1)
ENSG00000062725.4,ENSG00000062725,APPBP2,protein_coding,ENSG00000062725.4 (APPBP2)
ENSG00000063015.12,ENSG00000063015,SEZ6,protein_coding,ENSG00000063015.12 (SEZ6)
ENSG00000064300.4,ENSG00000064300,NGFR,protein_coding,ENSG00000064300.4 (NGFR)
ENSG00000065320.4,ENSG00000065320,NTN1,protein_coding,ENSG00000065320.4 (NTN1)
ENSG00000065559.7,ENSG00000065559,MAP2K4,protein_coding,ENSG00000065559.7 (MAP2K4)
ENSG00000067191.10,ENSG00000067191,CACNB1,protein_coding,ENSG00000067191.10 (CACNB1)
ENSG00000067596.4,ENSG00000067596,DHX8,protein_coding,ENSG00000067596.4 (DHX8)
ENSG00000068079.3,ENSG00000068079,IFI35,protein_coding,ENSG00000068079.3 (IFI35)
ENSG00000068097.8,ENSG00000068097,HEATR6,protein_coding,ENSG00000068097.8 (HEATR6)
ENSG00000068120.8,ENSG00000068120,COASY,protein_coding,ENSG00000068120.8 (COASY)
ENSG00000068137.9,ENSG00000068137,PLEKHH3,protein_coding,ENSG00000068137.9 (PLEKHH3)
ENSG00000068489.7,ENSG00000068489,PRR11,protein_coding,ENSG00000068489.7 (PRR11)
ENSG00000069188.11,ENSG00000069188,SDK2,protein_coding,ENSG00000069188.11 (SDK2)
ENSG00000070366.8,ENSG00000070366,SMG6,protein_coding,ENSG00000070366.8 (SMG6)
ENSG00000070444.8,ENSG00000070444,MNT,protein_coding,ENSG00000070444.8 (MNT)
ENSG00000070495.8,ENSG00000070495,JMJD6,protein_coding,ENSG00000070495.8 (JMJD6)
ENSG00000070540.7,ENSG00000070540,WIPI1,protein_coding,ENSG00000070540.7 (WIPI1)
ENSG00000070731.4,ENSG00000070731,ST6GALNAC2,protein_coding,ENSG00000070731.4 (ST6GALNAC2)
ENSG00000072134.10,ENSG00000072134,EPN2,protein_coding,ENSG00000072134.10 (EPN2)
ENSG00000072210.12,ENSG00000072210,ALDH3A2,protein_coding,ENSG00000072210.12 (ALDH3A2)
ENSG00000072310.10,ENSG00000072310,SREBF1,protein_coding,ENSG00000072310.10 (SREBF1)
ENSG00000072778.12,ENSG00000072778,ACADVL,protein_coding,ENSG00000072778.12 (ACADVL)
ENSG00000072818.6,ENSG00000072818,ACAP1,protein_coding,ENSG00000072818.6 (ACAP1)
ENSG00000072849.6,ENSG00000072849,DERL2,protein_coding,ENSG00000072849.6 (DERL2)
ENSG00000073350.8,ENSG00000073350,LLGL2,protein_coding,ENSG00000073350.8 (LLGL2)
ENSG00000073536.11,ENSG00000073536,NLE1,protein_coding,ENSG00000073536.11 (NLE1)
ENSG00000073584.13,ENSG00000073584,SMARCE1,protein_coding,ENSG00000073584.13 (SMARCE1)
ENSG00000073598.3,ENSG00000073598,FNDC8,protein_coding,ENSG00000073598.3 (FNDC8)
ENSG00000073605.12,ENSG00000073605,GSDMB,protein_coding,ENSG00000073605.12 (GSDMB)
ENSG00000073670.7,ENSG00000073670,ADAM11,protein_coding,ENSG00000073670.7 (ADAM11)
ENSG00000073861.1,ENSG00000073861,TBX21,protein_coding,ENSG00000073861.1 (TBX21)
ENSG00000073969.13,ENSG00000073969,NSF,protein_coding,ENSG00000073969.13 (NSF)
ENSG00000074356.11,ENSG00000074356,C17orf85,protein_coding,ENSG00000074356.11 (C17orf85)
ENSG00000074370.13,ENSG00000074370,ATP2A3,protein_coding,ENSG00000074370.13 (ATP2A3)
ENSG00000074660.11,ENSG00000074660,SCARF1,protein_coding,ENSG00000074660.11 (SCARF1)
ENSG00000074755.9,ENSG00000074755,ZZEF1,protein_coding,ENSG00000074755.9 (ZZEF1)
ENSG00000075461.4,ENSG00000075461,CACNG4,protein_coding,ENSG00000075461.4 (CACNG4)
ENSG00000076351.7,ENSG00000076351,SLC46A1,protein_coding,ENSG00000076351.7 (SLC46A1)
ENSG00000076382.8,ENSG00000076382,SPAG5,protein_coding,ENSG00000076382.8 (SPAG5)
ENSG00000076604.8,ENSG00000076604,TRAF4,protein_coding,ENSG00000076604.8 (TRAF4)
ENSG00000078687.11,ENSG00000078687,TNRC6C,protein_coding,ENSG00000078687.11 (TNRC6C)
ENSG00000082641.10,ENSG00000082641,NFE2L1,protein_coding,ENSG00000082641.10 (NFE2L1)
ENSG00000083290.13,ENSG00000083290,ULK2,protein_coding,ENSG00000083290.13 (ULK2)
ENSG00000083454.16,ENSG00000083454,P2RX5,protein_coding,ENSG00000083454.16 (P2RX5)
ENSG00000083457.6,ENSG00000083457,ITGAE,protein_coding,ENSG00000083457.6 (ITGAE)
ENSG00000087095.7,ENSG00000087095,NLK,protein_coding,ENSG00000087095.7 (NLK)
ENSG00000087111.14,ENSG00000087111,PIGS,protein_coding,ENSG00000087111.14 (PIGS)
ENSG00000087152.9,ENSG00000087152,ATXN7L3,protein_coding,ENSG00000087152.9 (ATXN7L3)
ENSG00000087157.11,ENSG00000087157,PGS1,protein_coding,ENSG00000087157.11 (PGS1)
ENSG00000087191.7,ENSG00000087191,PSMC5,protein_coding,ENSG00000087191.7 (PSMC5)
ENSG00000087995.10,ENSG00000087995,METTL2A,protein_coding,ENSG00000087995.10 (METTL2A)
ENSG00000089558.2,ENSG00000089558,KCNH4,protein_coding,ENSG00000089558.2 (KCNH4)
ENSG00000089685.7,ENSG00000089685,BIRC5,protein_coding,ENSG00000089685.7 (BIRC5)
ENSG00000091536.10,ENSG00000091536,MYO15A,protein_coding,ENSG00000091536.10 (MYO15A)
ENSG00000091542.7,ENSG00000091542,ALKBH5,protein_coding,ENSG00000091542.7 (ALKBH5)
ENSG00000091592.9,ENSG00000091592,NLRP1,protein_coding,ENSG00000091592.9 (NLRP1)
ENSG00000091622.10,ENSG00000091622,PITPNM3,protein_coding,ENSG00000091622.10 (PITPNM3)
ENSG00000091640.3,ENSG00000091640,SPAG7,protein_coding,ENSG00000091640.3 (SPAG7)
ENSG00000091947.4,ENSG00000091947,TMEM101,protein_coding,ENSG00000091947.4 (TMEM101)
ENSG00000092871.11,ENSG00000092871,RFFL,protein_coding,ENSG00000092871.11 (RFFL)
ENSG00000092929.5,ENSG00000092929,UNC13D,protein_coding,ENSG00000092929.5 (UNC13D)
ENSG00000092931.6,ENSG00000092931,MFSD11,protein_coding,ENSG00000092931.6 (MFSD11)
ENSG00000094804.4,ENSG00000094804,CDC6,protein_coding,ENSG00000094804.4 (CDC6)
ENSG00000108256.2,ENSG00000108256,NUFIP2,protein_coding,ENSG00000108256.2 (NUFIP2)
ENSG00000108262.9,ENSG00000108262,GIT1,protein_coding,ENSG00000108262.9 (GIT1)
ENSG00000108264.10,ENSG00000108264,NA,NA,ENSG00000108264.10
ENSG00000108270.5,ENSG00000108270,NA,NA,ENSG00000108270.5
ENSG00000108272.8,ENSG00000108272,NA,NA,ENSG00000108272.8
ENSG00000108278.6,ENSG00000108278,NA,NA,ENSG00000108278.6
ENSG00000108292.11,ENSG00000108292,NA,NA,ENSG00000108292.11
ENSG00000108294.3,ENSG00000108294,NA,NA,ENSG00000108294.3
ENSG00000108296.4,ENSG00000108296,NA,NA,ENSG00000108296.4
ENSG00000108298.4,ENSG00000108298,RPL19,protein_coding,ENSG00000108298.4 (RPL19)
ENSG00000108306.6,ENSG00000108306,FBXL20,protein_coding,ENSG00000108306.6 (FBXL20)
ENSG00000108309.7,ENSG00000108309,RUNDC3A,protein_coding,ENSG00000108309.7 (RUNDC3A)
ENSG00000108312.10,ENSG00000108312,UBTF,protein_coding,ENSG00000108312.10 (UBTF)
ENSG00000108342.7,ENSG00000108342,CSF3,protein_coding,ENSG00000108342.7 (CSF3)
ENSG00000108344.9,ENSG00000108344,PSMD3,protein_coding,ENSG00000108344.9 (PSMD3)
ENSG00000108349.8,ENSG00000108349,CASC3,protein_coding,ENSG00000108349.8 (CASC3)
ENSG00000108352.5,ENSG00000108352,RAPGEFL1,protein_coding,ENSG00000108352.5 (RAPGEFL1)
ENSG00000108370.10,ENSG00000108370,RGS9,protein_coding,ENSG00000108370.10 (RGS9)
ENSG00000108375.7,ENSG00000108375,RNF43,protein_coding,ENSG00000108375.7 (RNF43)
ENSG00000108379.5,ENSG00000108379,WNT3,protein_coding,ENSG00000108379.5 (WNT3)
ENSG00000108381.6,ENSG00000108381,ASPA,protein_coding,ENSG00000108381.6 (ASPA)
ENSG00000108384.9,ENSG00000108384,RAD51C,protein_coding,ENSG00000108384.9 (RAD51C)
ENSG00000108387.9,ENSG00000108387,SEPT4,protein_coding,ENSG00000108387.9 (SEPT4)
ENSG00000108389.4,ENSG00000108389,MTMR4,protein_coding,ENSG00000108389.4 (MTMR4)
ENSG00000108395.8,ENSG00000108395,TRIM37,protein_coding,ENSG00000108395.8 (TRIM37)
ENSG00000108405.3,ENSG00000108405,P2RX1,protein_coding,ENSG00000108405.3 (P2RX1)
ENSG00000108406.4,ENSG00000108406,DHX40,protein_coding,ENSG00000108406.4 (DHX40)
ENSG00000108423.9,ENSG00000108423,TUBD1,protein_coding,ENSG00000108423.9 (TUBD1)
ENSG00000108424.4,ENSG00000108424,KPNB1,protein_coding,ENSG00000108424.4 (KPNB1)
ENSG00000108433.10,ENSG00000108433,GOSR2,protein_coding,ENSG00000108433.10 (GOSR2)
ENSG00000108439.4,ENSG00000108439,PNPO,protein_coding,ENSG00000108439.4 (PNPO)
ENSG00000108443.8,ENSG00000108443,RPS6KB1,protein_coding,ENSG00000108443.8 (RPS6KB1)
ENSG00000108448.13,ENSG00000108448,TRIM16L,protein_coding,ENSG00000108448.13 (TRIM16L)
ENSG00000108465.8,ENSG00000108465,CDK5RAP3,protein_coding,ENSG00000108465.8 (CDK5RAP3)
ENSG00000108468.9,ENSG00000108468,CBX1,protein_coding,ENSG00000108468.9 (CBX1)
ENSG00000108469.9,ENSG00000108469,RECQL5,protein_coding,ENSG00000108469.9 (RECQL5)
ENSG00000108474.7,ENSG00000108474,PIGL,protein_coding,ENSG00000108474.7 (PIGL)
ENSG00000108479.5,ENSG00000108479,GALK1,protein_coding,ENSG00000108479.5 (GALK1)
ENSG00000108506.6,ENSG00000108506,INTS2,protein_coding,ENSG00000108506.6 (INTS2)
ENSG00000108509.15,ENSG00000108509,CAMTA2,protein_coding,ENSG00000108509.15 (CAMTA2)
ENSG00000108510.4,ENSG00000108510,MED13,protein_coding,ENSG00000108510.4 (MED13)
ENSG00000108511.8,ENSG00000108511,HOXB6,protein_coding,ENSG00000108511.8 (HOXB6)
ENSG00000108515.12,ENSG00000108515,ENO3,protein_coding,ENSG00000108515.12 (ENO3)
ENSG00000108518.7,ENSG00000108518,PFN1,protein_coding,ENSG00000108518.7 (PFN1)
ENSG00000108523.11,ENSG00000108523,RNF167,protein_coding,ENSG00000108523.11 (RNF167)
