ensembl_version_id,GENEID,SYMBOL,GENEBIOTYPE,INPUT
ENSG00000000457.8,ENSG00000000457,SCYL3,protein_coding,ENSG00000000457.8 (SCYL3)
ENSG00000000460.11,ENSG00000000460,C1orf112,protein_coding,ENSG00000000460.11 (C1orf112)
ENSG00000000938.7,ENSG00000000938,FGR,protein_coding,ENSG00000000938.7 (FGR)
ENSG00000001460.12,ENSG00000001460,STPG1,protein_coding,ENSG00000001460.12 (STPG1)
ENSG00000001461.11,ENSG00000001461,NIPAL3,protein_coding,ENSG00000001461.11 (NIPAL3)
ENSG00000004455.11,ENSG00000004455,AK2,protein_coding,ENSG00000004455.11 (AK2)
ENSG00000004487.10,ENSG00000004487,KDM1A,protein_coding,ENSG00000004487.10 (KDM1A)
ENSG00000006555.6,ENSG00000006555,TTC22,protein_coding,ENSG00000006555.6 (TTC22)
ENSG00000007341.12,ENSG00000007341,ST7L,protein_coding,ENSG00000007341.12 (ST7L)
ENSG00000007923.11,ENSG00000007923,DNAJC11,protein_coding,ENSG00000007923.11 (DNAJC11)
ENSG00000007968.6,ENSG00000007968,E2F2,protein_coding,ENSG00000007968.6 (E2F2)
ENSG00000008118.5,ENSG00000008118,CAMK1G,protein_coding,ENSG00000008118.5 (CAMK1G)
ENSG00000008128.15,ENSG00000008128,CDK11A,protein_coding,ENSG00000008128.15 (CDK11A)
ENSG00000008130.10,ENSG00000008130,NADK,protein_coding,ENSG00000008130.10 (NADK)
ENSG00000009307.11,ENSG00000009307,CSDE1,protein_coding,ENSG00000009307.11 (CSDE1)
ENSG00000009724.12,ENSG00000009724,MASP2,protein_coding,ENSG00000009724.12 (MASP2)
ENSG00000009780.10,ENSG00000009780,FAM76A,protein_coding,ENSG00000009780.10 (FAM76A)
ENSG00000009790.9,ENSG00000009790,TRAF3IP3,protein_coding,ENSG00000009790.9 (TRAF3IP3)
ENSG00000010072.10,ENSG00000010072,SPRTN,protein_coding,ENSG00000010072.10 (SPRTN)
ENSG00000010165.13,ENSG00000010165,METTL13,protein_coding,ENSG00000010165.13 (METTL13)
ENSG00000010803.12,ENSG00000010803,SCMH1,protein_coding,ENSG00000010803.12 (SCMH1)
ENSG00000010932.11,ENSG00000010932,FMO1,protein_coding,ENSG00000010932.11 (FMO1)
ENSG00000011007.7,ENSG00000011007,TCEB3,protein_coding,ENSG00000011007.7 (TCEB3)
ENSG00000011009.5,ENSG00000011009,LYPLA2,protein_coding,ENSG00000011009.5 (LYPLA2)
ENSG00000011021.17,ENSG00000011021,CLCN6,protein_coding,ENSG00000011021.17 (CLCN6)
ENSG00000014914.14,ENSG00000014914,MTMR11,protein_coding,ENSG00000014914.14 (MTMR11)
ENSG00000020129.10,ENSG00000020129,NCDN,protein_coding,ENSG00000020129.10 (NCDN)
ENSG00000020633.13,ENSG00000020633,RUNX3,protein_coding,ENSG00000020633.13 (RUNX3)
ENSG00000023572.4,ENSG00000023572,GLRX2,protein_coding,ENSG00000023572.4 (GLRX2)
ENSG00000023902.8,ENSG00000023902,PLEKHO1,protein_coding,ENSG00000023902.8 (PLEKHO1)
ENSG00000023909.5,ENSG00000023909,GCLM,protein_coding,ENSG00000023909.5 (GCLM)
ENSG00000024526.11,ENSG00000024526,DEPDC1,protein_coding,ENSG00000024526.11 (DEPDC1)
ENSG00000025800.8,ENSG00000025800,KPNA6,protein_coding,ENSG00000025800.8 (KPNA6)
ENSG00000026751.11,ENSG00000026751,SLAMF7,protein_coding,ENSG00000026751.11 (SLAMF7)
ENSG00000027869.7,ENSG00000027869,SH2D2A,protein_coding,ENSG00000027869.7 (SH2D2A)
ENSG00000028137.11,ENSG00000028137,TNFRSF1B,protein_coding,ENSG00000028137.11 (TNFRSF1B)
ENSG00000031698.8,ENSG00000031698,SARS,protein_coding,ENSG00000031698.8 (SARS)
ENSG00000035687.8,ENSG00000035687,ADSS,protein_coding,ENSG00000035687.8 (ADSS)
ENSG00000036549.8,ENSG00000036549,ZZZ3,protein_coding,ENSG00000036549.8 (ZZZ3)
ENSG00000037637.6,ENSG00000037637,FBXO42,protein_coding,ENSG00000037637.6 (FBXO42)
ENSG00000040487.8,ENSG00000040487,PQLC2,protein_coding,ENSG00000040487.8 (PQLC2)
ENSG00000041988.10,ENSG00000041988,THAP3,protein_coding,ENSG00000041988.10 (THAP3)
ENSG00000042781.8,ENSG00000042781,USH2A,protein_coding,ENSG00000042781.8 (USH2A)
ENSG00000043514.9,ENSG00000043514,TRIT1,protein_coding,ENSG00000043514.9 (TRIT1)
ENSG00000047410.7,ENSG00000047410,TPR,protein_coding,ENSG00000047410.7 (TPR)
