ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,36832,0.33239979,0.667794,0.6647996,0.978251808,0.8149584533527509
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,18170,0.094299,0.9058506,0.188598,0.978251808,0.925650613114754
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14159,0.09227624,0.9079004,0.1845525,0.978251808,0.926027587546594
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,38266,0.2418739,0.75846464,0.4837478,0.978251808,0.8468504354493042
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17008,0.5478531,0.45296805,0.9059361,0.978251808,0.7469952733913043
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,12802,0.807628,0.19292395,0.3858479,0.978251808,0.7286743948223351
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37888.5,0.26027952,0.7401574,0.520559,0.978251808,0.8413947343465045
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17016,0.54001753,0.4607802,0.9215604,0.978251808,0.7481843479015918
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13191,0.53625033,0.4646105,0.929221,0.978251808,0.7486437617627119
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37360,0.6797159,0.3209256,0.6418512,0.978251808,0.7286743948223351
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,16294,0.9882614,0.01182886,0.02365772,0.9882614,0.7286743948223351
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,12938,0.8658214,0.13499154,0.26998308,0.978251808,0.7286743948223351
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,38841.5,0.18693797,0.81325763,0.37387594,0.978251808,0.8750216521489972
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17818,0.12558459,0.87466856,0.25116918,0.978251808,0.9044959671152074
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14229.5,0.05311776,0.94705076,0.10623553,0.978251808,0.9525816161145926
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,36391.5,0.8126101,0.18759961,0.37519922,0.978251808,0.7286743948223351
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17939,0.1055375,0.89472374,0.21107495,0.978251808,0.916785421260274
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,12263.5,0.9558776,0.04428666,0.08857331,0.978251808,0.7286743948223351
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37352,0.74439804,0.25638925,0.51277851,0.978251808,0.7286743948223351
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17111,0.15364986,0.84740622,0.30729973,0.978251808,0.8927603557183098
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13486.5,0.05248839,0.94810209,0.10497679,0.978251808,0.9525816161145926
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,36800,0.66399137,0.336196859,0.67239372,0.978251808,0.7286743948223351
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,14855,0.96263808,0.037433631,0.07486726,0.979878556373429,0.7286743948223351
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,15079,0.02153302,0.978521088,0.04306605,0.978251808,0.978521088
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37273.5,0.57105208,0.429150513,0.858301026,0.978251808,0.7442146454188563
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,14918.5,0.95785686,0.042222225,0.08444445,0.978251808,0.7286743948223351
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14912,0.03233293,0.967743073,0.064665864,0.978251808,0.9694711856303571
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,NA,NA,NA,NA,NA,NA
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,NA,NA,NA,NA,NA,NA
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,34032,0.95197134,0.04808062,0.09616123,0.978251808,0.7286743948223351
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,14653.5,0.97046397,0.02959541,0.05919081,0.979878556373429,0.7286743948223351
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13478,0.28697688,0.71338469,0.57395377,0.978251808,0.8330775365112936
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,36713,0.6064716,0.3937284,0.7874569,0.978251808,0.7334097625615763
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,16778.5,0.50422864,0.4961237,0.9922475,0.978251808,0.7543077855019557
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14242,0.08480271,0.9153621,0.1696054,0.978251808,0.9302864820652174
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37587.5,0.42677287,0.5734311,0.8535457,0.978251808,0.7875026856793146
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,16798.5,0.49718088,0.5031715,0.9943618,0.978251808,0.7543077855019557
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13781.5,0.18821281,0.8120735,0.3764256,0.978251808,0.8750216521489972
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,35320.5,0.88234857,0.11775325,0.2355065,0.978251808,0.7286743948223351
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17195,0.39177911,0.60855854,0.78355821,0.978251808,0.7989088207439725
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13603,0.31850815,0.68186685,0.63701631,0.978251808,0.8165678761982996
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,38048.5,0.4126048,0.5875961,0.8252095,0.978251808,0.7937264776978418
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,16248,0.7114823,0.2888179,0.5776358,0.978251808,0.7286743948223351
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14273.5,0.1196909,0.8805188,0.2393819,0.978251808,0.9072011878787879
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37868.5,0.2384395,0.76172394,0.47687897,0.978251808,0.848585726639881
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17283.5,0.2333019,0.76697241,0.46660383,0.978251808,0.8520228158613863
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13859,0.1356306,0.86460245,0.27126125,0.978251808,0.9011747814272475
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,38579.5,0.2937742,0.7064039,0.5875483,0.978251808,0.8299321212565445
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,17726.5,0.2164542,0.7838042,0.4329084,0.978251808,0.863030728557409
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13793.5,0.2371395,0.7631859,0.4742789,0.978251808,0.8486566697720516
Funseq.Value,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,NA,NA,NA,NA,NA,NA
Funseq.Value,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,NA,NA,NA,NA,NA,NA
Funseq.Value,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37056,0.6155247,0.38467411,0.76934823,0.978251808,0.7290614044256757
CpG,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,16915,0.488524,0.511829,0.977048,0.978251808,0.7543077855019557
CpG,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,12839.5,0.6303888,0.37001073,0.74002147,0.978251808,0.7286743948223351
GC,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,35183.5,0.89572538,0.10436801,0.20873602,0.978251808,0.7286743948223351
GC,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,18489.5,0.07888257,0.92124665,0.15776514,0.978251808,0.9328869506317689
GC,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13478.5,0.36653434,0.63386119,0.73306867,0.978251808,0.8033369277999999
Fathmm.XF,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37803,0.4439756,0.556228642,0.88795117,0.978251808,0.7785065767741934
Fathmm.XF,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,14495,0.9804538,0.019588091,0.03917618,0.9835525195710456,0.7286743948223351
Fathmm.XF,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13841,0.2219608,0.778352706,0.44392156,0.978251808,0.8595587954055118
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,37354.5,0.53625441,0.463951,0.92790203,0.978251808,0.7486437617627119
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,19044,0.02587875,0.9741742,0.0517575,0.978251808,0.9750432224799286
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,13187,0.48616696,0.5142521,0.97233391,0.978251808,0.7543077855019557
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,3037.5,0.65671594,0.34452669,0.6890534,0.978251808,0.7286743948223351
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,3129.5,0.53699241,0.46434911,0.9286982,0.978251808,0.7486437617627119
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,316,0.7766732,0.22804066,0.4560813,0.978251808,0.7286743948223351
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,364,0.50312984,0.50312984,1,0.978251808,0.7543077855019557
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,102.5,0.5442171,0.47048829,0.9409766,0.978251808,0.7486437617627119
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,114.5,0.36949497,0.64438791,0.7389899,0.978251808,0.8033369277999999
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,3034.5,0.6604336,0.3408038879,0.6816077759,0.978251808,0.7286743948223351
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,3010.5,0.6895898,0.3116031853,0.6232063705,0.978251808,0.7286743948223351
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,267,0.9369739,0.0649918431,0.1299836862,0.978251808,0.7286743948223351
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,292,0.8723533,0.1309535051,0.2619070101,0.978251808,0.7286743948223351
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,92.5,0.6848399,0.3284291248,0.6568582497,0.978251808,0.7286743948223351
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,87.5,0.7474167,0.2645563018,0.5291126036,0.978251808,0.7286743948223351
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,2654.5,0.95513242,0.04518781,0.09037562,0.978251808,0.7286743948223351
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,2728,0.92627662,0.0741963,0.1483926,0.978251808,0.7286743948223351
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,268,0.93500816,0.06700489,0.13400978,0.978251808,0.7286743948223351
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,282,0.90225266,0.10048311,0.20096623,0.978251808,0.7286743948223351
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,126.5,0.21844778,0.7923114,0.43689556,0.978251808,0.868138076953125
