ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,40986,0.79026777,0.2098735,0.419747,0.99976391,0.5992908425685278
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,23741,0.4442392,0.556057,0.8884784,0.99976391,0.7950656788553458
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,17584,0.05250483,0.9475983,0.1050097,0.99976391,0.9509856040214476
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,44863,0.4263536,0.57403678,0.8527071,0.99976391,0.8004597258550187
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,23320,0.9384932,0.06171846,0.1234369,0.99976391,0.3572599734039409
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,16365,0.5432434,0.45747457,0.9149491,0.99976391,0.7584298109312322
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,44973.5,0.28924147,0.7111805,0.5784829,0.99976391,0.8527774201882845
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,24139,0.54500529,0.4556636,0.9113273,0.99976391,0.7584298109312322
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,16975,0.14241761,0.8580198,0.2848352,0.99976391,0.90384825502343
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,44211,0.7780482,0.22244156,0.44488311,0.99976391,0.6077904425304137
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,24497.5,0.2362878,0.76447103,0.47257562,0.99976391,0.8711396319291498
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,16580,0.3008334,0.70033799,0.6016668,0.99976391,0.8519169749946178
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,44445.5,0.56134422,0.43891925,0.8778385,0.99976391,0.7584298109312322
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,22334,0.96171904,0.03836647,0.07673295,0.99976391,0.325588037761194
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,15883.5,0.70703954,0.29344353,0.58688705,0.99976391,0.6553120753648916
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,42406.5,0.9356767,0.06441335,0.12882669,0.99976391,0.3572599734039409
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,24281,0.4640586,0.53641925,0.92811729,0.99976391,0.790159645
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,16185,0.6475766,0.3530096,0.70601919,0.99976391,0.7130032028776978
TF binding site,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,45134,0.15215994,0.84836796,0.30431988,0.99976391,0.8996447023518345
TF binding site,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,24512,0.04446426,0.95588598,0.08892852,0.99976391,0.9584463888750001
