ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,1,NA,0.00282540411539788,0.997176719973943,0.00565080823079576,584,0.6374111684337618,1
Absolute Distance to TSS,2,NA,6.64362712573234e-5,0.999933660622422,1.32872542514647e-4,452,0.0749401139782608,1
Absolute Distance to TSS,3,NA,0.00847810934756731,0.991531635081702,0.0169562186951346,406,0.9544144173923543,0.9995064203504556
CTCF Binding Site,1,NA,0.271996811225638,0.731294332692943,0.543993622451276,598,0.9544144173923543,0.9542250008328573
CTCF Binding Site,2,NA,0.0831906618448264,0.920070977701349,0.166381323689653,460,0.9544144173923543,0.9755084703567709
CTCF Binding Site,3,NA,0.175409510658208,0.827915554950406,0.350819021316415,414,0.9544144173923543,0.9542250008328573
Enhancer,1,NA,0.818915361119751,0.186292210994908,0.372584421989817,597,0.9544144173923543,0.9197437954954565
Enhancer,2,NA,0.262098993077543,0.744243703795378,0.524197986155086,460,0.9544144173923543,0.9542250008328573
Enhancer,3,NA,0.60651828923871,0.399795401713314,0.799590803426628,414,0.9544144173923543,0.9197437954954565
Open chromatin,1,NA,0.976605239422749,0.0261374860818147,0.0522749721636293,598,0.9848036870320213,0.9197437954954565
Open chromatin,2,NA,0.129243026116767,0.883516970146597,0.258486052233535,460,0.9544144173923543,0.9692715875195635
Open chromatin,3,NA,0.846721863310314,0.175264454491167,0.350528908982333,414,0.9544144173923543,0.9197437954954565
Promoter Flanking Region,1,NA,0.462748064582688,0.538242311628986,0.925496129165377,598,0.9544144173923543,0.9201860025054005
Promoter Flanking Region,2,NA,0.325066091649773,0.676208374408398,0.650132183299546,459,0.9544144173923543,0.952725949053049
Promoter Flanking Region,3,NA,0.0777347596685467,0.923030507329441,0.155469519337093,413,0.9544144173923543,0.9755084703567709
Promoter,1,NA,0.976705802244035,0.0234708281876597,0.0469416563753195,597,0.9848036870320213,0.9197437954954565
Promoter,2,NA,0.997577358904112,0.00247126453724462,0.00494252907448924,460,1,0.5575172796023862
Promoter,3,NA,0.976946210805702,0.0235027824150982,0.0470055648301964,414,0.9848036870320213,0.9197437954954565
TF binding site,1,NA,0.361141481358096,0.682206938860617,0.722282962716192,598,0.9544144173923543,0.9540385978193838
TF binding site,2,NA,0.416967707044276,0.662506643014755,0.833935414088552,459,0.9544144173923543,0.952725949053049
TF binding site,3,NA,0.294819275813283,0.79075388327659,0.589638551626567,413,0.9544144173923543,0.9542250008328573
CADD.RawScore,1,NA,0.996554671736079,0.0034477806939701,0.0068955613879402,598,1,0.6481827704663787
CADD.PHRED,1,NA,0.997690301817216,0.00231141224610773,0.00462282449221546,598,1,0.5575172796023862
SIFTval,1,NA,0.25,1,0.5,2,0.9544144173923543,1
PolyPhenVal,1,NA,1,0.25,0.5,2,1,0.9197437954954565
priPhyloP,1,NA,0.970261235236229,0.0297558514410053,0.0595117028820106,595,0.9833375322070675,0.9197437954954565
mamPhyloP,1,NA,0.811584713522841,0.188479810809082,0.376959621618165,595,0.9544144173923543,0.9197437954954565
verPhyloP,1,NA,0.862378310936151,0.137674270418458,0.275348540836916,595,0.9544144173923543,0.9197437954954565
GerpN,1,NA,0.426334327657219,0.57375867496015,0.852668655314439,598,0.9544144173923543,0.9285506246126961
GerpS,1,NA,0.999542935237264,4.57452799480998e-4,9.14905598961995e-4,598,1,0.17200225260485524
bStatistic,1,NA,2.68861794942296e-4,0.999731444296886,5.37723589884592e-4,591,0.10109203489830329,1
LINSIGHT,1,NA,0.432818688756441,0.567277469128074,0.865637377512882,597,0.9544144173923543,0.9260332636417764
Funseq.Value,1,NA,0.5,0.814453315238651,1,3,0.9544144173923543,0.9542250008328573
Aloft.Value,1,NA,NA,NA,NA,0,NA,NA
CpG,1,NA,0.0550453475669759,0.94499419999116,0.110090695133952,598,0.9544144173923543,0.9772618299346308
GC,1,NA,0.224605498988978,0.775467012330971,0.449210997977956,598,0.9544144173923543,0.9542250008328573
Fathmm.XF,1,NA,0.598716204008159,0.401375740036508,0.802751480073016,597,0.9544144173923543,0.9197437954954565
CADD.RawScore,2,NA,0.884822695253049,0.115245658277063,0.230491316554126,459,0.9583351080532508,0.9197437954954565
CADD.PHRED,2,NA,0.894430807354759,0.105633407574341,0.211266815148683,459,0.95904748165035,0.9197437954954565
SIFTval,2,NA,1,0.5,1,1,1,0.9201860025054005
PolyPhenVal,2,NA,0.5,1,1,1,0.9544144173923543,1
priPhyloP,2,NA,0.529308815162196,0.47083389905185,0.9416677981037,457,0.9544144173923543,0.9197437954954565
mamPhyloP,2,NA,0.720304862218591,0.279814252084563,0.559628504169127,457,0.9544144173923543,0.9197437954954565
verPhyloP,2,NA,0.701063349686975,0.299059547292883,0.598119094585766,457,0.9544144173923543,0.9197437954954565
GerpN,2,NA,0.161789091220283,0.838297653701154,0.323578182440565,459,0.9544144173923543,0.9551355072825902
GerpS,2,NA,0.855173439449273,0.144906931755534,0.289813863511069,459,0.9544144173923543,0.9197437954954565
bStatistic,2,NA,0.00412626079254841,0.995879040721711,0.00825252158509682,453,0.7757370289991011,1
LINSIGHT,2,NA,0.714188126624919,0.285933827903525,0.571867655807051,458,0.9544144173923543,0.9197437954954565
Funseq.Value,2,NA,0.5,1,1,1,0.9544144173923543,1
Aloft.Value,2,NA,NA,NA,NA,0,NA,NA
CpG,2,NA,0.820702723178149,0.179432920812378,0.358865841624757,459,0.9544144173923543,0.9197437954954565
GC,2,NA,0.441712622759225,0.55843277745294,0.88342524551845,459,0.9544144173923543,0.9201860025054005
Fathmm.XF,2,NA,0.0887666450910935,0.911290240692543,0.177533290182187,458,0.9544144173923543,0.9755084703567709
CADD.RawScore,3,NA,0.675458067262443,0.324690678309355,0.64938135661871,412,0.9544144173923543,0.9197437954954565
CADD.PHRED,3,NA,0.654599479934539,0.345552940727609,0.691105881455217,412,0.9544144173923543,0.9197437954954565
SIFTval,3,NA,NA,NA,NA,0,NA,NA
PolyPhenVal,3,NA,NA,NA,NA,0,NA,NA
priPhyloP,3,NA,0.849594108718196,0.150504639554481,0.301009279108961,410,0.9544144173923543,0.9197437954954565
mamPhyloP,3,NA,0.551637327822297,0.448528048597235,0.89705609719447,410,0.9544144173923543,0.9197437954954565
verPhyloP,3,NA,0.78980877994758,0.210311782333381,0.420623564666763,410,0.9544144173923543,0.9197437954954565
GerpN,3,NA,0.278138316379807,0.722001930163913,0.556276632759614,412,0.9544144173923543,0.9542250008328573
GerpS,3,NA,0.346483521194182,0.653670731515498,0.692967042388364,412,0.9544144173923543,0.952725949053049
bStatistic,3,NA,5.42127385221106e-4,0.999458758885944,0.00108425477044221,407,0.1528799226323519,1
LINSIGHT,3,NA,0.665883860758165,0.33427112014346,0.668542240286921,411,0.9544144173923543,0.9197437954954565
Funseq.Value,3,NA,NA,NA,NA,0,NA,NA
Aloft.Value,3,NA,NA,NA,NA,0,NA,NA
CpG,3,NA,0.0347089293305832,0.965337921027792,0.0694178586611664,412,0.9544144173923543,0.9845399411567355
GC,3,NA,0.0287846773699258,0.971243411094096,0.0575693547398516,412,0.9544144173923543,0.9872317537601147
Fathmm.XF,3,NA,2.50036755851581e-4,0.999750350331415,5.00073511703162e-4,411,0.10109203489830329,1
FIRE Score,1,NA,0.995255927695437,0.00474735426132557,0.00949470852265113,597,1,0.7650022295393204
FIRE Score,2,NA,0.999934521628583,6.55722061166107e-5,1.31144412233221e-4,458,1,0.03698272424976844
FIRE Score,3,NA,0.999960011828736,4.00574724371185e-5,8.01149448742371e-5,412,1,0.03698272424976844
Enformer:ENCFF093VXI,1,AVE,0.667037225492402,0.333673091661168,0.667346183322337,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF093VXI,1,TSS,0.722073384782606,0.278582247754305,0.55716449550861,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF093VXI,2,AVE,0.126160661980922,0.875358132708013,0.252321323961843,66,0.9544144173923543,0.9692715875195635
Enformer:ENCFF093VXI,2,TSS,0.185544659417483,0.816417475164647,0.371089318834967,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF093VXI,3,AVE,0.799486360105946,0.205561174655554,0.411122349311109,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF093VXI,3,TSS,0.768092986979737,0.23739315034077,0.47478630068154,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF915DFR,1,AVE,0.813493511083212,0.187031049731007,0.374062099462015,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF915DFR,1,TSS,0.655601802793816,0.345117791739545,0.690235583479091,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF915DFR,2,AVE,0.291695106397481,0.710826558189256,0.583390212794961,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF915DFR,2,TSS,0.501468424028664,0.501468424028664,1,66,0.9544144173923543,0.9201860025054005
Enformer:ENCFF915DFR,3,AVE,0.521374461032063,0.485746568747929,0.971493137495858,41,0.9544144173923543,0.9201860025054005
Enformer:ENCFF915DFR,3,TSS,0.59184041810845,0.415112132144515,0.830224264289029,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF776DPQ,1,AVE,0.823286490267205,0.177220677576291,0.354441355152581,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF776DPQ,1,TSS,0.926683606158736,0.0735885683068768,0.147177136613754,166,0.9701344461449386,0.9197437954954565
Enformer:ENCFF776DPQ,2,AVE,0.440022227326206,0.562879735575112,0.880044454652413,66,0.9544144173923543,0.9201860025054005
Enformer:ENCFF776DPQ,2,TSS,0.245628830439126,0.756682706040413,0.491257660878251,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF776DPQ,3,AVE,0.450232165058027,0.556832256061254,0.900464330116055,41,0.9544144173923543,0.9201860025054005
Enformer:ENCFF776DPQ,3,TSS,0.302170862718552,0.704032775880713,0.604341725437105,41,0.9544144173923543,0.9542250008328573
Enformer:ENCFF279CYY,1,AVE,0.957562919908883,0.0426139960118517,0.0852279920237035,166,0.9765285282304835,0.9197437954954565
Enformer:ENCFF279CYY,1,TSS,0.958438608021596,0.0417353484933488,0.0834706969866977,166,0.9765285282304835,0.9197437954954565
Enformer:ENCFF279CYY,2,AVE,0.348741360777508,0.654046606730311,0.697482721555015,66,0.9544144173923543,0.952725949053049
Enformer:ENCFF279CYY,2,TSS,0.264538027123954,0.737865485769942,0.529076054247908,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF279CYY,3,AVE,0.691567796999941,0.314749764453721,0.629499528907443,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF279CYY,3,TSS,0.585131079140926,0.422172470596749,0.844344941193497,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF340JIF,1,AVE,0.811389799259543,0.189138405825584,0.378276811651168,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF340JIF,1,TSS,0.955216156153195,0.0449686094635673,0.0899372189271346,166,0.9765285282304835,0.9197437954954565
Enformer:ENCFF340JIF,2,AVE,0.286662073707462,0.715838904415994,0.573324147414924,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF340JIF,2,TSS,0.411172894262093,0.591688466213532,0.822345788524186,66,0.9544144173923543,0.9363197638517975
Enformer:ENCFF340JIF,3,AVE,0.944109280133532,0.0579325037329835,0.115865007465967,41,0.9727848991879441,0.9197437954954565
Enformer:ENCFF340JIF,3,TSS,0.828179322531354,0.176411606758027,0.352823213516054,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF313LYI,1,AVE,0.732781219437368,0.26786176838841,0.53572353677682,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF313LYI,1,TSS,0.730341291063829,0.270311312063552,0.540622624127104,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF313LYI,2,AVE,0.197588844656919,0.804450700299333,0.395177689313838,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF313LYI,2,TSS,0.259742241894063,0.742638713418481,0.519484483788126,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF313LYI,3,AVE,0.5,0.507127853230946,1,41,0.9544144173923543,0.9201860025054005
Enformer:ENCFF313LYI,3,TSS,0.563878657623223,0.443167743938746,0.886335487877493,41,0.9544144173923543,0.9197437954954565
Enformer:ENCFF831ZHL,1,AVE,0.66845606097908306,0.332253056227019,0.664506112454038,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF831ZHL,1,TSS,0.935732515430579,0.0645133839677066,0.129026767935413,166,0.9701344461449386,0.9197437954954565
Enformer:ENCFF831ZHL,2,AVE,0.333360066957481,0.669312432284952,0.666720133914962,66,0.9544144173923543,0.952725949053049
Enformer:ENCFF831ZHL,2,TSS,0.475053016019692,0.527877393269068,0.950106032039384,66,0.9544144173923543,0.9201860025054005
Enformer:ENCFF831ZHL,3,AVE,0.909891499221428,0.0930475586000271,0.186095117200054,41,0.9637160667810053,0.9197437954954565
Enformer:ENCFF831ZHL,3,TSS,0.930966755802259,0.0714383635840303,0.142876727168061,41,0.9701344461449386,0.9197437954954565
Enformer:ENCFF039HDL,1,AVE,0.807138705502063,0.193396766149161,0.386793532298322,166,0.9544144173923543,0.9197437954954565
Enformer:ENCFF039HDL,1,TSS,0.873451392215342,0.126954686011055,0.253909372022111,166,0.9567115491267728,0.9197437954954565
Enformer:ENCFF039HDL,2,AVE,0.307035896284102,0.695545500366438,0.614071792568203,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF039HDL,2,TSS,0.301882807295283,0.700679078372498,0.603765614590566,66,0.9544144173923543,0.9542250008328573
Enformer:ENCFF039HDL,3,AVE,0.29704455463443,0.709395197411184,0.594089109268859,41,0.9544144173923543,0.9542250008328573
Enformer:ENCFF039HDL,3,TSS,0.710177282598364,0.295967224119287,0.591934448238575,41,0.9544144173923543,0.9197437954954565
