ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Maximum AF Diff,Correlation Test,1,NA,-0.03262848,0.77388985,0.2261101,0.4522203,0.9529713291821561,0.6462859001994852
Absolute Distance to TSS,Maximum AF Diff,Correlation Test,2,NA,-0.03970249,0.77143758,0.2285624,0.4571248,0.9529713291821561,0.6462859001994852
Absolute Distance to TSS,Maximum AF Diff,Correlation Test,3,NA,0.06156878,0.14802491,0.8519751,0.2960498,0.9529713291821561,0.8580879258295965
CTCF Binding Site,Maximum AF Diff,Correlation Test,1,NA,0.03056619,0.2398352,0.76016481,0.4796704,0.9529713291821561,0.7810293519030193
CTCF Binding Site,Maximum AF Diff,Correlation Test,2,NA,-0.04402907,0.7958947,0.2041053,0.4082106,0.9529713291821561,0.6462859001994852
CTCF Binding Site,Maximum AF Diff,Correlation Test,3,NA,-0.0759526,0.902967,0.09703298,0.194066,0.9529713291821561,0.6462859001994852
Enhancer,Maximum AF Diff,Correlation Test,1,NA,-0.05467462,0.89684896,0.103151,0.2063021,0.9529713291821561,0.6462859001994852
Enhancer,Maximum AF Diff,Correlation Test,2,NA,0.07696437,0.07392707,0.9260729,0.1478541,0.9529713291821561,0.9285534524107144
Enhancer,Maximum AF Diff,Correlation Test,3,NA,0.06527626,0.13228021,0.8677198,0.2645604,0.9529713291821561,0.8723807837063563
Open chromatin,Maximum AF Diff,Correlation Test,1,NA,-0.01205279,0.6097477,0.39025226,0.78050451,0.9529713291821561,0.6462859001994852
Open chromatin,Maximum AF Diff,Correlation Test,2,NA,0.01220446,0.4093773,0.59062274,0.81875452,0.9529713291821561,0.6761155321304791
Open chromatin,Maximum AF Diff,Correlation Test,3,NA,-0.04171369,0.7619236,0.23807637,0.47615273,0.9529713291821561,0.6462859001994852
Promoter Flanking Region,Maximum AF Diff,Correlation Test,1,NA,0.03077132,0.23836287,0.76163713,0.47672575,0.9529713291821561,0.7818267796983547
Promoter Flanking Region,Maximum AF Diff,Correlation Test,2,NA,-0.01527159,0.61268873,0.38731127,0.77462254,0.9529713291821561,0.6462859001994852
Promoter Flanking Region,Maximum AF Diff,Correlation Test,3,NA,-0.001337079,0.50909082,0.49090918,0.98181836,0.9529713291821561,0.6532276262754138
