"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000012779","ENSG00000012779.5",TRUE,"chr10",44869624,45869624,46869624,"+"
"2","ENSG00000014919","ENSG00000014919.7",TRUE,"chr10",100491884,101491884,102491884,"-"
"3","ENSG00000015171","ENSG00000015171.13",TRUE,"chr10",-819595,180405,1180405,"+"
"4","ENSG00000019995","ENSG00000019995.6",TRUE,"chr10",125630692,126630692,127630692,"+"
"5","ENSG00000023041","ENSG00000023041.7",TRUE,"chr10",113207330,114207330,115207330,"-"
"6","ENSG00000023839","ENSG00000023839.6",TRUE,"chr10",100542397,101542397,102542397,"+"
"7","ENSG00000026025","ENSG00000026025.8",TRUE,"chr10",16270240,17270240,18270240,"+"
"8","ENSG00000026103","ENSG00000026103.14",TRUE,"chr10",89750288,90750288,91750288,"+"
"9","ENSG00000035403","ENSG00000035403.10",TRUE,"chr10",74754951,75754951,76754951,"+"
"10","ENSG00000042286","ENSG00000042286.9",TRUE,"chr10",70892690,71892690,72892690,"-"
"11","ENSG00000043591","ENSG00000043591.4",TRUE,"chr10",114803625,115803625,116803625,"+"
"12","ENSG00000047056","ENSG00000047056.10",TRUE,"chr10",95478,1095478,2095478,"+"
"13","ENSG00000048740","ENSG00000048740.10",TRUE,"chr10",9840360,10840360,11840360,"+"
"14","ENSG00000052749","ENSG00000052749.9",TRUE,"chr10",98185833,99185833,100185833,"-"
"15","ENSG00000055950","ENSG00000055950.12",TRUE,"chr10",101747272,102747272,103747272,"-"
"16","ENSG00000057608","ENSG00000057608.10",TRUE,"chr10",4884095,5884095,6884095,"-"
"17","ENSG00000059573","ENSG00000059573.4",TRUE,"chr10",96416468,97416468,98416468,"-"
"18","ENSG00000059915","ENSG00000059915.10",TRUE,"chr10",103181296,104181296,105181296,"-"
"19","ENSG00000060339","ENSG00000060339.8",TRUE,"chr10",69480769,70480769,71480769,"+"
"20","ENSG00000062650","ENSG00000062650.11",TRUE,"chr10",87281549,88281549,89281549,"-"
"21","ENSG00000065154","ENSG00000065154.7",TRUE,"chr10",125107545,126107545,127107545,"-"
"22","ENSG00000065328","ENSG00000065328.11",TRUE,"chr10",12203558,13203558,14203558,"+"
"23","ENSG00000065613","ENSG00000065613.9",TRUE,"chr10",104726898,105726898,106726898,"+"
"24","ENSG00000065621","ENSG00000065621.8",TRUE,"chr10",105028631,106028631,107028631,"+"
"25","ENSG00000065665","ENSG00000065665.15",TRUE,"chr10",11171636,12171636,13171636,"+"
"26","ENSG00000065675","ENSG00000065675.9",TRUE,"chr10",5622263,6622263,7622263,"-"
"27","ENSG00000065809","ENSG00000065809.8",TRUE,"chr10",13816896,14816896,15816896,"-"
"28","ENSG00000067057","ENSG00000067057.10",TRUE,"chr10",2108525,3108525,4108525,"+"
"29","ENSG00000067064","ENSG00000067064.6",TRUE,"chr10",95059,1095059,2095059,"-"
"30","ENSG00000067082","ENSG00000067082.9",TRUE,"chr10",2827473,3827473,4827473,"-"
"31","ENSG00000068383","ENSG00000068383.12",TRUE,"chr10",133351291,134351291,135351291,"+"
"32","ENSG00000072401","ENSG00000072401.9",TRUE,"chr10",59094739,60094739,61094739,"+"
"33","ENSG00000072422","ENSG00000072422.11",TRUE,"chr10",61761198,62761198,63761198,"-"
"34","ENSG00000072444","ENSG00000072444.9",TRUE,"chr10",47055018,48055018,49055018,"-"
"35","ENSG00000075073","ENSG00000075073.10",TRUE,"chr10",70176674,71176674,72176674,"-"
