"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000001617","ENSG00000001617.7",TRUE,"chr3",49192478,50192478,51192478,"+"
"2","ENSG00000003756","ENSG00000003756.11",TRUE,"chr3",49126352,50126352,51126352,"+"
"3","ENSG00000004399","ENSG00000004399.8",TRUE,"chr3",128325519,129325519,130325519,"-"
"4","ENSG00000004534","ENSG00000004534.9",TRUE,"chr3",48977440,49977440,50977440,"+"
"5","ENSG00000004838","ENSG00000004838.9",TRUE,"chr3",49383163,50383163,51383163,"-"
"6","ENSG00000007402","ENSG00000007402.7",TRUE,"chr3",49541675,50541675,51541675,"-"
"7","ENSG00000008226","ENSG00000008226.15",TRUE,"chr3",37080696,38080696,39080696,"+"
"8","ENSG00000008300","ENSG00000008300.10",TRUE,"chr3",47700319,48700319,49700319,"-"
"9","ENSG00000008324","ENSG00000008324.6",TRUE,"chr3",41623332,42623332,43623332,"+"
"10","ENSG00000008952","ENSG00000008952.10",TRUE,"chr3",168684423,169684423,170684423,"+"
"11","ENSG00000010256","ENSG00000010256.6",TRUE,"chr3",47648409,48648409,49648409,"-"
"12","ENSG00000010318","ENSG00000010318.13",TRUE,"chr3",51444676,52444676,53444676,"+"
"13","ENSG00000010322","ENSG00000010322.10",TRUE,"chr3",51489134,52489134,53489134,"+"
"14","ENSG00000010327","ENSG00000010327.6",TRUE,"chr3",51529354,52529354,53529354,"+"
"15","ENSG00000011198","ENSG00000011198.3",TRUE,"chr3",42731600,43731600,44731600,"+"
"16","ENSG00000011376","ENSG00000011376.5",TRUE,"chr3",44430053,45430053,46430053,"+"
"17","ENSG00000012171","ENSG00000012171.13",TRUE,"chr3",49304990,50304990,51304990,"+"
"18","ENSG00000012223","ENSG00000012223.6",TRUE,"chr3",45526724,46526724,47526724,"-"
"19","ENSG00000013297","ENSG00000013297.5",TRUE,"chr3",169136656,170136656,171136656,"+"
"20","ENSG00000014257","ENSG00000014257.11",TRUE,"chr3",131036213,132036213,133036213,"+"
"21","ENSG00000016391","ENSG00000016391.5",TRUE,"chr3",52880446,53880446,54880446,"-"
"22","ENSG00000016864","ENSG00000016864.11",TRUE,"chr3",51740048,52740048,53740048,"-"
"23","ENSG00000017260","ENSG00000017260.13",TRUE,"chr3",129569439,130569439,131569439,"+"
"24","ENSG00000018408","ENSG00000018408.10",TRUE,"chr3",148454501,149454501,150454501,"-"
"25","ENSG00000023330","ENSG00000023330.9",TRUE,"chr3",51232102,52232102,53232102,"+"
"26","ENSG00000031081","ENSG00000031081.5",TRUE,"chr3",118013230,119013230,120013230,"+"
"27","ENSG00000033867","ENSG00000033867.12",TRUE,"chr3",26525911,27525911,28525911,"-"
"28","ENSG00000034533","ENSG00000034533.6",TRUE,"chr3",129746493,130746493,131746493,"-"
"29","ENSG00000036054","ENSG00000036054.8",TRUE,"chr3",98979836,99979836,100979836,"+"
