"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000002330","ENSG00000002330.8",TRUE,"chr11",63052176,64052176,65052176,"-"
"2","ENSG00000005801","ENSG00000005801.11",TRUE,"chr11",2400452,3400452,4400452,"-"
"3","ENSG00000006118","ENSG00000006118.10",TRUE,"chr11",59691932,60691932,61691932,"+"
"4","ENSG00000006534","ENSG00000006534.11",TRUE,"chr11",66776048,67776048,68776048,"+"
"5","ENSG00000007372","ENSG00000007372.14",TRUE,"chr11",30839509,31839509,32839509,"-"
"6","ENSG00000011405","ENSG00000011405.8",TRUE,"chr11",16229530,17229530,18229530,"-"
"7","ENSG00000013725","ENSG00000013725.10",TRUE,"chr11",59739152,60739152,61739152,"+"
"8","ENSG00000014138","ENSG00000014138.4",TRUE,"chr11",64029391,65029391,66029391,"+"
"9","ENSG00000014216","ENSG00000014216.9",TRUE,"chr11",63948037,64948037,65948037,"+"
"10","ENSG00000019102","ENSG00000019102.7",TRUE,"chr11",123622151,124622151,125622151,"-"
"11","ENSG00000019144","ENSG00000019144.11",TRUE,"chr11",117477155,118477155,119477155,"+"
"12","ENSG00000019485","ENSG00000019485.8",TRUE,"chr11",44117357,45117357,46117357,"+"
"13","ENSG00000020922","ENSG00000020922.7",TRUE,"chr11",93227051,94227051,95227051,"-"
"14","ENSG00000021300","ENSG00000021300.7",TRUE,"chr11",72357223,73357223,74357223,"+"
"15","ENSG00000023171","ENSG00000023171.9",TRUE,"chr11",122229136,123229136,124229136,"+"
"16","ENSG00000023191","ENSG00000023191.11",TRUE,"chr11",-492700,507300,1507300,"-"
"17","ENSG00000023445","ENSG00000023445.8",TRUE,"chr11",101188181,102188181,103188181,"+"
"18","ENSG00000025434","ENSG00000025434.14",TRUE,"chr11",46269851,47269851,48269851,"+"
"19","ENSG00000026508","ENSG00000026508.11",TRUE,"chr11",34160429,35160429,36160429,"+"
"20","ENSG00000030066","ENSG00000030066.8",TRUE,"chr11",46870107,47870107,48870107,"-"
"21","ENSG00000033327","ENSG00000033327.8",TRUE,"chr11",77129394,78129394,79129394,"-"
"22","ENSG00000036672","ENSG00000036672.9",TRUE,"chr11",118252421,119252421,120252421,"-"
"23","ENSG00000042429","ENSG00000042429.5",TRUE,"chr11",92517393,93517393,94517393,"+"
"24","ENSG00000043039","ENSG00000043039.4",TRUE,"chr11",128245743,129245743,130245743,"+"
"25","ENSG00000048028","ENSG00000048028.7",TRUE,"chr11",112746292,113746292,114746292,"-"
"26","ENSG00000048649","ENSG00000048649.9",TRUE,"chr11",76531915,77531915,78531915,"-"
"27","ENSG00000049449","ENSG00000049449.3",TRUE,"chr11",31112620,32112620,33112620,"+"
"28","ENSG00000050165","ENSG00000050165.12",TRUE,"chr11",11031316,12031316,13031316,"-"
"29","ENSG00000051009","ENSG00000051009.5",TRUE,"chr11",5255941,6255941,7255941,"-"
"30","ENSG00000052841","ENSG00000052841.9",TRUE,"chr11",42380470,43380470,44380470,"+"
"31","ENSG00000053918","ENSG00000053918.10",TRUE,"chr11",1465914,2465914,3465914,"+"
"32","ENSG00000054965","ENSG00000054965.6",TRUE,"chr11",72309234,73309234,74309234,"-"
"33","ENSG00000054967","ENSG00000054967.7",TRUE,"chr11",72087444,73087444,74087444,"+"
"34","ENSG00000060749","ENSG00000060749.9",TRUE,"chr11",31914357,32914357,33914357,"+"
"35","ENSG00000062282","ENSG00000062282.8",TRUE,"chr11",74470557,75470557,76470557,"+"
"36","ENSG00000064199","ENSG00000064199.2",TRUE,"chr11",123543740,124543740,125543740,"+"
"37","ENSG00000064201","ENSG00000064201.10",TRUE,"chr11",1323227,2323227,3323227,"+"
"38","ENSG00000064309","ENSG00000064309.10",TRUE,"chr11",124933230,125933230,126933230,"-"
"39","ENSG00000066336","ENSG00000066336.7",TRUE,"chr11",46400098,47400098,48400098,"-"
"40","ENSG00000068831","ENSG00000068831.13",TRUE,"chr11",63512928,64512928,65512928,"-"
"41","ENSG00000068971","ENSG00000068971.7",TRUE,"chr11",63685025,64685025,65685025,"+"
"42","ENSG00000068976","ENSG00000068976.8",TRUE,"chr11",63527446,64527446,65527446,"-"
"43","ENSG00000070047","ENSG00000070047.6",TRUE,"chr11",-423530,576470,1576470,"+"
"44","ENSG00000070081","ENSG00000070081.9",TRUE,"chr11",16229700,17229700,18229700,"+"
"45","ENSG00000072518","ENSG00000072518.14",TRUE,"chr11",62606400,63606400,64606400,"+"
"46","ENSG00000072952","ENSG00000072952.12",TRUE,"chr11",9715535,10715535,11715535,"-"
"47","ENSG00000073921","ENSG00000073921.12",TRUE,"chr11",84780924,85780924,86780924,"-"
"48","ENSG00000074201","ENSG00000074201.3",TRUE,"chr11",76348839,77348839,78348839,"-"
"49","ENSG00000074266","ENSG00000074266.10",TRUE,"chr11",84955795,85955795,86955795,"+"
"50","ENSG00000074319","ENSG00000074319.6",TRUE,"chr11",17548498,18548498,19548498,"-"
"51","ENSG00000075239","ENSG00000075239.9",TRUE,"chr11",106987422,107987422,108987422,"+"
"52","ENSG00000076043","ENSG00000076043.5",TRUE,"chr11",113310157,114310157,115310157,"+"
"53","ENSG00000076053","ENSG00000076053.6",TRUE,"chr11",113270752,114270752,115270752,"+"
"54","ENSG00000076706","ENSG00000076706.7",TRUE,"chr11",118192231,119192231,120192231,"-"
"55","ENSG00000077458","ENSG00000077458.8",TRUE,"chr11",94523573,95523573,96523573,"-"
"56","ENSG00000077514","ENSG00000077514.3",TRUE,"chr11",73204896,74204896,75204896,"+"
"57","ENSG00000077616","ENSG00000077616.6",TRUE,"chr11",88864683,89864683,90864683,"+"
"58","ENSG00000078124","ENSG00000078124.6",TRUE,"chr11",75571903,76571903,77571903,"+"
"59","ENSG00000078902","ENSG00000078902.10",TRUE,"chr11",330884,1330884,2330884,"-"
"60","ENSG00000080854","ENSG00000080854.9",TRUE,"chr11",132826863,133826863,134826863,"-"
"61","ENSG00000084207","ENSG00000084207.11",TRUE,"chr11",66351213,67351213,68351213,"+"
"62","ENSG00000084234","ENSG00000084234.11",TRUE,"chr11",128938042,129938042,130938042,"+"
"63","ENSG00000085063","ENSG00000085063.10",TRUE,"chr11",32758025,33758025,34758025,"-"
"64","ENSG00000085117","ENSG00000085117.7",TRUE,"chr11",43585977,44585977,45585977,"+"
"65","ENSG00000085733","ENSG00000085733.11",TRUE,"chr11",69244510,70244510,71244510,"+"
"66","ENSG00000085741","ENSG00000085741.6",TRUE,"chr11",74921780,75921780,76921780,"-"
"67","ENSG00000086827","ENSG00000086827.4",TRUE,"chr11",112644457,113644457,114644457,"-"
"68","ENSG00000086848","ENSG00000086848.8",TRUE,"chr11",110742305,111742305,112742305,"-"
"69","ENSG00000087053","ENSG00000087053.12",TRUE,"chr11",94658479,95658479,96658479,"-"
"70","ENSG00000087365","ENSG00000087365.8",TRUE,"chr11",64818200,65818200,66818200,"+"
"71","ENSG00000087884","ENSG00000087884.10",TRUE,"chr11",76532155,77532155,78532155,"+"
"72","ENSG00000089597","ENSG00000089597.11",TRUE,"chr11",61414198,62414198,63414198,"-"
"73","ENSG00000095139","ENSG00000095139.6",TRUE,"chr11",117443105,118443105,119443105,"+"
"74","ENSG00000099834","ENSG00000099834.13",TRUE,"chr11",-373922,626078,1626078,"-"
"75","ENSG00000099849","ENSG00000099849.10",TRUE,"chr11",-439596,560404,1560404,"+"
"76","ENSG00000109846","ENSG00000109846.3",TRUE,"chr11",110794446,111794446,112794446,"-"
"77","ENSG00000109854","ENSG00000109854.9",TRUE,"chr11",19385231,20385231,21385231,"+"
"78","ENSG00000109861","ENSG00000109861.8",TRUE,"chr11",87092852,88092852,89092852,"-"
"79","ENSG00000109881","ENSG00000109881.11",TRUE,"chr11",26384781,27384781,28384781,"-"
"80","ENSG00000109911","ENSG00000109911.13",TRUE,"chr11",30531302,31531302,32531302,"+"
"81","ENSG00000109917","ENSG00000109917.6",TRUE,"chr11",115658755,116658755,117658755,"-"
"82","ENSG00000109919","ENSG00000109919.4",TRUE,"chr11",46664159,47664159,48664159,"-"
"83","ENSG00000109920","ENSG00000109920.7",TRUE,"chr11",46788995,47788995,48788995,"-"
"84","ENSG00000109927","ENSG00000109927.5",TRUE,"chr11",119971952,120971952,121971952,"+"
"85","ENSG00000109929","ENSG00000109929.5",TRUE,"chr11",120163390,121163390,122163390,"+"
"86","ENSG00000109943","ENSG00000109943.4",TRUE,"chr11",121709208,122709208,123709208,"+"
"87","ENSG00000109944","ENSG00000109944.5",TRUE,"chr11",121753391,122753391,123753391,"+"
"88","ENSG00000109971","ENSG00000109971.8",TRUE,"chr11",121933938,122933938,123933938,"-"
"89","ENSG00000110002","ENSG00000110002.10",TRUE,"chr11",122986111,123986111,124986111,"+"
"90","ENSG00000110011","ENSG00000110011.9",TRUE,"chr11",62997750,63997750,64997750,"+"
"91","ENSG00000110013","ENSG00000110013.8",TRUE,"chr11",123565603,124565603,125565603,"-"
"92","ENSG00000110025","ENSG00000110025.7",TRUE,"chr11",63794911,64794911,65794911,"+"
"93","ENSG00000110031","ENSG00000110031.8",TRUE,"chr11",57345693,58345693,59345693,"-"
"94","ENSG00000110042","ENSG00000110042.3",TRUE,"chr11",57938903,58938903,59938903,"+"
"95","ENSG00000110046","ENSG00000110046.7",TRUE,"chr11",63684683,64684683,65684683,"-"
