"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000003987","ENSG00000003987.9",TRUE,"chr8",16271037,17271037,18271037,"-"
"2","ENSG00000003989","ENSG00000003989.12",TRUE,"chr8",16354597,17354597,18354597,"+"
"3","ENSG00000008513","ENSG00000008513.10",TRUE,"chr8",133584183,134584183,135584183,"-"
"4","ENSG00000008853","ENSG00000008853.12",TRUE,"chr8",21844930,22844930,23844930,"+"
"5","ENSG00000008988","ENSG00000008988.5",TRUE,"chr8",55987069,56987069,57987069,"-"
"6","ENSG00000012232","ENSG00000012232.4",TRUE,"chr8",27457986,28457986,29457986,"+"
"7","ENSG00000014164","ENSG00000014164.5",TRUE,"chr8",143623617,144623617,145623617,"-"
"8","ENSG00000015592","ENSG00000015592.12",TRUE,"chr8",26115937,27115937,28115937,"-"
"9","ENSG00000020181","ENSG00000020181.11",TRUE,"chr8",36641709,37641709,38641709,"+"
"10","ENSG00000022567","ENSG00000022567.5",TRUE,"chr8",141318404,142318404,143318404,"-"
"11","ENSG00000023287","ENSG00000023287.8",TRUE,"chr8",52658403,53658403,54658403,"-"
"12","ENSG00000029534","ENSG00000029534.14",TRUE,"chr8",40754280,41754280,42754280,"-"
"13","ENSG00000034677","ENSG00000034677.7",TRUE,"chr8",100348446,101348446,102348446,"-"
"14","ENSG00000035681","ENSG00000035681.3",TRUE,"chr8",58572412,59572412,60572412,"-"
"15","ENSG00000036448","ENSG00000036448.5",TRUE,"chr8",993161,1993161,2993161,"+"
"16","ENSG00000040341","ENSG00000040341.13",TRUE,"chr8",73659943,74659943,75659943,"-"
"17","ENSG00000042832","ENSG00000042832.6",TRUE,"chr8",132879203,133879203,134879203,"+"
"18","ENSG00000042980","ENSG00000042980.8",TRUE,"chr8",23151582,24151582,25151582,"+"
"19","ENSG00000047249","ENSG00000047249.11",TRUE,"chr8",53756118,54756118,55756118,"-"
