"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000002549","ENSG00000002549.7",TRUE,"chr4",16578821,17578821,18578821,"+"
"2","ENSG00000002587","ENSG00000002587.5",TRUE,"chr4",10431188,11431188,12431188,"-"
"3","ENSG00000004468","ENSG00000004468.6",TRUE,"chr4",14779898,15779898,16779898,"+"
"4","ENSG00000005059","ENSG00000005059.11",TRUE,"chr4",109481365,110481365,111481365,"+"
"5","ENSG00000007062","ENSG00000007062.7",TRUE,"chr4",15086001,16086001,17086001,"-"
"6","ENSG00000013288","ENSG00000013288.4",TRUE,"chr4",5576916,6576916,7576916,"+"
"7","ENSG00000013810","ENSG00000013810.13",TRUE,"chr4",714585,1714585,2714585,"+"
"8","ENSG00000014824","ENSG00000014824.7",TRUE,"chr4",40992519,41992519,42992519,"+"
"9","ENSG00000018189","ENSG00000018189.7",TRUE,"chr4",70569921,71569921,72569921,"+"
"10","ENSG00000033178","ENSG00000033178.7",TRUE,"chr4",67566873,68566873,69566873,"-"
"11","ENSG00000035720","ENSG00000035720.3",TRUE,"chr4",67424445,68424445,69424445,"+"
"12","ENSG00000035928","ENSG00000035928.10",TRUE,"chr4",38367995,39367995,40367995,"-"
"13","ENSG00000038002","ENSG00000038002.4",TRUE,"chr4",177363591,178363591,179363591,"-"
"14","ENSG00000038210","ENSG00000038210.8",TRUE,"chr4",24162285,25162285,26162285,"+"
"15","ENSG00000038219","ENSG00000038219.8",TRUE,"chr4",12629349,13629349,14629349,"-"
"16","ENSG00000047315","ENSG00000047315.10",TRUE,"chr4",56843888,57843888,58843888,"+"
"17","ENSG00000047365","ENSG00000047365.6",TRUE,"chr4",35246136,36246136,37246136,"-"
"18","ENSG00000047662","ENSG00000047662.4",TRUE,"chr4",16783244,17783244,18783244,"-"
"19","ENSG00000048342","ENSG00000048342.10",TRUE,"chr4",14471489,15471489,16471489,"+"
"20","ENSG00000050730","ENSG00000050730.11",TRUE,"chr4",121148621,122148621,123148621,"-"
"21","ENSG00000052795","ENSG00000052795.8",TRUE,"chr4",158690178,159690178,160690178,"+"
"22","ENSG00000052802","ENSG00000052802.8",TRUE,"chr4",165248819,166248819,167248819,"+"
"23","ENSG00000053900","ENSG00000053900.6",TRUE,"chr4",24378885,25378885,26378885,"+"
"24","ENSG00000056050","ENSG00000056050.6",TRUE,"chr4",169679095,170679095,171679095,"-"
"25","ENSG00000059691","ENSG00000059691.7",TRUE,"chr4",151682159,152682159,153682159,"-"
"26","ENSG00000061918","ENSG00000061918.8",TRUE,"chr4",155680144,156680144,157680144,"+"
"27","ENSG00000063978","ENSG00000063978.10",TRUE,"chr4",1463947,2463947,3463947,"+"
"28","ENSG00000065882","ENSG00000065882.9",TRUE,"chr4",36892705,37892705,38892705,"+"
