"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000006837","ENSG00000006837.6",TRUE,"chr5",132706738,133706738,134706738,"-"
"2","ENSG00000011083","ENSG00000011083.4",TRUE,"chr5",148569625,149569625,150569625,"+"
"3","ENSG00000013561","ENSG00000013561.13",TRUE,"chr5",140337893,141337893,142337893,"+"
"4","ENSG00000015479","ENSG00000015479.12",TRUE,"chr5",137629363,138629363,139629363,"+"
"5","ENSG00000019582","ENSG00000019582.10",TRUE,"chr5",148792532,149792532,150792532,"-"
"6","ENSG00000027847","ENSG00000027847.8",TRUE,"chr5",176027133,177027133,178027133,"+"
"7","ENSG00000028310","ENSG00000028310.12",TRUE,"chr5",-107084,892916,1892916,"-"
"8","ENSG00000031003","ENSG00000031003.6",TRUE,"chr5",136387650,137387650,138387650,"-"
"9","ENSG00000035499","ENSG00000035499.8",TRUE,"chr5",58996017,59996017,60996017,"-"
"10","ENSG00000037241","ENSG00000037241.3",TRUE,"chr5",171385732,172385732,173385732,"+"
"11","ENSG00000037280","ENSG00000037280.10",TRUE,"chr5",179076624,180076624,181076624,"-"
"12","ENSG00000037474","ENSG00000037474.10",TRUE,"chr5",5633404,6633404,7633404,"-"
"13","ENSG00000037749","ENSG00000037749.7",TRUE,"chr5",152418519,153418519,154418519,"+"
"14","ENSG00000038274","ENSG00000038274.10",TRUE,"chr5",161930120,162930120,163930120,"+"
"15","ENSG00000038382","ENSG00000038382.12",TRUE,"chr5",13143451,14143451,15143451,"+"
"16","ENSG00000038427","ENSG00000038427.11",TRUE,"chr5",81767437,82767437,83767437,"+"
"17","ENSG00000039123","ENSG00000039123.11",TRUE,"chr5",53603817,54603817,55603817,"+"
"18","ENSG00000039319","ENSG00000039319.12",TRUE,"chr5",78703832,79703832,80703832,"+"
"19","ENSG00000039560","ENSG00000039560.9",TRUE,"chr5",33656433,34656433,35656433,"+"
"20","ENSG00000039600","ENSG00000039600.6",TRUE,"chr5",156098488,157098488,158098488,"-"
"21","ENSG00000040275","ENSG00000040275.11",TRUE,"chr5",168010640,169010640,170010640,"+"
"22","ENSG00000043143","ENSG00000043143.14",TRUE,"chr5",132860003,133860003,134860003,"+"
"23","ENSG00000043462","ENSG00000043462.7",TRUE,"chr5",168724819,169724819,170724819,"-"
"24","ENSG00000044115","ENSG00000044115.14",TRUE,"chr5",136946656,137946656,138946656,"+"
"25","ENSG00000047188","ENSG00000047188.10",TRUE,"chr5",111849391,112849391,113849391,"+"
"26","ENSG00000048140","ENSG00000048140.13",TRUE,"chr5",175074388,176074388,177074388,"+"
"27","ENSG00000048162","ENSG00000048162.14",TRUE,"chr5",174815928,175815928,176815928,"-"
"28","ENSG00000049167","ENSG00000049167.8",TRUE,"chr5",59240900,60240900,61240900,"-"
"29","ENSG00000049192","ENSG00000049192.9",TRUE,"chr5",63777747,64777747,65777747,"-"
"30","ENSG00000049656","ENSG00000049656.9",TRUE,"chr5",345214,1345214,2345214,"-"
"31","ENSG00000049860","ENSG00000049860.9",TRUE,"chr5",72935848,73935848,74935848,"+"
"32","ENSG00000049883","ENSG00000049883.9",TRUE,"chr5",70616194,71616194,72616194,"+"
"33","ENSG00000050748","ENSG00000050748.12",TRUE,"chr5",178719099,179719099,180719099,"-"
"34","ENSG00000050767","ENSG00000050767.11",TRUE,"chr5",177017394,178017394,179017394,"-"
"35","ENSG00000051596","ENSG00000051596.5",TRUE,"chr5",174461683,175461683,176461683,"-"
"36","ENSG00000053108","ENSG00000053108.11",TRUE,"chr5",131948232,132948232,133948232,"-"
"37","ENSG00000055147","ENSG00000055147.12",TRUE,"chr5",152418496,153418496,154418496,"-"
"38","ENSG00000055163","ENSG00000055163.14",TRUE,"chr5",155693089,156693089,157693089,"+"
"39","ENSG00000056097","ENSG00000056097.10",TRUE,"chr5",31444846,32444846,33444846,"-"
"40","ENSG00000058729","ENSG00000058729.6",TRUE,"chr5",95518951,96518951,97518951,"-"
"41","ENSG00000062194","ENSG00000062194.10",TRUE,"chr5",55469775,56469775,57469775,"+"
"42","ENSG00000063438","ENSG00000063438.12",TRUE,"chr5",-678171,321829,1321829,"+"
