"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000008735","ENSG00000008735.10",TRUE,"chr22",50039222,51039222,52039222,"+"
"2","ENSG00000015475","ENSG00000015475.14",TRUE,"chr22",17257536,18257536,19257536,"-"
"3","ENSG00000025708","ENSG00000025708.8",TRUE,"chr22",49968461,50968461,51968461,"-"
"4","ENSG00000025770","ENSG00000025770.13",TRUE,"chr22",49946653,50946653,51946653,"+"
"5","ENSG00000040608","ENSG00000040608.9",TRUE,"chr22",19270769,20270769,21270769,"-"
"6","ENSG00000054611","ENSG00000054611.9",TRUE,"chr22",46158514,47158514,48158514,"+"
"7","ENSG00000056487","ENSG00000056487.11",TRUE,"chr22",44405886,45405886,46405886,"-"
"8","ENSG00000069998","ENSG00000069998.8",TRUE,"chr22",16646177,17646177,18646177,"-"
"9","ENSG00000070010","ENSG00000070010.12",TRUE,"chr22",18466725,19466725,20466725,"-"
"10","ENSG00000070371","ENSG00000070371.11",TRUE,"chr22",18279242,19279242,20279242,"-"
"11","ENSG00000070413","ENSG00000070413.12",TRUE,"chr22",18109967,19109967,20109967,"-"
"12","ENSG00000073150","ENSG00000073150.8",TRUE,"chr22",49609160,50609160,51609160,"+"
"13","ENSG00000073169","ENSG00000073169.9",TRUE,"chr22",49639408,50639408,51639408,"+"
"14","ENSG00000075218","ENSG00000075218.13",TRUE,"chr22",45692767,46692767,47692767,"+"
"15","ENSG00000075234","ENSG00000075234.12",TRUE,"chr22",45663858,46663858,47663858,"+"
"16","ENSG00000075240","ENSG00000075240.12",TRUE,"chr22",45971909,46971909,47971909,"+"
"17","ENSG00000075275","ENSG00000075275.12",TRUE,"chr22",45933517,46933517,47933517,"-"
"18","ENSG00000077935","ENSG00000077935.12",TRUE,"chr22",44809500,45809500,46809500,"-"
"19","ENSG00000079974","ENSG00000079974.13",TRUE,"chr22",50222090,51222090,52222090,"-"
"20","ENSG00000093000","ENSG00000093000.13",TRUE,"chr22",44559806,45559806,46559806,"+"
"21","ENSG00000093009","ENSG00000093009.5",TRUE,"chr22",18466980,19466980,20466980,"+"
"22","ENSG00000093010","ENSG00000093010.7",TRUE,"chr22",18928894,19928894,20928894,"+"
"23","ENSG00000093072","ENSG00000093072.10",TRUE,"chr22",16739125,17739125,18739125,"-"
"24","ENSG00000093100","ENSG00000093100.12",TRUE,"chr22",17294263,18294263,19294263,"-"
"25","ENSG00000099889","ENSG00000099889.9",TRUE,"chr22",19004346,20004346,21004346,"-"
"26","ENSG00000099899","ENSG00000099899.9",TRUE,"chr22",19104915,20104915,21104915,"-"
"27","ENSG00000099901","ENSG00000099901.11",TRUE,"chr22",19103461,20103461,21103461,"+"
"28","ENSG00000099904","ENSG00000099904.11",TRUE,"chr22",19116979,20116979,21116979,"+"
"29","ENSG00000099910","ENSG00000099910.12",TRUE,"chr22",19850131,20850131,21850131,"-"
