"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000017797","ENSG00000017797.6",TRUE,"chr18",8475007,9475007,10475007,"+"
"2","ENSG00000046604","ENSG00000046604.7",TRUE,"chr18",28078140,29078140,30078140,"+"
"3","ENSG00000049759","ENSG00000049759.11",TRUE,"chr18",54711458,55711458,56711458,"+"
"4","ENSG00000053747","ENSG00000053747.9",TRUE,"chr18",20269417,21269417,22269417,"+"
"5","ENSG00000060069","ENSG00000060069.11",TRUE,"chr18",76439803,77439803,78439803,"+"
"6","ENSG00000066926","ENSG00000066926.5",TRUE,"chr18",54253964,55253964,56253964,"-"
"7","ENSG00000067900","ENSG00000067900.4",TRUE,"chr18",17691774,18691774,19691774,"-"
"8","ENSG00000074657","ENSG00000074657.8",TRUE,"chr18",55529832,56529832,57529832,"+"
"9","ENSG00000074695","ENSG00000074695.4",TRUE,"chr18",56026497,57026497,58026497,"-"
"10","ENSG00000075336","ENSG00000075336.6",TRUE,"chr18",70815758,71815758,72815758,"+"
"11","ENSG00000075643","ENSG00000075643.3",TRUE,"chr18",32767460,33767460,34767460,"+"
"12","ENSG00000078043","ENSG00000078043.9",TRUE,"chr18",43500123,44500123,45500123,"-"
"13","ENSG00000078142","ENSG00000078142.4",TRUE,"chr18",38535199,39535199,40535199,"+"
"14","ENSG00000079101","ENSG00000079101.10",TRUE,"chr18",-403012,596988,1596988,"+"
"15","ENSG00000079134","ENSG00000079134.6",TRUE,"chr18",-731950,268050,1268050,"-"
"16","ENSG00000080986","ENSG00000080986.6",TRUE,"chr18",1571556,2571556,3571556,"+"
"17","ENSG00000081913","ENSG00000081913.8",TRUE,"chr18",59382774,60382774,61382774,"+"
"18","ENSG00000081923","ENSG00000081923.5",TRUE,"chr18",54470547,55470547,56470547,"-"
"19","ENSG00000082212","ENSG00000082212.6",TRUE,"chr18",47405450,48405450,49405450,"+"
"20","ENSG00000082397","ENSG00000082397.10",TRUE,"chr18",4630699,5630699,6630699,"-"
"21","ENSG00000085415","ENSG00000085415.10",TRUE,"chr18",11947132,12947132,13947132,"+"
"22","ENSG00000091157","ENSG00000091157.7",TRUE,"chr18",53318574,54318574,55318574,"+"
"23","ENSG00000091164","ENSG00000091164.7",TRUE,"chr18",53318831,54318831,55318831,"-"
"24","ENSG00000101489","ENSG00000101489.10",TRUE,"chr18",34145790,35145790,36145790,"-"
"25","ENSG00000101493","ENSG00000101493.6",TRUE,"chr18",73207198,74207198,75207198,"-"
"26","ENSG00000101544","ENSG00000101544.4",TRUE,"chr18",76867146,77867146,78867146,"+"
"27","ENSG00000101546","ENSG00000101546.7",TRUE,"chr18",76794389,77794389,78794389,"+"
"28","ENSG00000101557","ENSG00000101557.8",TRUE,"chr18",-841617,158383,1158383,"+"
"29","ENSG00000101558","ENSG00000101558.8",TRUE,"chr18",8914013,9914013,10914013,"+"
"30","ENSG00000101574","ENSG00000101574.9",TRUE,"chr18",1571508,2571508,3571508,"-"
"31","ENSG00000101577","ENSG00000101577.4",TRUE,"chr18",2013142,3013142,4013142,"-"
"32","ENSG00000101596","ENSG00000101596.8",TRUE,"chr18",1655725,2655725,3655725,"+"
"33","ENSG00000101605","ENSG00000101605.7",TRUE,"chr18",2219966,3219966,4219966,"-"
"34","ENSG00000101608","ENSG00000101608.5",TRUE,"chr18",2247479,3247479,4247479,"+"
