"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000004776","ENSG00000004776.5",TRUE,"chr19",35248980,36248980,37248980,"-"
"2","ENSG00000004777","ENSG00000004777.10",TRUE,"chr19",35265434,36265434,37265434,"+"
"3","ENSG00000005007","ENSG00000005007.7",TRUE,"chr19",17942768,18942768,19942768,"+"
"4","ENSG00000005206","ENSG00000005206.9",TRUE,"chr19",1328614,2328614,3328614,"+"
"5","ENSG00000006015","ENSG00000006015.12",TRUE,"chr19",17699495,18699495,19699495,"+"
"6","ENSG00000006638","ENSG00000006638.6",TRUE,"chr19",2606873,3606873,4606873,"-"
"7","ENSG00000006659","ENSG00000006659.7",TRUE,"chr19",39195121,40195121,41195121,"+"
"8","ENSG00000006712","ENSG00000006712.9",TRUE,"chr19",38881794,39881794,40881794,"-"
"9","ENSG00000007047","ENSG00000007047.8",TRUE,"chr19",44582546,45582546,46582546,"+"
"10","ENSG00000007080","ENSG00000007080.5",TRUE,"chr19",17043824,18043824,19043824,"+"
"11","ENSG00000007129","ENSG00000007129.10",TRUE,"chr19",41055886,42055886,43055886,"+"
"12","ENSG00000007255","ENSG00000007255.5",TRUE,"chr19",44681495,45681495,46681495,"-"
"13","ENSG00000007264","ENSG00000007264.8",TRUE,"chr19",2802127,3802127,4802127,"-"
"14","ENSG00000008382","ENSG00000008382.10",TRUE,"chr19",3343524,4343524,5343524,"+"
"15","ENSG00000008441","ENSG00000008441.10",TRUE,"chr19",12106289,13106289,14106289,"+"
"16","ENSG00000010310","ENSG00000010310.3",TRUE,"chr19",45171479,46171479,47171479,"+"
"17","ENSG00000010361","ENSG00000010361.7",TRUE,"chr19",49320633,50320633,51320633,"-"
"18","ENSG00000011132","ENSG00000011132.6",TRUE,"chr19",2761690,3761690,4761690,"-"
"19","ENSG00000011243","ENSG00000011243.10",TRUE,"chr19",14529952,15529952,16529952,"-"
"20","ENSG00000011304","ENSG00000011304.10",TRUE,"chr19",-202925,797075,1797075,"+"
"21","ENSG00000011332","ENSG00000011332.13",TRUE,"chr19",37720354,38720354,39720354,"-"
"22","ENSG00000011422","ENSG00000011422.6",TRUE,"chr19",43174699,44174699,45174699,"-"
"23","ENSG00000011451","ENSG00000011451.8",TRUE,"chr19",14560767,15560767,16560767,"-"
"24","ENSG00000011478","ENSG00000011478.6",TRUE,"chr19",45195661,46195661,47195661,"+"
"25","ENSG00000011485","ENSG00000011485.7",TRUE,"chr19",45850344,46850344,47850344,"+"
"26","ENSG00000011590","ENSG00000011590.8",TRUE,"chr19",35195460,36195460,37195460,"+"
"27","ENSG00000011600","ENSG00000011600.4",TRUE,"chr19",35399197,36399197,37399197,"-"
"28","ENSG00000012061","ENSG00000012061.9",TRUE,"chr19",44982086,45982086,46982086,"-"
"29","ENSG00000012124","ENSG00000012124.9",TRUE,"chr19",34810164,35810164,36810164,"+"
"30","ENSG00000013275","ENSG00000013275.2",TRUE,"chr19",39477072,40477072,41477072,"+"
"31","ENSG00000018869","ENSG00000018869.10",TRUE,"chr19",55904914,56904914,57904914,"-"
"32","ENSG00000022556","ENSG00000022556.10",TRUE,"chr19",54464498,55464498,56464498,"+"
"33","ENSG00000024422","ENSG00000024422.5",TRUE,"chr19",47216679,48216679,49216679,"+"
"34","ENSG00000028277","ENSG00000028277.12",TRUE,"chr19",41700737,42700737,43700737,"-"
"35","ENSG00000031823","ENSG00000031823.8",TRUE,"chr19",4978153,5978153,6978153,"-"
"36","ENSG00000032444","ENSG00000032444.9",TRUE,"chr19",6598890,7598890,8598890,"+"
"37","ENSG00000037757","ENSG00000037757.8",TRUE,"chr19",12875336,13875336,14875336,"+"
"38","ENSG00000039650","ENSG00000039650.4",TRUE,"chr19",49381608,50381608,51381608,"-"
"39","ENSG00000039987","ENSG00000039987.2",TRUE,"chr19",11862516,12862516,13862516,"+"
"40","ENSG00000042753","ENSG00000042753.6",TRUE,"chr19",46354103,47354103,48354103,"-"
"41","ENSG00000051128","ENSG00000051128.12",TRUE,"chr19",18052070,19052070,20052070,"-"
"42","ENSG00000053501","ENSG00000053501.7",TRUE,"chr19",16326155,17326155,18326155,"+"
"43","ENSG00000060558","ENSG00000060558.2",TRUE,"chr19",2136031,3136031,4136031,"+"
"44","ENSG00000060566","ENSG00000060566.7",TRUE,"chr19",3153628,4153628,5153628,"+"
"45","ENSG00000062370","ENSG00000062370.9",TRUE,"chr19",43871377,44871377,45871377,"-"
"46","ENSG00000062822","ENSG00000062822.6",TRUE,"chr19",49887461,50887461,51887461,"+"
"47","ENSG00000063127","ENSG00000063127.10",TRUE,"chr19",48828472,49828472,50828472,"-"
"48","ENSG00000063169","ENSG00000063169.5",TRUE,"chr19",47111453,48111453,49111453,"+"
"49","ENSG00000063176","ENSG00000063176.9",TRUE,"chr19",48122548,49122548,50122548,"+"
"50","ENSG00000063177","ENSG00000063177.7",TRUE,"chr19",48122441,49122441,50122441,"-"
"51","ENSG00000063180","ENSG00000063180.3",TRUE,"chr19",48149444,49149444,50149444,"-"
"52","ENSG00000063241","ENSG00000063241.2",TRUE,"chr19",54973710,55973710,56973710,"-"
"53","ENSG00000063244","ENSG00000063244.6",TRUE,"chr19",55165512,56165512,57165512,"+"
"54","ENSG00000063245","ENSG00000063245.7",TRUE,"chr19",55186592,56186592,57186592,"+"
"55","ENSG00000063322","ENSG00000063322.6",TRUE,"chr19",38881943,39881943,40881943,"+"
"56","ENSG00000064489","ENSG00000064489.15",TRUE,"chr19",18302967,19302967,20302967,"-"
"57","ENSG00000064490","ENSG00000064490.6",TRUE,"chr19",18303038,19303038,20303038,"+"
"58","ENSG00000064545","ENSG00000064545.8",TRUE,"chr19",18249322,19249322,20249322,"-"
"59","ENSG00000064547","ENSG00000064547.8",TRUE,"chr19",18739739,19739739,20739739,"-"
"60","ENSG00000064607","ENSG00000064607.11",TRUE,"chr19",18144832,19144832,20144832,"-"
"61","ENSG00000064666","ENSG00000064666.7",TRUE,"chr19",26585,1026585,2026585,"+"
"62","ENSG00000064687","ENSG00000064687.7",TRUE,"chr19",39996,1039996,2039996,"+"
"63","ENSG00000064932","ENSG00000064932.9",TRUE,"chr19",174267,1174267,2174267,"-"
"64","ENSG00000064961","ENSG00000064961.12",TRUE,"chr19",2572775,3572775,4572775,"+"
"65","ENSG00000065000","ENSG00000065000.9",TRUE,"chr19",1164467,2164467,3164467,"-"
"66","ENSG00000065268","ENSG00000065268.3",TRUE,"chr19",-15668,984332,1984332,"+"
"67","ENSG00000065717","ENSG00000065717.8",TRUE,"chr19",2047633,3047633,4047633,"-"
"68","ENSG00000065989","ENSG00000065989.9",TRUE,"chr19",9527449,10527449,11527449,"+"
"69","ENSG00000066044","ENSG00000066044.8",TRUE,"chr19",7070543,8070543,9070543,"-"
"70","ENSG00000068903","ENSG00000068903.14",TRUE,"chr19",38390502,39390502,40390502,"-"
"71","ENSG00000069399","ENSG00000069399.7",TRUE,"chr19",44250962,45250962,46250962,"+"
"72","ENSG00000070404","ENSG00000070404.3",TRUE,"chr19",-323608,676392,1676392,"+"
"73","ENSG00000070423","ENSG00000070423.10",TRUE,"chr19",-336767,663233,1663233,"-"
"74","ENSG00000071564","ENSG00000071564.8",TRUE,"chr19",652614,1652614,2652614,"-"
"75","ENSG00000071626","ENSG00000071626.10",TRUE,"chr19",407568,1407568,2407568,"+"
"76","ENSG00000071655","ENSG00000071655.9",TRUE,"chr19",592864,1592864,2592864,"-"
"77","ENSG00000072062","ENSG00000072062.7",TRUE,"chr19",13228896,14228896,15228896,"-"
"78","ENSG00000072071","ENSG00000072071.11",TRUE,"chr19",13316999,14316999,15316999,"-"
"79","ENSG00000072954","ENSG00000072954.1",TRUE,"chr19",15771950,16771950,17771950,"+"
"80","ENSG00000072958","ENSG00000072958.3",TRUE,"chr19",15308665,16308665,17308665,"+"
"81","ENSG00000073008","ENSG00000073008.8",TRUE,"chr19",44147098,45147098,46147098,"+"
"82","ENSG00000073050","ENSG00000073050.5",TRUE,"chr19",43084625,44084625,45084625,"-"
"83","ENSG00000074181","ENSG00000074181.2",TRUE,"chr19",14311806,15311806,16311806,"-"
"84","ENSG00000074219","ENSG00000074219.8",TRUE,"chr19",48865714,49865714,50865714,"-"
"85","ENSG00000074842","ENSG00000074842.2",TRUE,"chr19",3670374,4670374,5670374,"-"
"86","ENSG00000074855","ENSG00000074855.5",TRUE,"chr19",16445664,17445664,18445664,"-"
"87","ENSG00000075702","ENSG00000075702.9",TRUE,"chr19",35545551,36545551,37545551,"+"
"88","ENSG00000076650","ENSG00000076650.1",TRUE,"chr19",32571805,33571805,34571805,"+"
"89","ENSG00000076662","ENSG00000076662.4",TRUE,"chr19",9450337,10450337,11450337,"-"
"90","ENSG00000076826","ENSG00000076826.4",TRUE,"chr19",6660749,7660749,8660749,"+"
"91","ENSG00000076924","ENSG00000076924.6",TRUE,"chr19",6694431,7694431,8694431,"-"
"92","ENSG00000076928","ENSG00000076928.11",TRUE,"chr19",41387240,42387240,43387240,"+"
"93","ENSG00000076944","ENSG00000076944.7",TRUE,"chr19",6701767,7701767,8701767,"+"
"94","ENSG00000076984","ENSG00000076984.11",TRUE,"chr19",6968728,7968728,8968728,"+"
