"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000001626","ENSG00000001626.8",TRUE,"chr7",115927174,116927174,117927174,"+"
"2","ENSG00000001629","ENSG00000001629.5",TRUE,"chr7",90875288,91875288,92875288,"+"
"3","ENSG00000001630","ENSG00000001630.10",TRUE,"chr7",90764117,91764117,92764117,"-"
"4","ENSG00000001631","ENSG00000001631.9",TRUE,"chr7",90875480,91875480,92875480,"-"
"5","ENSG00000002079","ENSG00000002079.8",TRUE,"chr7",97836452,98836452,99836452,"+"
"6","ENSG00000002726","ENSG00000002726.14",TRUE,"chr7",149521715,150521715,151521715,"+"
"7","ENSG00000002745","ENSG00000002745.7",TRUE,"chr7",119965421,120965421,121965421,"+"
"8","ENSG00000002746","ENSG00000002746.8",TRUE,"chr7",42152228,43152228,44152228,"+"
"9","ENSG00000002822","ENSG00000002822.9",TRUE,"chr7",1272878,2272878,3272878,"-"
"10","ENSG00000002933","ENSG00000002933.3",TRUE,"chr7",149497491,150497491,151497491,"+"
"11","ENSG00000003147","ENSG00000003147.13",TRUE,"chr7",7302317,8302317,9302317,"-"
"12","ENSG00000004059","ENSG00000004059.5",TRUE,"chr7",126228440,127228440,128228440,"+"
"13","ENSG00000004766","ENSG00000004766.11",TRUE,"chr7",91861653,92861653,93861653,"+"
"14","ENSG00000004864","ENSG00000004864.8",TRUE,"chr7",94951459,95951459,96951459,"-"
"15","ENSG00000004866","ENSG00000004866.13",TRUE,"chr7",115593292,116593292,117593292,"+"
"16","ENSG00000005020","ENSG00000005020.8",TRUE,"chr7",26034858,27034858,28034858,"-"
"17","ENSG00000005075","ENSG00000005075.11",TRUE,"chr7",101119354,102119354,103119354,"-"
"18","ENSG00000005249","ENSG00000005249.6",TRUE,"chr7",105685150,106685150,107685150,"+"
"19","ENSG00000005469","ENSG00000005469.7",TRUE,"chr7",85974980,86974980,87974980,"+"
"20","ENSG00000005471","ENSG00000005471.11",TRUE,"chr7",86109751,87109751,88109751,"-"
"21","ENSG00000005483","ENSG00000005483.13",TRUE,"chr7",103654637,104654637,105654637,"+"
"22","ENSG00000005486","ENSG00000005486.10",TRUE,"chr7",74471920,75471920,76471920,"+"
"23","ENSG00000006451","ENSG00000006451.3",TRUE,"chr7",38663164,39663164,40663164,"+"
"24","ENSG00000006453","ENSG00000006453.9",TRUE,"chr7",97030402,98030402,99030402,"-"
"25","ENSG00000006459","ENSG00000006459.6",TRUE,"chr7",138876783,139876783,140876783,"-"
"26","ENSG00000006530","ENSG00000006530.10",TRUE,"chr7",140251078,141251078,142251078,"+"
"27","ENSG00000006576","ENSG00000006576.11",TRUE,"chr7",76428109,77428109,78428109,"+"
"28","ENSG00000006625","ENSG00000006625.11",TRUE,"chr7",29544457,30544457,31544457,"-"
"29","ENSG00000006634","ENSG00000006634.3",TRUE,"chr7",86505531,87505531,88505531,"+"
"30","ENSG00000006652","ENSG00000006652.8",TRUE,"chr7",111062942,112062942,113062942,"+"
"31","ENSG00000006704","ENSG00000006704.6",TRUE,"chr7",72868120,73868120,74868120,"+"
"32","ENSG00000006715","ENSG00000006715.11",TRUE,"chr7",37971994,38971994,39971994,"-"
"33","ENSG00000006747","ENSG00000006747.10",TRUE,"chr7",11610203,12610203,13610203,"+"
"34","ENSG00000008256","ENSG00000008256.11",TRUE,"chr7",5312275,6312275,7312275,"-"
"35","ENSG00000008277","ENSG00000008277.10",TRUE,"chr7",86563458,87563458,88563458,"+"
"36","ENSG00000008282","ENSG00000008282.3",TRUE,"chr7",104753022,105753022,106753022,"-"
"37","ENSG00000008311","ENSG00000008311.10",TRUE,"chr7",120784362,121784362,122784362,"-"
"38","ENSG00000009335","ENSG00000009335.13",TRUE,"chr7",155931610,156931610,157931610,"+"
"39","ENSG00000009954","ENSG00000009954.6",TRUE,"chr7",71936623,72936623,73936623,"-"
"40","ENSG00000010270","ENSG00000010270.9",TRUE,"chr7",37217847,38217847,39217847,"+"
"41","ENSG00000011275","ENSG00000011275.13",TRUE,"chr7",4821327,5821327,6821327,"-"
"42","ENSG00000011426","ENSG00000011426.6",TRUE,"chr7",35429430,36429430,37429430,"+"
"43","ENSG00000013374","ENSG00000013374.10",TRUE,"chr7",150038858,151038858,152038858,"+"
"44","ENSG00000015520","ENSG00000015520.10",TRUE,"chr7",43580929,44580929,45580929,"-"
"45","ENSG00000015676","ENSG00000015676.12",TRUE,"chr7",43530257,44530257,45530257,"-"
"46","ENSG00000019991","ENSG00000019991.10",TRUE,"chr7",80399754,81399754,82399754,"-"
"47","ENSG00000033050","ENSG00000033050.3",TRUE,"chr7",149924291,150924291,151924291,"-"
"48","ENSG00000033100","ENSG00000033100.9",TRUE,"chr7",149929575,150929575,151929575,"+"
"49","ENSG00000048052","ENSG00000048052.15",TRUE,"chr7",17126572,18126572,19126572,"+"
"50","ENSG00000048405","ENSG00000048405.5",TRUE,"chr7",126071978,127071978,128071978,"-"
"51","ENSG00000049541","ENSG00000049541.5",TRUE,"chr7",72668788,73668788,74668788,"-"
"52","ENSG00000050327","ENSG00000050327.8",TRUE,"chr7",143052381,144052381,145052381,"+"
"53","ENSG00000050344","ENSG00000050344.6",TRUE,"chr7",25191818,26191818,27191818,"+"
"54","ENSG00000055118","ENSG00000055118.9",TRUE,"chr7",149675409,150675409,151675409,"-"
"55","ENSG00000055130","ENSG00000055130.9",TRUE,"chr7",147395006,148395006,149395006,"+"
"56","ENSG00000055609","ENSG00000055609.13",TRUE,"chr7",151133729,152133729,153133729,"-"
"57","ENSG00000058091","ENSG00000058091.12",TRUE,"chr7",89095738,90095738,91095738,"+"
"58","ENSG00000058404","ENSG00000058404.15",TRUE,"chr7",43374176,44374176,45374176,"-"
"59","ENSG00000059377","ENSG00000059377.10",TRUE,"chr7",138476850,139476850,140476850,"+"
"60","ENSG00000059378","ENSG00000059378.7",TRUE,"chr7",138762751,139762751,140762751,"-"
"61","ENSG00000062582","ENSG00000062582.9",TRUE,"chr7",42909492,43909492,44909492,"-"
"62","ENSG00000064393","ENSG00000064393.11",TRUE,"chr7",138477797,139477797,140477797,"-"
"63","ENSG00000064419","ENSG00000064419.9",TRUE,"chr7",127695227,128695227,129695227,"-"
"64","ENSG00000065883","ENSG00000065883.10",TRUE,"chr7",38989720,39989720,40989720,"+"
"65","ENSG00000066923","ENSG00000066923.11",TRUE,"chr7",98775186,99775186,100775186,"+"
"66","ENSG00000067601","ENSG00000067601.6",TRUE,"chr7",65767406,66767406,67767406,"-"
"67","ENSG00000070669","ENSG00000070669.12",TRUE,"chr7",96501854,97501854,98501854,"-"
"68","ENSG00000070882","ENSG00000070882.8",TRUE,"chr7",24021253,25021253,26021253,"-"
"69","ENSG00000071189","ENSG00000071189.15",TRUE,"chr7",16980124,17980124,18980124,"-"
"70","ENSG00000071243","ENSG00000071243.11",TRUE,"chr7",119590817,120590817,121590817,"+"
"71","ENSG00000071462","ENSG00000071462.7",TRUE,"chr7",72097355,73097355,74097355,"+"
"72","ENSG00000073067","ENSG00000073067.9",TRUE,"chr7",22817,1022817,2022817,"+"
"73","ENSG00000075142","ENSG00000075142.9",TRUE,"chr7",86856308,87856308,88856308,"-"
