"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000021776","ENSG00000021776.6",TRUE,"chr15",34261943,35261943,36261943,"-"
"2","ENSG00000028528","ENSG00000028528.10",TRUE,"chr15",63386322,64386322,65386322,"+"
"3","ENSG00000033800","ENSG00000033800.9",TRUE,"chr15",67346647,68346647,69346647,"+"
"4","ENSG00000035664","ENSG00000035664.7",TRUE,"chr15",63364232,64364232,65364232,"-"
"5","ENSG00000041357","ENSG00000041357.11",TRUE,"chr15",77832747,78832747,79832747,"+"
"6","ENSG00000047346","ENSG00000047346.8",TRUE,"chr15",52002014,53002014,54002014,"-"
"7","ENSG00000051180","ENSG00000051180.11",TRUE,"chr15",39986972,40986972,41986972,"+"
"8","ENSG00000058335","ENSG00000058335.10",TRUE,"chr15",78383122,79383122,80383122,"-"
"9","ENSG00000062524","ENSG00000062524.10",TRUE,"chr15",40806085,41806085,42806085,"-"
"10","ENSG00000064726","ENSG00000064726.5",TRUE,"chr15",82736004,83736004,84736004,"-"
"11","ENSG00000066933","ENSG00000066933.10",TRUE,"chr15",71410918,72410918,73410918,"-"
"12","ENSG00000067141","ENSG00000067141.11",TRUE,"chr15",72344051,73344051,74344051,"+"
"13","ENSG00000067221","ENSG00000067221.9",TRUE,"chr15",73286963,74286963,75286963,"-"
"14","ENSG00000067225","ENSG00000067225.11",TRUE,"chr15",71524163,72524163,73524163,"-"
"15","ENSG00000067369","ENSG00000067369.8",TRUE,"chr15",42802926,43802926,44802926,"-"
"16","ENSG00000068305","ENSG00000068305.12",TRUE,"chr15",99105622,100105622,101105622,"+"
"17","ENSG00000069667","ENSG00000069667.11",TRUE,"chr15",60521501,61521501,62521501,"-"
"18","ENSG00000069869","ENSG00000069869.11",TRUE,"chr15",55285858,56285858,57285858,"-"
"19","ENSG00000069943","ENSG00000069943.5",TRUE,"chr15",54611158,55611158,56611158,"+"
"20","ENSG00000069956","ENSG00000069956.7",TRUE,"chr15",51244303,52244303,53244303,"+"
