"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000006432","ENSG00000006432.10",TRUE,"chr14",70276251,71276251,72276251,"-"
"2","ENSG00000009830","ENSG00000009830.6",TRUE,"chr14",76787226,77787226,78787226,"-"
"3","ENSG00000011114","ENSG00000011114.10",TRUE,"chr14",92799438,93799438,94799438,"-"
"4","ENSG00000012963","ENSG00000012963.8",TRUE,"chr14",92673586,93673586,94673586,"+"
"5","ENSG00000012983","ENSG00000012983.6",TRUE,"chr14",50027844,51027844,52027844,"-"
"6","ENSG00000013523","ENSG00000013523.5",TRUE,"chr14",76292589,77292589,78292589,"-"
"7","ENSG00000015133","ENSG00000015133.13",TRUE,"chr14",90884188,91884188,92884188,"-"
"8","ENSG00000020426","ENSG00000020426.6",TRUE,"chr14",60201460,61201460,62201460,"+"
"9","ENSG00000020577","ENSG00000020577.9",TRUE,"chr14",54032835,55032835,56032835,"+"
"10","ENSG00000021645","ENSG00000021645.12",TRUE,"chr14",77636716,78636716,79636716,"+"
"11","ENSG00000022976","ENSG00000022976.10",TRUE,"chr14",101783714,102783714,103783714,"+"
"12","ENSG00000023608","ENSG00000023608.4",TRUE,"chr14",61229138,62229138,63229138,"+"
"13","ENSG00000027075","ENSG00000027075.9",TRUE,"chr14",60654277,61654277,62654277,"+"
"14","ENSG00000029364","ENSG00000029364.7",TRUE,"chr14",68864732,69864732,70864732,"+"
"15","ENSG00000032219","ENSG00000032219.14",TRUE,"chr14",57765222,58765222,59765222,"+"
"16","ENSG00000033170","ENSG00000033170.12",TRUE,"chr14",64877310,65877310,66877310,"+"
"17","ENSG00000042088","ENSG00000042088.9",TRUE,"chr14",89421283,90421283,91421283,"+"
"18","ENSG00000042317","ENSG00000042317.12",TRUE,"chr14",87851268,88851268,89851268,"+"
"19","ENSG00000050130","ENSG00000050130.12",TRUE,"chr14",58951161,59951161,60951161,"+"
"20","ENSG00000053254","ENSG00000053254.11",TRUE,"chr14",89085493,90085493,91085493,"-"
"21","ENSG00000053770","ENSG00000053770.7",TRUE,"chr14",56735642,57735642,58735642,"+"
"22","ENSG00000054654","ENSG00000054654.10",TRUE,"chr14",63228617,64228617,65228617,"+"
"23","ENSG00000054690","ENSG00000054690.9",TRUE,"chr14",67000007,68000007,69000007,"+"
"24","ENSG00000054983","ENSG00000054983.11",TRUE,"chr14",87460009,88460009,89460009,"-"
"25","ENSG00000063761","ENSG00000063761.11",TRUE,"chr14",77266452,78266452,79266452,"+"
"26","ENSG00000066427","ENSG00000066427.15",TRUE,"chr14",91572965,92572965,93572965,"-"
"27","ENSG00000066455","ENSG00000066455.7",TRUE,"chr14",92260650,93260650,94260650,"+"
"28","ENSG00000066629","ENSG00000066629.11",TRUE,"chr14",99204030,100204030,101204030,"+"
"29","ENSG00000066739","ENSG00000066739.7",TRUE,"chr14",95829678,96829678,97829678,"-"
"30","ENSG00000070182","ENSG00000070182.12",TRUE,"chr14",64346625,65346625,66346625,"-"
"31","ENSG00000070269","ENSG00000070269.9",TRUE,"chr14",55955072,56955072,57955072,"+"
"32","ENSG00000070367","ENSG00000070367.11",TRUE,"chr14",56735623,57735623,58735623,"-"
"33","ENSG00000070778","ENSG00000070778.8",TRUE,"chr14",88021351,89021351,90021351,"-"
"34","ENSG00000071246","ENSG00000071246.5",TRUE,"chr14",76227811,77227811,78227811,"+"
"35","ENSG00000071537","ENSG00000071537.8",TRUE,"chr14",81000197,82000197,83000197,"-"
"36","ENSG00000072042","ENSG00000072042.8",TRUE,"chr14",67162510,68162510,69162510,"-"
"37","ENSG00000072110","ENSG00000072110.9",TRUE,"chr14",68446157,69446157,70446157,"-"
"38","ENSG00000072121","ENSG00000072121.10",TRUE,"chr14",67283307,68283307,69283307,"-"
"39","ENSG00000072415","ENSG00000072415.4",TRUE,"chr14",66707430,67707430,68707430,"+"
"40","ENSG00000073712","ENSG00000073712.9",TRUE,"chr14",52419153,53419153,54419153,"-"
"41","ENSG00000075413","ENSG00000075413.12",TRUE,"chr14",102851714,103851714,104851714,"+"
"42","ENSG00000078304","ENSG00000078304.12",TRUE,"chr14",101228135,102228135,103228135,"+"
"43","ENSG00000080815","ENSG00000080815.13",TRUE,"chr14",72603126,73603126,74603126,"+"
"44","ENSG00000080823","ENSG00000080823.16",TRUE,"chr14",101771527,102771527,103771527,"-"
"45","ENSG00000080824","ENSG00000080824.13",TRUE,"chr14",101606036,102606036,103606036,"-"
"46","ENSG00000081177","ENSG00000081177.12",TRUE,"chr14",68658228,69658228,70658228,"+"
"47","ENSG00000081181","ENSG00000081181.3",TRUE,"chr14",67086637,68086637,69086637,"+"
"48","ENSG00000087299","ENSG00000087299.6",TRUE,"chr14",49778947,50778947,51778947,"-"
"49","ENSG00000087301","ENSG00000087301.4",TRUE,"chr14",52019240,53019240,54019240,"-"
"50","ENSG00000087302","ENSG00000087302.4",TRUE,"chr14",51456232,52456232,53456232,"+"
"51","ENSG00000087303","ENSG00000087303.11",TRUE,"chr14",51535946,52535946,53535946,"-"
"52","ENSG00000088808","ENSG00000088808.11",TRUE,"chr14",103313912,104313912,105313912,"-"
"53","ENSG00000089723","ENSG00000089723.5",TRUE,"chr14",93492686,94492686,95492686,"+"
"54","ENSG00000089737","ENSG00000089737.10",TRUE,"chr14",93547558,94547558,95547558,"-"
"55","ENSG00000089775","ENSG00000089775.6",TRUE,"chr14",63971931,64971931,65971931,"-"
"56","ENSG00000089902","ENSG00000089902.7",TRUE,"chr14",102058986,103058986,104058986,"+"
"57","ENSG00000089916","ENSG00000089916.12",TRUE,"chr14",75618259,76618259,77618259,"+"
"58","ENSG00000090060","ENSG00000090060.12",TRUE,"chr14",95967770,96967770,97967770,"+"
"59","ENSG00000090061","ENSG00000090061.12",TRUE,"chr14",98947506,99947506,100947506,"+"
"60","ENSG00000092009","ENSG00000092009.6",TRUE,"chr14",23977471,24977471,25977471,"-"
"61","ENSG00000092010","ENSG00000092010.10",TRUE,"chr14",23605372,24605372,25605372,"+"
"62","ENSG00000092020","ENSG00000092020.6",TRUE,"chr14",34591723,35591723,36591723,"-"
"63","ENSG00000092036","ENSG00000092036.12",TRUE,"chr14",22426370,23426370,24426370,"-"
"64","ENSG00000092051","ENSG00000092051.10",TRUE,"chr14",23047999,24047999,25047999,"-"
"65","ENSG00000092054","ENSG00000092054.11",TRUE,"chr14",22904869,23904869,24904869,"-"
"66","ENSG00000092094","ENSG00000092094.5",TRUE,"chr14",19923248,20923248,21923248,"-"
"67","ENSG00000092096","ENSG00000092096.10",TRUE,"chr14",22822121,23822121,24822121,"-"
"68","ENSG00000092098","ENSG00000092098.10",TRUE,"chr14",23615892,24615892,25615892,"+"
"69","ENSG00000092108","ENSG00000092108.15",TRUE,"chr14",30091497,31091497,32091497,"+"
"70","ENSG00000092140","ENSG00000092140.10",TRUE,"chr14",30028364,31028364,32028364,"+"
"71","ENSG00000092148","ENSG00000092148.7",TRUE,"chr14",30677010,31677010,32677010,"-"
"72","ENSG00000092199","ENSG00000092199.12",TRUE,"chr14",20737653,21737653,22737653,"-"
"73","ENSG00000092200","ENSG00000092200.8",TRUE,"chr14",20748242,21748242,22748242,"+"
"74","ENSG00000092201","ENSG00000092201.4",TRUE,"chr14",20852178,21852178,22852178,"-"
"75","ENSG00000092203","ENSG00000092203.7",TRUE,"chr14",20944756,21944756,22944756,"+"
"76","ENSG00000092208","ENSG00000092208.11",TRUE,"chr14",38583489,39583489,40583489,"+"
"77","ENSG00000092295","ENSG00000092295.7",TRUE,"chr14",23733638,24733638,25733638,"-"
"78","ENSG00000092330","ENSG00000092330.11",TRUE,"chr14",23711880,24711880,25711880,"-"
"79","ENSG00000099814","ENSG00000099814.8",TRUE,"chr14",104331605,105331605,106331605,"+"
"80","ENSG00000100433","ENSG00000100433.11",TRUE,"chr14",87793251,88793251,89793251,"-"
"81","ENSG00000100439","ENSG00000100439.6",TRUE,"chr14",22067146,23067146,24067146,"+"
"82","ENSG00000100441","ENSG00000100441.5",TRUE,"chr14",23898492,24898492,25898492,"+"
"83","ENSG00000100442","ENSG00000100442.6",TRUE,"chr14",44604522,45604522,46604522,"-"
"84","ENSG00000100445","ENSG00000100445.11",TRUE,"chr14",23912111,24912111,25912111,"-"
"85","ENSG00000100450","ENSG00000100450.6",TRUE,"chr14",24078905,25078905,26078905,"-"
"86","ENSG00000100453","ENSG00000100453.7",TRUE,"chr14",24103473,25103473,26103473,"-"
"87","ENSG00000100461","ENSG00000100461.12",TRUE,"chr14",22388391,23388391,24388391,"-"
"88","ENSG00000100462","ENSG00000100462.11",TRUE,"chr14",22398617,23398617,24398617,"-"
"89","ENSG00000100473","ENSG00000100473.10",TRUE,"chr14",30343720,31343720,32343720,"+"
"90","ENSG00000100478","ENSG00000100478.10",TRUE,"chr14",30494312,31494312,32494312,"+"
"91","ENSG00000100479","ENSG00000100479.7",TRUE,"chr14",49155140,50155140,51155140,"-"
"92","ENSG00000100483","ENSG00000100483.8",TRUE,"chr14",49583318,50583318,51583318,"-"
"93","ENSG00000100485","ENSG00000100485.7",TRUE,"chr14",49698296,50698296,51698296,"-"
"94","ENSG00000100490","ENSG00000100490.5",TRUE,"chr14",49883179,50883179,51883179,"-"
"95","ENSG00000100503","ENSG00000100503.16",TRUE,"chr14",50297880,51297880,52297880,"-"
"96","ENSG00000100504","ENSG00000100504.11",TRUE,"chr14",50411201,51411201,52411201,"-"
"97","ENSG00000100505","ENSG00000100505.9",TRUE,"chr14",50562779,51562779,52562779,"-"
"98","ENSG00000100519","ENSG00000100519.6",TRUE,"chr14",52173896,53173896,54173896,"+"
"99","ENSG00000100522","ENSG00000100522.4",TRUE,"chr14",52258386,53258386,54258386,"-"
"100","ENSG00000100523","ENSG00000100523.9",TRUE,"chr14",52620041,53620041,54620041,"-"
"101","ENSG00000100526","ENSG00000100526.13",TRUE,"chr14",53863567,54863567,55863567,"+"
"102","ENSG00000100528","ENSG00000100528.7",TRUE,"chr14",53908109,54908109,55908109,"-"
"103","ENSG00000100532","ENSG00000100532.7",TRUE,"chr14",53976530,54976530,55976530,"+"
"104","ENSG00000100554","ENSG00000100554.7",TRUE,"chr14",66826982,67826982,68826982,"-"
"105","ENSG00000100557","ENSG00000100557.5",TRUE,"chr14",56960585,57960585,58960585,"-"
"106","ENSG00000100564","ENSG00000100564.4",TRUE,"chr14",67067003,68067003,69067003,"-"
"107","ENSG00000100567","ENSG00000100567.8",TRUE,"chr14",57711561,58711561,59711561,"+"
