"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000141956","ENSG00000141956.8",TRUE,"chr21",42299591,43299591,44299591,"-"
"2","ENSG00000141959","ENSG00000141959.11",TRUE,"chr21",44719934,45719934,46719934,"+"
"3","ENSG00000142149","ENSG00000142149.4",TRUE,"chr21",32245333,33245333,34245333,"+"
"4","ENSG00000142156","ENSG00000142156.9",TRUE,"chr21",46401684,47401684,48401684,"+"
"5","ENSG00000142166","ENSG00000142166.8",TRUE,"chr21",33696734,34696734,35696734,"+"
"6","ENSG00000142168","ENSG00000142168.9",TRUE,"chr21",32031979,33031979,34031979,"+"
"7","ENSG00000142173","ENSG00000142173.10",TRUE,"chr21",46518026,47518026,48518026,"+"
"8","ENSG00000142178","ENSG00000142178.7",TRUE,"chr21",43847011,44847011,45847011,"-"
"9","ENSG00000142185","ENSG00000142185.11",TRUE,"chr21",44770046,45770046,46770046,"+"
"10","ENSG00000142188","ENSG00000142188.10",TRUE,"chr21",33852281,34852281,35852281,"-"
"11","ENSG00000142192","ENSG00000142192.14",TRUE,"chr21",26543446,27543446,28543446,"-"
"12","ENSG00000142197","ENSG00000142197.7",TRUE,"chr21",36529080,37529080,38529080,"+"
"13","ENSG00000142207","ENSG00000142207.5",TRUE,"chr21",32765321,33765321,34765321,"-"
"14","ENSG00000154639","ENSG00000154639.14",TRUE,"chr21",17885361,18885361,19885361,"+"
"15","ENSG00000154640","ENSG00000154640.10",TRUE,"chr21",17985263,18985263,19985263,"-"
"16","ENSG00000154642","ENSG00000154642.6",TRUE,"chr21",18191703,19191703,20191703,"-"
"17","ENSG00000154645","ENSG00000154645.8",TRUE,"chr21",18273580,19273580,20273580,"+"
"18","ENSG00000154654","ENSG00000154654.9",TRUE,"chr21",21370727,22370727,23370727,"+"
"19","ENSG00000154719","ENSG00000154719.9",TRUE,"chr21",25979829,26979829,27979829,"-"
"20","ENSG00000154721","ENSG00000154721.9",TRUE,"chr21",26011570,27011570,28011570,"+"
"21","ENSG00000154723","ENSG00000154723.8",TRUE,"chr21",26107984,27107984,28107984,"-"
"22","ENSG00000154727","ENSG00000154727.6",TRUE,"chr21",26106881,27106881,28106881,"+"
"23","ENSG00000155304","ENSG00000155304.4",TRUE,"chr21",14755805,15755805,16755805,"-"
"24","ENSG00000155307","ENSG00000155307.13",TRUE,"chr21",15031142,16031142,17031142,"-"
"25","ENSG00000155313","ENSG00000155313.11",TRUE,"chr21",16102301,17102301,18102301,"+"
"26","ENSG00000156239","ENSG00000156239.7",TRUE,"chr21",29257693,30257693,31257693,"-"
"27","ENSG00000156253","ENSG00000156253.2",TRUE,"chr21",29391681,30391681,31391681,"-"
"28","ENSG00000156256","ENSG00000156256.10",TRUE,"chr21",29396950,30396950,31396950,"+"
"29","ENSG00000156261","ENSG00000156261.7",TRUE,"chr21",29446118,30446118,31446118,"-"
"30","ENSG00000156265","ENSG00000156265.11",TRUE,"chr21",29449792,30449792,31449792,"+"
"31","ENSG00000156273","ENSG00000156273.10",TRUE,"chr21",29566392,30566392,31566392,"+"
"32","ENSG00000156299","ENSG00000156299.6",TRUE,"chr21",31932290,32932290,33932290,"-"
"33","ENSG00000156304","ENSG00000156304.9",TRUE,"chr21",32104431,33104431,34104431,"-"
"34","ENSG00000157538","ENSG00000157538.8",TRUE,"chr21",37640220,38640220,39640220,"-"
