"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000005810","ENSG00000005810.12",TRUE,"chr13",76901229,77901229,78901229,"-"
"2","ENSG00000005812","ENSG00000005812.6",TRUE,"chr13",76601330,77601330,78601330,"-"
"3","ENSG00000023516","ENSG00000023516.7",TRUE,"chr13",41846288,42846288,43846288,"+"
"4","ENSG00000027001","ENSG00000027001.7",TRUE,"chr13",23463539,24463539,25463539,"-"
"5","ENSG00000032742","ENSG00000032742.12",TRUE,"chr13",20141277,21141277,22141277,"+"
"6","ENSG00000041515","ENSG00000041515.9",TRUE,"chr13",108248500,109248500,110248500,"+"
"7","ENSG00000065150","ENSG00000065150.12",TRUE,"chr13",97605912,98605912,99605912,"+"
"8","ENSG00000068650","ENSG00000068650.12",TRUE,"chr13",112344352,113344352,114344352,"+"
"9","ENSG00000073910","ENSG00000073910.13",TRUE,"chr13",31420850,32420850,33420850,"+"
"10","ENSG00000080618","ENSG00000080618.8",TRUE,"chr13",45679168,46679168,47679168,"-"
"11","ENSG00000083520","ENSG00000083520.10",TRUE,"chr13",72356234,73356234,74356234,"-"
"12","ENSG00000083535","ENSG00000083535.10",TRUE,"chr13",72356271,73356271,74356271,"+"
"13","ENSG00000083544","ENSG00000083544.8",TRUE,"chr13",59970591,60970591,61970591,"+"
"14","ENSG00000083635","ENSG00000083635.7",TRUE,"chr13",44563606,45563606,46563606,"-"
"15","ENSG00000083642","ENSG00000083642.13",TRUE,"chr13",32160589,33160589,34160589,"+"
"16","ENSG00000088387","ENSG00000088387.12",TRUE,"chr13",98738879,99738879,100738879,"-"
"17","ENSG00000088448","ENSG00000088448.9",TRUE,"chr13",110567416,111567416,112567416,"-"
"18","ENSG00000088451","ENSG00000088451.6",TRUE,"chr13",94248496,95248496,96248496,"-"
"19","ENSG00000102445","ENSG00000102445.13",TRUE,"chr13",46012325,47012325,48012325,"-"
"20","ENSG00000102471","ENSG00000102471.9",TRUE,"chr13",79055259,80055259,81055259,"+"
"21","ENSG00000102524","ENSG00000102524.6",TRUE,"chr13",107903588,108903588,109903588,"+"
