"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"1","ENSG00000002016","ENSG00000002016.11",TRUE,"chr12",99219,1099219,2099219,"-"
"2","ENSG00000003056","ENSG00000003056.3",TRUE,"chr12",8102551,9102551,10102551,"-"
"3","ENSG00000004478","ENSG00000004478.5",TRUE,"chr12",1904136,2904136,3904136,"+"
"4","ENSG00000004700","ENSG00000004700.11",TRUE,"chr12",20654603,21654603,22654603,"-"
"5","ENSG00000005175","ENSG00000005175.5",TRUE,"chr12",47099813,48099813,49099813,"-"
"6","ENSG00000006831","ENSG00000006831.9",TRUE,"chr12",797740,1797740,2797740,"+"
"7","ENSG00000008323","ENSG00000008323.11",TRUE,"chr12",5419602,6419602,7419602,"+"
"8","ENSG00000008394","ENSG00000008394.7",TRUE,"chr12",15500076,16500076,17500076,"+"
"9","ENSG00000008405","ENSG00000008405.6",TRUE,"chr12",106487327,107487327,108487327,"-"
"10","ENSG00000010219","ENSG00000010219.8",TRUE,"chr12",3671370,4671370,5671370,"+"
"11","ENSG00000010278","ENSG00000010278.6",TRUE,"chr12",5308881,6308881,7308881,"+"
"12","ENSG00000010292","ENSG00000010292.7",TRUE,"chr12",5602522,6602522,7602522,"+"
"13","ENSG00000010295","ENSG00000010295.13",TRUE,"chr12",5665239,6665239,7665239,"-"
"14","ENSG00000010379","ENSG00000010379.10",TRUE,"chr12",-627961,372039,1372039,"-"
"15","ENSG00000010610","ENSG00000010610.5",TRUE,"chr12",5896024,6896024,7896024,"+"
"16","ENSG00000010626","ENSG00000010626.10",TRUE,"chr12",5982733,6982733,7982733,"+"
"17","ENSG00000011105","ENSG00000011105.7",TRUE,"chr12",2186521,3186521,4186521,"+"
"18","ENSG00000012504","ENSG00000012504.9",TRUE,"chr12",99867486,100867486,101867486,"+"
"19","ENSG00000012822","ENSG00000012822.9",TRUE,"chr12",53121529,54121529,55121529,"-"
"20","ENSG00000013503","ENSG00000013503.4",TRUE,"chr12",105751526,106751526,107751526,"+"
"21","ENSG00000013573","ENSG00000013573.11",TRUE,"chr12",30226794,31226794,32226794,"+"
"22","ENSG00000013583","ENSG00000013583.4",TRUE,"chr12",12153199,13153199,14153199,"-"
"23","ENSG00000013588","ENSG00000013588.5",TRUE,"chr12",12044493,13044493,14044493,"+"
"24","ENSG00000015153","ENSG00000015153.10",TRUE,"chr12",41632151,42632151,43632151,"-"
"25","ENSG00000017427","ENSG00000017427.11",TRUE,"chr12",101875522,102875522,103875522,"-"
"26","ENSG00000022840","ENSG00000022840.9",TRUE,"chr12",119971283,120971283,121971283,"+"
"27","ENSG00000023697","ENSG00000023697.8",TRUE,"chr12",15064236,16064236,17064236,"+"
"28","ENSG00000023734","ENSG00000023734.6",TRUE,"chr12",15035321,16035321,17035321,"+"
"29","ENSG00000025423","ENSG00000025423.7",TRUE,"chr12",56145945,57145945,58145945,"+"
"30","ENSG00000028203","ENSG00000028203.12",TRUE,"chr12",94611522,95611522,96611522,"+"
"31","ENSG00000029153","ENSG00000029153.10",TRUE,"chr12",26485787,27485787,28485787,"+"
"32","ENSG00000033030","ENSG00000033030.9",TRUE,"chr12",121985620,122985620,123985620,"-"
"33","ENSG00000037897","ENSG00000037897.12",TRUE,"chr12",57165902,58165902,59165902,"-"
"34","ENSG00000047621","ENSG00000047621.7",TRUE,"chr12",3647674,4647674,5647674,"-"
"35","ENSG00000048540","ENSG00000048540.9",TRUE,"chr12",15763528,16763528,17763528,"-"
"36","ENSG00000049130","ENSG00000049130.7",TRUE,"chr12",87974628,88974628,89974628,"-"
"37","ENSG00000050405","ENSG00000050405.7",TRUE,"chr12",49677329,50677329,51677329,"-"
"38","ENSG00000050426","ENSG00000050426.9",TRUE,"chr12",50441745,51441745,52441745,"+"
"39","ENSG00000050438","ENSG00000050438.9",TRUE,"chr12",50785101,51785101,52785101,"+"
"40","ENSG00000051825","ENSG00000051825.9",TRUE,"chr12",122728561,123728561,124728561,"-"
"41","ENSG00000052126","ENSG00000052126.9",TRUE,"chr12",18282667,19282667,20282667,"+"
"42","ENSG00000053702","ENSG00000053702.9",TRUE,"chr12",1944710,2944710,3944710,"-"
"43","ENSG00000057294","ENSG00000057294.8",TRUE,"chr12",32049711,33049711,34049711,"-"
"44","ENSG00000057704","ENSG00000057704.6",TRUE,"chr12",94044333,95044333,96044333,"-"
"45","ENSG00000058272","ENSG00000058272.10",TRUE,"chr12",79329240,80329240,81329240,"-"
"46","ENSG00000059758","ENSG00000059758.3",TRUE,"chr12",95794258,96794258,97794258,"-"
"47","ENSG00000059804","ENSG00000059804.10",TRUE,"chr12",7088783,8088783,9088783,"-"
"48","ENSG00000060138","ENSG00000060138.8",TRUE,"chr12",9875922,10875922,11875922,"-"
"49","ENSG00000060140","ENSG00000060140.4",TRUE,"chr12",9826917,10826917,11826917,"-"
"50","ENSG00000060237","ENSG00000060237.11",TRUE,"chr12",-138255,861745,1861745,"+"
"51","ENSG00000060709","ENSG00000060709.8",TRUE,"chr12",130200826,131200826,132200826,"-"
"52","ENSG00000060982","ENSG00000060982.10",TRUE,"chr12",24102035,25102035,26102035,"-"
"53","ENSG00000061273","ENSG00000061273.12",TRUE,"chr12",47226915,48226915,49226915,"-"
"54","ENSG00000061794","ENSG00000061794.7",TRUE,"chr12",26863755,27863755,28863755,"+"
"55","ENSG00000061936","ENSG00000061936.4",TRUE,"chr12",131195626,132195626,133195626,"+"
"56","ENSG00000061987","ENSG00000061987.9",TRUE,"chr12",61860597,62860597,63860597,"+"
"57","ENSG00000062485","ENSG00000062485.12",TRUE,"chr12",55694175,56694175,57694175,"-"
"58","ENSG00000063046","ENSG00000063046.12",TRUE,"chr12",52400066,53400066,54400066,"+"
"59","ENSG00000064102","ENSG00000064102.9",TRUE,"chr12",26091259,27091259,28091259,"-"
"60","ENSG00000064115","ENSG00000064115.6",TRUE,"chr12",26167367,27167367,28167367,"-"
"61","ENSG00000064763","ENSG00000064763.5",TRUE,"chr12",28302036,29302036,30302036,"+"
"62","ENSG00000065357","ENSG00000065357.14",TRUE,"chr12",55321103,56321103,57321103,"+"
