ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,133521.5,0.84240896,0.15763674,0.31527348,0.99978358,0.6266478180212014
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,335091,0.97642703,0.02357782,0.04715563,0.99978358,0.32551364732142857
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,462782,0.63873476,0.36129111,0.72258221,0.9789872002724795,0.9975202687332738
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,153470,0.3138962,0.68622932,0.6277925,0.6515373154981551,0.9975202687332738
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,382786.5,0.5874403,0.41262042,0.8252408,0.9234829608938547,0.9975202687332738
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,506292,0.9118286,0.08819032,0.1763806,0.99978358,0.49607055
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,158753,0.006032911,0.99397353,0.01206582,0.5171358907185629,0.9975202687332738
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,387438.5,0.284146254,0.71591355,0.56829251,0.6194342367277992,0.9975202687332738
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,515575,0.609132094,0.39091708,0.78183417,0.947819648340249,0.9975202687332738
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,151311,0.698596,0.301633655,0.60326731,0.99978358,0.9279683492827868
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,380289,0.8712076,0.128853228,0.257706456,0.99978358,0.5858586462450593
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,516622,0.5923564,0.407724819,0.815449639,0.9281350278551532,0.9975202687332738
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,155860,0.17283077,0.82723337,0.3456615,0.5528631924715909,0.9975202687332738
