ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Maximum FST,Correlation Test,1,NA,-0.04288491,0.994409709,0.005590291,0.01118058,0.9988253826634103,0.7661495112442396
Absolute Distance to TSS,Maximum FST,Correlation Test,2,NA,-0.03058749,0.965221235,0.034778765,0.06955753,0.9866298915162456,0.7661495112442396
Absolute Distance to TSS,Maximum FST,Correlation Test,3,NA,-0.004074557,0.592924749,0.407075251,0.8141505,0.9742107266666667,0.816315795888298
CTCF Binding Site,Maximum FST,Correlation Test,1,NA,0.0119771,0.2377393,0.762260679,0.47547864,0.9742107266666667,0.9603703479066666
CTCF Binding Site,Maximum FST,Correlation Test,2,NA,-0.005860293,0.6369155,0.363084547,0.72616909,0.9742107266666667,0.795720190909091
CTCF Binding Site,Maximum FST,Correlation Test,3,NA,0.001330593,0.4691672,0.530832799,0.9383344,0.9742107266666667,0.8552306206111112
Enhancer,Maximum FST,Correlation Test,1,NA,0.00869055,0.30233391,0.697666087,0.60466783,0.9742107266666667,0.9415994563210024
Enhancer,Maximum FST,Correlation Test,2,NA,0.02091362,0.10565392,0.894346084,0.21130783,0.9742107266666667,0.962151001682243
Enhancer,Maximum FST,Correlation Test,3,NA,-0.01674941,0.83495034,0.165049662,0.33009932,0.9742107266666667,0.7661495112442396
Open chromatin,Maximum FST,Correlation Test,1,NA,-0.02173128,0.9023144,0.09768558,0.19537116,0.9742107266666667,0.7661495112442396
Open chromatin,Maximum FST,Correlation Test,2,NA,-0.01191818,0.7618543,0.238145721,0.476291441,0.9742107266666667,0.7661495112442396
Open chromatin,Maximum FST,Correlation Test,3,NA,0.002178936,0.4495937,0.550406326,0.899187349,0.9742107266666667,0.8594372355122951
Promoter Flanking Region,Maximum FST,Correlation Test,1,NA,0.01762969,0.1467971,0.8532029,0.29359421,0.9742107266666667,0.962151001682243
Promoter Flanking Region,Maximum FST,Correlation Test,2,NA,-0.007276647,0.66815057,0.33184943,0.66369886,0.9742107266666667,0.7901509585894737
Promoter Flanking Region,Maximum FST,Correlation Test,3,NA,7.172441e-4,0.48337056,0.51662944,0.96674113,0.9742107266666667,0.8451202870359713
Promoter,Maximum FST,Correlation Test,1,NA,-0.03382786,0.9780237,0.02197632,0.04395265,0.9920581208071748,0.7661495112442396
Promoter,Maximum FST,Correlation Test,2,NA,-0.007566439,0.674275,0.32572497,0.65144993,0.9742107266666667,0.7845117314556962
Promoter,Maximum FST,Correlation Test,3,NA,-0.002023522,0.54678,0.45322004,0.90644008,0.9742107266666667,0.8227798799999999
TF binding site,Maximum FST,Correlation Test,1,NA,0.005466472,0.37234978,0.62765022,0.74469955,0.9742107266666667,0.9042960494522293
TF binding site,Maximum FST,Correlation Test,2,NA,-0.01486373,0.81278646,0.18721354,0.37442707,0.9742107266666667,0.7661495112442396
TF binding site,Maximum FST,Correlation Test,3,NA,-0.02206893,0.90027141,0.09972859,0.19945719,0.9742107266666667,0.7661495112442396
CADD.RawScore,Maximum FST,Correlation Test,1,NA,-0.02200288,0.90482779,0.09517221,0.1903444,0.9742107266666667,0.7661495112442396
CADD.RawScore,Maximum FST,Correlation Test,2,NA,-0.007011897,0.66221726,0.33778274,0.6755655,0.9742107266666667,0.795720190909091
CADD.RawScore,Maximum FST,Correlation Test,3,NA,0.01267009,0.23091938,0.76908062,0.4618388,0.9742107266666667,0.9604688561258279
CADD.PHRED,Maximum FST,Correlation Test,1,NA,-0.0199108,0.88199508,0.11800492,0.2360098,0.9742107266666667,0.7661495112442396
CADD.PHRED,Maximum FST,Correlation Test,2,NA,-0.006889401,0.65954086,0.34045914,0.6809183,0.9742107266666667,0.795720190909091
CADD.PHRED,Maximum FST,Correlation Test,3,NA,0.01303135,0.2245834,0.7754166,0.4491668,0.9742107266666667,0.9615867707843138
SIFTval,Maximum FST,Correlation Test,1,NA,0.698405,0.01818821,0.98181179,0.03637642,0.9742107266666667,0.9880228237900357
SIFTval,Maximum FST,Correlation Test,2,NA,0.1238751,0.42134083,0.57865917,0.84268166,0.9742107266666667,0.8735357112782957
