ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1469501,0.909457992,0.090546963,0.18109393,0.9929011634813498,0.7567663536986302
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1705416,0.018142804,0.981858398,0.03628561,0.9344756597222221,0.9853432547808341
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1852732,0.008151635,0.991848928,0.01630327,0.9344756597222221,0.991848928
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1574553,0.6229418,0.377081458,0.75416292,0.9929011634813498,0.9657726873422053
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1657050,0.9923927,0.007608429,0.01521686,0.9959149456078084,0.7567663536986302
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1798350,0.9807681,0.019234155,0.03846831,0.9929011634813498,0.7567663536986302
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1596266,0.1065598,0.893452678,0.2131196,0.9344756597222221,0.9657726873422053
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1709134,0.36864276,0.631378289,0.73728552,0.9369324978876404,0.9657726873422053
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1849282,0.34241889,0.657600332,0.68483779,0.9344756597222221,0.9657726873422053
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1566459,0.9281463,0.071868806,0.143737612,0.9929011634813498,0.7567663536986302
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1701368,0.5642976,0.435738682,0.871477363,0.9879575628482972,0.9657726873422053
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1839928,0.5553689,0.44466549,0.889330981,0.9867209237129485,0.9657726873422053
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1604248,0.13078682,0.86922224,0.26157364,0.9344756597222221,0.9657726873422053
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1706892,0.41340594,0.58660829,0.82681187,0.952265006395112,0.9657726873422053
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1837264,0.55254341,0.44747008,0.89494015,0.9867209237129485,0.9657726873422053
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1551104,0.8922772,0.10773213,0.21546426,0.9929011634813498,0.7788372346772726
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1713711,0.1935766,0.80643624,0.38715321,0.9344756597222221,0.9657726873422053
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1793311,0.9662085,0.03379488,0.06758975,0.9929011634813498,0.7567663536986302
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1580092,0.34970335,0.65036286,0.6994067,0.9344756597222221,0.9657726873422053
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1712419,0.04816846,0.95184599,0.09633693,0.9344756597222221,0.9769234326528776
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,1842321,0.43302852,0.56702753,0.86605705,0.9569399835937501,0.9657726873422053
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,1558514,0.67041985,0.32959082,0.6591816,0.9929011634813498,0.9455866258837772
