ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.01837755,0.88570644,0.11429356,0.22858712,0.9741328344537815,0.8741293753019447
Absolute Distance to TSS,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.02609713,0.968381834,0.031618166,0.06323633,0.9852382849056605,0.8741293753019447
Absolute Distance to TSS,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.02254391,0.950481454,0.049518546,0.09903709,0.9776908555555555,0.8741293753019447
CTCF Binding Site,Posterior Probability of Top SNV,Correlation Test,1,NA,0.008868358,0.2783208,0.721679214,0.55664157,0.9741328344537815,0.8741293753019447
CTCF Binding Site,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.004515546,0.6277101,0.372289938,0.74457988,0.9741328344537815,0.8741293753019447
CTCF Binding Site,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.008662867,0.7398951,0.260104896,0.52020979,0.9741328344537815,0.8741293753019447
Enhancer,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.008938415,0.7232132,0.2767868,0.5535736,0.9741328344537815,0.8741293753019447
Enhancer,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.006681198,0.68511412,0.314885883,0.62977177,0.9741328344537815,0.8741293753019447
Enhancer,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.002674923,0.57869231,0.421307687,0.84261537,0.9741328344537815,0.8741293753019447
Open chromatin,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.005312195,0.6376233,0.362376665,0.724753331,0.9741328344537815,0.8741293753019447
Open chromatin,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.04022881,0.9981558,0.001844201,0.003688401,0.9999911,0.52144783275
Open chromatin,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.01175238,0.8084945,0.191505455,0.383010909,0.9741328344537815,0.8741293753019447
Promoter Flanking Region,Posterior Probability of Top SNV,Correlation Test,1,NA,0.0134747,0.1859047,0.8140953,0.3718094,0.9741328344537815,0.8878235047687861
Promoter Flanking Region,Posterior Probability of Top SNV,Correlation Test,2,NA,0.001647325,0.45270036,0.54729964,0.90540072,0.9741328344537815,0.8741293753019447
Promoter Flanking Region,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.02256619,0.95303872,0.04696128,0.09392256,0.9776908555555555,0.8741293753019447
Promoter,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.02010659,0.9085632,0.09143679,0.18287358,0.9741328344537815,0.8741293753019447
Promoter,Posterior Probability of Top SNV,Correlation Test,2,NA,0.011065,0.2125772,0.78742276,0.42515449,0.9741328344537815,0.8792341945142297
Promoter,Posterior Probability of Top SNV,Correlation Test,3,NA,0.009101593,0.2498457,0.75015432,0.49969135,0.9741328344537815,0.8741293753019447
TF binding site,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.003268408,0.58574674,0.41425326,0.82850653,0.9741328344537815,0.8741293753019447
TF binding site,Posterior Probability of Top SNV,Correlation Test,2,NA,0.01574102,0.12804892,0.87195108,0.25609784,0.9741328344537815,0.9083392801657458
TF binding site,Posterior Probability of Top SNV,Correlation Test,3,NA,0.02636714,0.0251567,0.9748433,0.0503134,0.9741328344537815,0.9791720890763764
CADD.RawScore,Posterior Probability of Top SNV,Correlation Test,1,NA,0.02327203,0.06161521,0.93838479,0.1232304,0.9741328344537815,0.9509974887903225
