ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,49985,0.18681171,0.8132891,0.3736234,0.9988770899733808,0.8235008017040358
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,224482.5,0.20266642,0.7973681,0.4053328,0.9988770899733808,0.8110167431531532
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,302680.5,0.20135463,0.7986716,0.4027093,0.9988770899733808,0.8116113738973897
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,50055,0.71218011,0.288083849,0.576167697,0.9988770899733808,0.437216223457944
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,236228.5,0.77976168,0.220301773,0.440603545,0.9988770899733808,0.3965531780095542
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,316489.5,0.63789895,0.362163714,0.724327429,0.9988770899733808,0.47938523266119576
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,50528.5,0.575257,0.42504043,0.85008086,0.9988770899733808,0.5220892990760869
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,242255,0.2941059,0.70597099,0.5882119,0.9988770899733808,0.7298912524816851
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,312759.5,0.8456151,0.15442635,0.30885271,0.9988770899733808,0.3655080694968553
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,50718,0.5350441,0.46553368,0.93106736,0.9988770899733808,0.5506716655209205
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,239517.5,0.5420955,0.45803852,0.91607703,0.9988770899733808,0.5452759584421053
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,321751.5,0.1675885,0.83248816,0.33517704,0.9988770899733808,0.8421856027240143
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,51033,0.44826889,0.55193323,0.89653777,0.9988770899733808,0.6032261536011618
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,236594,0.69104153,0.30901276,0.61802552,0.9988770899733808,0.45098205483204135
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,315523.5,0.64232535,0.35771889,0.71543778,0.9988770899733808,0.47625545614386794
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,48339.5,0.9272426062,0.07284691,0.1456938204,0.9988770899733808,0.32043990572692305
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,241529,0.3291961018,0.67087887,0.6583922036,0.9988770899733808,0.7000205584380776
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,314878.5,0.6527714039,0.34728918,0.6945783689,0.9988770899733808,0.47013127604316546
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,51114.5,0.30797568,0.6925493,0.61595136,0.9988770899733808,0.7193083345906164
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,241090.5,0.20679063,0.7933946,0.41358127,0.9988770899733808,0.8077028885482417
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,318573,0.50504816,0.4951354,0.9902708,0.9988770899733808,0.5692544466395112
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,45710,0.8107797,0.18932018,0.37864036,0.9988770899733808,0.3796491709058614
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,237185.5,0.1963401,0.8036922,0.39268019,0.9988770899733808,0.8159788613309352
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,297190,0.8339105,0.16611182,0.33222364,0.9988770899733808,0.36869685303675054
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,46835.5,0.6792676,0.32086448,0.64172897,0.9988770899733808,0.4557646393742178
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,237260,0.1939428,0.80608923,0.38788564,0.9988770899733808,0.8172776272890485
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,298887.5,0.7932324,0.20679313,0.41358627,0.9988770899733808,0.3859775374710744
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,0,1,0.3333333,0.6666667,1,0.4599037193666261
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,1,0.75,0.5,1,0.9988770899733808,0.5707785642062689
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,0,1,0.33333333,0.6666667,1,0.4599037193666261
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,2,0.5,0.75,1,0.9988770899733808,0.7655967450271247
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,NA,NA,NA,NA,NA,NA
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,47910.5,0.51870247,0.48144469,0.96288938,0.9988770899733808,0.561519684927686
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,223300,0.74311277,0.25692498,0.51384997,0.9988770899733808,0.41840096939741755
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,282814.5,0.98389953,0.01610408,0.03220816,0.9988770899733808,0.32043990572692305
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,48731,0.39894207,0.60120049,0.79788413,0.9988770899733808,0.644591978357075
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,247308.5,0.01542474,0.9845798,0.03084948,0.9988770899733808,0.9854526544326241
mamPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,291709,0.91035691,0.08965764,0.17931527,0.9988770899733808,0.32864660562111797
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,48049,0.49830587,0.50184144,0.99661174,0.9988770899733808,0.5720520416347123
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,250402.5,0.005844592,0.99415735,0.01168918,0.9988770899733808,0.99415735
verPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,293935.5,0.873473097,0.12654555,0.2530911,0.9988770899733808,0.3459886133253588
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,40654.5,0.996978226,0.003025172,0.006050345,0.9988770899733808,0.32043990572692305
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,234898.5,0.278277586,0.721761566,0.556555172,0.9988770899733808,0.7421391694116575
GerpN,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,313185,0.321701958,0.678330144,0.643403916,0.9988770899733808,0.706489605697417
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,48161.5,0.490657269,0.50948983,0.981314539,0.9988770899733808,0.5767406834165835
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,239577.5,0.128435573,0.8715889,0.256871145,0.9988770899733808,0.878592739375
GerpS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,292326,0.920049538,0.07996377,0.159927545,0.9988770899733808,0.32772059683453236
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,44669,0.56096239,0.43918978,0.87837956,0.9988770899733808,0.5314525848017149
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,218769.5,0.46119928,0.53884895,0.92239856,0.9988770899733808,0.5952646424168296
bStatistic,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,295970.5,0.37072939,0.62930586,0.74145878,0.9988770899733808,0.6671233013521127
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,48659.5,0.41796478,0.582179234,0.83592957,0.9988770899733808,0.627175911437023
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,221197.5,0.8240929,0.175937356,0.35187471,0.9988770899733808,0.3707940577238806
LINSIGHT,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,317544,0.13513735,0.864882218,0.2702747,0.9988770899733808,0.8726112816103663
