ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,1,NA,117323,0.066,0.935,0.1416,0.9756146025878004,0.9527211191335742
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,2,NA,464521.5,0.9416,0.0576,0.1092,0.9779819687212511,0.8152845257903495
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,3,NA,730286.5,0.3602,0.6322,0.7228,0.9756146025878004,0.8274230508474575
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,1,NA,126399.5,0.0072,0.995,0.0128,0.9756146025878004,0.9967657497781722
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,2,NA,529322.5,0.816,0.1804,0.3436,0.9756146025878004,0.8152845257903495
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,3,NA,803428,0.1868,0.8196,0.3744,0.9756146025878004,0.8897388461538461
Enhancer,Slice Stability,Jonckheere-Terpstra Test,1,NA,122670.5,0.277,0.7062,0.578,0.9756146025878004,0.8509069370330844
Enhancer,Slice Stability,Jonckheere-Terpstra Test,2,NA,541899,0.1686,0.8352,0.3124,0.9756146025878004,0.8965525166191834
Enhancer,Slice Stability,Jonckheere-Terpstra Test,3,NA,791523.5,0.661,0.3382,0.688,0.9756146025878004,0.8152845257903495
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,1,NA,122164.5,0.2576,0.7416,0.498,0.9756146025878004,0.8572122199592669
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,2,NA,530262.5,0.896,0.1064,0.2168,0.9756146025878004,0.8152845257903495
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,3,NA,790840.5,0.7944,0.197,0.3972,0.9756146025878004,0.8152845257903495
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,1,NA,124327,0.1832,0.8328,0.3648,0.9756146025878004,0.8963119161105815
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,2,NA,515508,0.9876,0.017,0.0336,0.9911114666666667,0.8152845257903495
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,3,NA,796648.5,0.4536,0.5578,0.8936,0.9756146025878004,0.8265892857142857
Promoter,Slice Stability,Jonckheere-Terpstra Test,1,NA,119890,0.6444,0.3468,0.6892,0.9756146025878004,0.8152845257903495
Promoter,Slice Stability,Jonckheere-Terpstra Test,2,NA,537127,0.3404,0.6692,0.6656,0.9756146025878004,0.8290015283842794
Promoter,Slice Stability,Jonckheere-Terpstra Test,3,NA,815295,0.0022,0.996,0.0072,0.9756146025878004,0.9968829787234043
TF binding site,Slice Stability,Jonckheere-Terpstra Test,1,NA,121053,0.6728,0.341,0.6932,0.9756146025878004,0.8152845257903495
TF binding site,Slice Stability,Jonckheere-Terpstra Test,2,NA,535563,0.5144,0.4974,0.9556,0.9756146025878004,0.8212985549132947
TF binding site,Slice Stability,Jonckheere-Terpstra Test,3,NA,797917,0.2086,0.7862,0.412,0.9756146025878004,0.8725905697445973
CADD.RawScore,Slice Stability,Jonckheere-Terpstra Test,1,NA,112197,0.834,0.1636,0.3424,0.9756146025878004,0.8152845257903495
CADD.RawScore,Slice Stability,Jonckheere-Terpstra Test,2,NA,521610,0.2992,0.6918,0.5792,0.9756146025878004,0.8407343379978471
CADD.RawScore,Slice Stability,Jonckheere-Terpstra Test,3,NA,775936,0.4132,0.5806,0.826,0.9756146025878004,0.8274230508474575
CADD.PHRED,Slice Stability,Jonckheere-Terpstra Test,1,NA,113217,0.7592,0.2352,0.4656,0.9756146025878004,0.8152845257903495
CADD.PHRED,Slice Stability,Jonckheere-Terpstra Test,2,NA,522824.5,0.2742,0.729,0.5324,0.9756146025878004,0.8527105590062112
CADD.PHRED,Slice Stability,Jonckheere-Terpstra Test,3,NA,771365,0.5178,0.4726,0.9724,0.9756146025878004,0.8205985007496253
SIFTval,Slice Stability,Jonckheere-Terpstra Test,1,NA,1,0.677,0.6638,1,0.9756146025878004,0.8290015283842794
SIFTval,Slice Stability,Jonckheere-Terpstra Test,2,NA,1,0.7436,0.5032,0.9936,0.9756146025878004,0.8212985549132947
SIFTval,Slice Stability,Jonckheere-Terpstra Test,3,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Slice Stability,Jonckheere-Terpstra Test,1,NA,1,0.6576,0.6676,1,0.9756146025878004,0.8290015283842794
PolyPhenVal,Slice Stability,Jonckheere-Terpstra Test,2,NA,2,0.4988,0.752,0.9924,0.9756146025878004,0.8584509605662285
PolyPhenVal,Slice Stability,Jonckheere-Terpstra Test,3,NA,NA,NA,NA,NA,NA,NA
priPhyloP,Slice Stability,Jonckheere-Terpstra Test,1,NA,115954.5,0.5022,0.5086,0.9988,0.9756146025878004,0.8216782016348774
priPhyloP,Slice Stability,Jonckheere-Terpstra Test,2,NA,509176,0.559,0.4284,0.862,0.9756146025878004,0.8152845257903495
priPhyloP,Slice Stability,Jonckheere-Terpstra Test,3,NA,766376,0.5796,0.4004,0.8376,0.9756146025878004,0.8152845257903495
mamPhyloP,Slice Stability,Jonckheere-Terpstra Test,1,NA,116133,0.4648,0.5222,0.9564,0.9756146025878004,0.8216782016348774
mamPhyloP,Slice Stability,Jonckheere-Terpstra Test,2,NA,515765,0.36,0.6478,0.7076,0.9756146025878004,0.8274230508474575
mamPhyloP,Slice Stability,Jonckheere-Terpstra Test,3,NA,769723,0.4894,0.5034,0.9844,0.9756146025878004,0.8212985549132947
verPhyloP,Slice Stability,Jonckheere-Terpstra Test,1,NA,115253,0.5504,0.4398,0.88,0.9756146025878004,0.8181536184210526
verPhyloP,Slice Stability,Jonckheere-Terpstra Test,2,NA,513641.5,0.425,0.5712,0.83,0.9756146025878004,0.8265892857142857
verPhyloP,Slice Stability,Jonckheere-Terpstra Test,3,NA,768916.5,0.5396,0.4768,0.9808,0.9756146025878004,0.8205985007496253
GerpN,Slice Stability,Jonckheere-Terpstra Test,1,NA,122186,0.0808,0.9274,0.1416,0.9756146025878004,0.9494235507246377
GerpN,Slice Stability,Jonckheere-Terpstra Test,2,NA,534950,0.0538,0.949,0.1144,0.9756146025878004,0.9591951656222023
GerpN,Slice Stability,Jonckheere-Terpstra Test,3,NA,760009.5,0.7518,0.2452,0.498,0.9756146025878004,0.8152845257903495
GerpS,Slice Stability,Jonckheere-Terpstra Test,1,NA,113805.5,0.711,0.2858,0.5424,0.9756146025878004,0.8152845257903495
GerpS,Slice Stability,Jonckheere-Terpstra Test,2,NA,516326.5,0.4614,0.5426,0.9136,0.9756146025878004,0.8240942281879194
GerpS,Slice Stability,Jonckheere-Terpstra Test,3,NA,795931,0.0888,0.9108,0.1828,0.9756146025878004,0.9399389396709323
bStatistic,Slice Stability,Jonckheere-Terpstra Test,1,NA,114848.5,0.1182,0.8918,0.2332,0.9756146025878004,0.9335003676470587
bStatistic,Slice Stability,Jonckheere-Terpstra Test,2,NA,469540.5,0.8694,0.1362,0.2772,0.9756146025878004,0.8152845257903495
bStatistic,Slice Stability,Jonckheere-Terpstra Test,3,NA,714812.5,0.7558,0.249,0.5188,0.9756146025878004,0.8152845257903495
LINSIGHT,Slice Stability,Jonckheere-Terpstra Test,1,NA,110204.5,0.9296,0.078,0.164,0.9756146025878004,0.8152845257903495
LINSIGHT,Slice Stability,Jonckheere-Terpstra Test,2,NA,512330.5,0.4832,0.527,0.9928,0.9756146025878004,0.8216782016348774
LINSIGHT,Slice Stability,Jonckheere-Terpstra Test,3,NA,794110.5,0.0676,0.9284,0.1408,0.9756146025878004,0.9494235507246377
Funseq.Value,Slice Stability,Jonckheere-Terpstra Test,1,NA,4.5,0.3952,0.7968,0.7696,0.9756146025878004,0.8793618768328445
Funseq.Value,Slice Stability,Jonckheere-Terpstra Test,2,NA,7.5,0.4926,0.6076,0.9972,0.9756146025878004,0.8274230508474575
Funseq.Value,Slice Stability,Jonckheere-Terpstra Test,3,NA,3.5,0.3936,1,0.802,0.9756146025878004,1
Aloft.Value,Slice Stability,Jonckheere-Terpstra Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Slice Stability,Jonckheere-Terpstra Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Slice Stability,Jonckheere-Terpstra Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Slice Stability,Jonckheere-Terpstra Test,1,NA,118753.5,0.2732,0.744,0.5212,0.9756146025878004,0.8572122199592669
CpG,Slice Stability,Jonckheere-Terpstra Test,2,NA,510922,0.641,0.3488,0.7396,0.9756146025878004,0.8152845257903495
CpG,Slice Stability,Jonckheere-Terpstra Test,3,NA,779321.5,0.3398,0.6686,0.6784,0.9756146025878004,0.8290015283842794
GC,Slice Stability,Jonckheere-Terpstra Test,1,NA,114893.5,0.6216,0.3746,0.7508,0.9756146025878004,0.8152845257903495
GC,Slice Stability,Jonckheere-Terpstra Test,2,NA,509123,0.676,0.3224,0.6344,0.9756146025878004,0.8152845257903495
GC,Slice Stability,Jonckheere-Terpstra Test,3,NA,766566.5,0.6272,0.3662,0.768,0.9756146025878004,0.8152845257903495
Fathmm.XF,Slice Stability,Jonckheere-Terpstra Test,1,NA,115364,0.5762,0.4208,0.8424,0.9756146025878004,0.8152845257903495
Fathmm.XF,Slice Stability,Jonckheere-Terpstra Test,2,NA,535924,0.026,0.9742,0.0452,0.9756146025878004,0.9794049866429207
Fathmm.XF,Slice Stability,Jonckheere-Terpstra Test,3,NA,750417,0.8544,0.1386,0.2828,0.9756146025878004,0.8152845257903495
FIRE Score,Slice Stability,Jonckheere-Terpstra Test,1,NA,118008.5,0.7984,0.1942,0.4152,0.9756146025878004,0.8152845257903495
FIRE Score,Slice Stability,Jonckheere-Terpstra Test,2,NA,534280,0.402,0.5942,0.83,0.9756146025878004,0.8274230508474575
FIRE Score,Slice Stability,Jonckheere-Terpstra Test,3,NA,822370.5,0.0288,0.9754,0.0576,0.9756146025878004,0.9797389679715303
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,1,TSS,1530.5,0.1908,0.807,0.3992,0.9756146025878004,0.8819970958373671
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,1,AVE,1549.5,0.165,0.8304,0.306,0.9756146025878004,0.8950125954198473
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,2,TSS,5520.5,0.8184,0.1766,0.3732,0.9756146025878004,0.8152845257903495
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,2,AVE,5441.5,0.863,0.127,0.2724,0.9756146025878004,0.8152845257903495
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,3,TSS,9606.5,0.6612,0.3558,0.676,0.9756146025878004,0.8152845257903495
ENCFF093VXI,Slice Stability,Jonckheere-Terpstra Test,3,AVE,10056.5,0.3508,0.648,0.7052,0.9756146025878004,0.8274230508474575
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,1,TSS,1583.5,0.107,0.8992,0.2056,0.9756146025878004,0.9335003676470587
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,1,AVE,1524.5,0.2048,0.7772,0.4232,0.9756146025878004,0.8677235177865614
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,2,TSS,5654.5,0.7112,0.2942,0.5508,0.9756146025878004,0.8152845257903495
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,2,AVE,5680.5,0.6846,0.3036,0.6376,0.9756146025878004,0.8152845257903495
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,3,TSS,9746.5,0.5682,0.4332,0.8552,0.9756146025878004,0.8152845257903495
ENCFF915DFR,Slice Stability,Jonckheere-Terpstra Test,3,AVE,9952.5,0.4372,0.5712,0.8436,0.9756146025878004,0.8265892857142857
ENCFF776DPQ,Slice Stability,Jonckheere-Terpstra Test,1,TSS,1227.5,0.9176,0.0838,0.1804,0.9756146025878004,0.8152845257903495
ENCFF776DPQ,Slice Stability,Jonckheere-Terpstra Test,1,AVE,1453.5,0.3904,0.61240000000000006,0.7764,0.9756146025878004,0.8274230508474575
