ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,9578782,0.882606153,0.1173954,0.2347909,0.99989575,0.27661291125000004
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,15496170,0.933980664,0.06602001,0.13204,0.99989575,0.20401265385245904
Absolute Distance to TSS,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,18156170,0.569654483,0.4303473,0.8606946,0.99989575,0.6057330896944099
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10404640,0.1756958,0.824308161,0.35139163,0.99989575,0.8778649059237288
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16823290,0.618451,0.381552738,0.76310548,0.99989575,0.5663204024645669
CTCF Binding Site,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19507420,0.3106719,0.689331004,0.62134388,0.99989575,0.7979870680900717
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10393130,0.18251533,0.81748911,0.36503065,0.99989575,0.8730691061473089
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16886910,0.33957928,0.66042463,0.67915855,0.99989575,0.77806276721875
Enhancer,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19284270,0.92929088,0.07071033,0.14142067,0.99989575,0.21213099000000002
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10280500,0.9644254,0.03557686,0.07115371,0.99989575,0.15904122
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16752260,0.9603258,0.03967567,0.07935134,0.99989575,0.165698823225
Open chromatin,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19347140,0.9405937,0.05940812,0.11881625,0.99989575,0.19419243849710985
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10369870,0.37375696,0.6262472,0.74751393,0.99989575,0.754297745686901
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16867530,0.44646948,0.55353327,0.89293895,0.99989575,0.7136183582084282
Promoter Flanking Region,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19092250,0.98069185,0.01930843,0.03861685,0.99989575,0.12407860414772727
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10194260,0.902140313,0.09786203,0.195724065,0.99989575,0.25323661911564627
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16586610,0.958207972,0.04179284,0.083585678,0.99989575,0.16585158610526315
Promoter,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19748900,0.001287257,0.99871278,0.002574515,0.99989575,0.99871278
TF binding site,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10320460,0.79696231,0.20304934,0.4060987,0.99989575,0.39205497196075084
TF binding site,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16902470,0.07684078,0.92316301,0.1536816,0.99989575,0.9465977917588394
TF binding site,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19452430,0.3969088,0.60310012,0.7938176,0.99989575,0.744468210652174
CADD.RawScore,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10041560,0.9188594,0.08114178,0.16228356,0.99989575,0.23116209869017632
CADD.RawScore,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16764060,0.2444709,0.75553062,0.4889419,0.99989575,0.8385722583120707
CADD.RawScore,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19113650,0.659079,0.3409226,0.68184521,0.99989575,0.5289672726748971
CADD.PHRED,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10064920,0.8882678,0.11173369,0.22346739,0.99989575,0.2693681660993617
CADD.PHRED,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16755180,0.2586652,0.74133637,0.51733049,0.99989575,0.830149935118812
CADD.PHRED,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,19151330,0.5975869,0.40241474,0.80482948,0.99989575,0.5839978467618437
SIFTval,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,38,0.23452012,0.79463364,0.46904025,0.99989575,0.8567499016587227
SIFTval,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,21.5,0.57055857,0.47637033,0.95274066,0.99989575,0.6460130014748201
SIFTval,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,28,0.52058824,0.52058824,1,0.99989575,0.6862299527272727
PolyPhenVal,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,16,0.9238906,0.092363261,0.184726522,0.99989575,0.24813028073871732
PolyPhenVal,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,17,0.7992355,0.233600408,0.467200815,0.99989575,0.4221635308328025
PolyPhenVal,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,16,0.9039216,0.116339869,0.232679739,0.99989575,0.2764293946197479
priPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,9864654,0.99139398,0.008606206,0.01721241,0.99989575,0.0992593154264706
priPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16742200,0.16844725,0.831554013,0.3368945,0.99989575,0.8847484371618062
priPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,18666180,0.97016785,0.029832447,0.05966489,0.99989575,0.14870212574680852
mamPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,9865539,0.99123213,0.0087680579,0.0175361159,0.99989575,0.0992593154264706
mamPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16999630,0.01209378,0.9879063809,0.0241875543,0.99989575,0.9896564364906112
mamPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,18988710,0.68582055,0.3141809939,0.6283619879,0.99989575,0.5038493900016949
verPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,9973458,0.93825644,0.0617445026,0.123489005,0.99989575,0.19616020348483149
verPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16889340,0.04458035,0.9554201214,0.089160703,0.99989575,0.967284455633721
verPhyloP,Stable SNV Discovered in YRI,Wilcoxon Test,3,NA,18967860,0.71719524,0.2828062296,0.565612459,0.99989575,0.477393799518806
GerpN,Stable SNV Discovered in YRI,Wilcoxon Test,1,NA,10107210,0.8136142,0.1863878614,0.3727757229,0.99989575,0.3711389916959578
GerpN,Stable SNV Discovered in YRI,Wilcoxon Test,2,NA,16388360,0.8830136,0.1169873538,0.2339747076,0.99989575,0.27661291125000004
