ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,1,NA,16330690,0.6288,0.367,0.7312,0.8513014925373134,0.8656139004149378
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,2,NA,30785150,1,2e-4,4e-4,1,0.07540000000000001
Absolute Distance to TSS,Slice Stability,Jonckheere-Terpstra Test,3,NA,39945040,1,2e-4,4e-4,1,0.07540000000000001
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,1,NA,17483700,0.4452,0.5474,0.9056,0.8501017632241814,0.8656139004149378
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,2,NA,34415160,0.607,0.4074,0.796,0.8513014925373134,0.8656139004149378
CTCF Binding Site,Slice Stability,Jonckheere-Terpstra Test,3,NA,44808980,0.1652,0.8306,0.3268,0.8501017632241814,0.8812904494382022
Enhancer,Slice Stability,Jonckheere-Terpstra Test,1,NA,17494340,0.3494,0.6638,0.7148,0.8501017632241814,0.8656139004149378
Enhancer,Slice Stability,Jonckheere-Terpstra Test,2,NA,34591590,0.129,0.8856,0.2532,0.8501017632241814,0.9130479489516865
Enhancer,Slice Stability,Jonckheere-Terpstra Test,3,NA,44664170,0.4484,0.5514,0.894,0.8501017632241814,0.8656139004149378
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,1,NA,17417260,0.9146,0.0992,0.18,0.9302271582733813,0.8656139004149378
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,2,NA,34431950,0.6002,0.3994,0.7836,0.8508621722846441,0.8656139004149378
Open chromatin,Slice Stability,Jonckheere-Terpstra Test,3,NA,44666690,0.3846,0.6212,0.78,0.8501017632241814,0.8656139004149378
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,1,NA,17715980,0.0152,0.9882,0.026,0.8501017632241814,0.9894748672566371
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,2,NA,34314530,0.7522,0.2378,0.478,0.864496096096096,0.8656139004149378
Promoter Flanking Region,Slice Stability,Jonckheere-Terpstra Test,3,NA,44279800,0.9268,0.0782,0.1512,0.9367388739946381,0.8656139004149378
Promoter,Slice Stability,Jonckheere-Terpstra Test,1,NA,17156360,0.994,0.0074,0.012,0.997527950310559,0.8656139004149378
Promoter,Slice Stability,Jonckheere-Terpstra Test,2,NA,34164250,0.8476,0.1586,0.3176,0.8909381615598886,0.8656139004149378
Promoter,Slice Stability,Jonckheere-Terpstra Test,3,NA,44853880,0.0152,0.9872,0.0232,0.8501017632241814,0.9894748672566371
