ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6610789,0.201304534,0.7986982,0.4026091,0.99998445,0.8560814295391918
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12004850,0.006916446,0.9930837,0.01383289,0.99998445,0.993676493
Absolute Distance to TSS,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14054340,0.130209612,0.8697915,0.2604192,0.99998445,0.8961581936587808
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6863734,0.8367464,0.163258214,0.32651643,0.99998445,0.43548358498584905
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12199180,0.9874323,0.012568031,0.025136060000000002,0.99998445,0.055017573602316606
CTCF Binding Site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14839640,0.5409483,0.459055469,0.91811094,0.99998445,0.7037964060786487
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,7000311,0.03336583,0.96663569,0.06673166,0.99998445,0.970928033206039
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12411740,0.410011,0.58999384,0.82002201,0.99998445,0.76861367024
Enhancer,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14951230,0.15030453,0.84969787,0.30060906,0.99998445,0.8832796792003677
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6893372,0.7826761,0.21733415,0.4346683,0.99998445,0.5309825204928726
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12448380,0.138943,0.86106146,0.27788599,0.99998445,0.8907794975045703
Open chromatin,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14795000,0.8362509,0.16375344,0.32750688,0.99998445,0.4357768015058823
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6966384,0.23116719,0.76883691,0.46233438,0.99998445,0.8369148654571703
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12439240,0.33958126,0.66042171,0.67916251,0.99998445,0.7898125702230445
Promoter Flanking Region,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14773810,0.6942891,0.30571329,0.61142657,0.99998445,0.6207049152801075
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6746244,0.989015532,0.01098495,0.021969896,0.99998445,0.05032679842105262
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12299940,0.682204389,0.31779938,0.63559877,0.99998445,0.6291400419616724
Promoter,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14642000,0.919616607,0.08038474,0.160769482,0.99998445,0.24705201342391303
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6904332,0.64600253,0.35401623,0.7080325,0.99998445,0.6480683859757282
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12386350,0.52284224,0.47716996,0.9543399,0.99998445,0.7138614084126984
TF binding site,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14844350,0.55339331,0.44661717,0.8932343,0.99998445,0.701561137875
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6634030,0.9759548,0.02404571,0.04809141,0.99998445,0.08858533553745929
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12163130,0.6227994,0.37720282,0.75440563,0.99998445,0.6614207587906976
CADD.RawScore,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14400620,0.9038948,0.09610607,0.19221214,0.99998445,0.28755546341269844
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6658648,0.9594728,0.04052801,0.08105601,0.99998445,0.13723706380239523
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12149120,0.6534894,0.34651273,0.69302546,0.99998445,0.6459476432531707
CADD.PHRED,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14421280,0.8853006,0.1147004,0.2294008,0.99998445,0.32842063898734175
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,8,0.88304094,0.14619883,0.29239766,0.99998445,0.3993982529710145
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12.5,0.71302432,0.33662884,0.67325769,0.99998445,0.6450225321335559
SIFTval,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,10,0.80392157,0.23529412,0.47058824,0.99998445,0.5626285067136555
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,19,0.4210526,0.625730994,0.842105263,0.99998445,0.783134962872549
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,25,0.159442,0.870689092,0.318883924,0.99998445,0.8961581936587808
PolyPhenVal,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,21,0.2745098,0.764705882,0.549019608,0.99998445,0.8353263708590735
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,6637871,0.95055578,0.049445189,0.09889038,0.99998445,0.16162574785838152
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,12278600,0.28951074,0.710491266,0.57902147,0.99998445,0.8133255281842104
priPhyloP,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,14656230,0.38007144,0.619930454,0.76014287,0.99998445,0.7804950480096774
